aMarkerPercent,alignment,bMarkerPercent,ba,baseDenom,bna,category,corpus,dnmalignment,docId,logdnmalignment,nba,nbna,noLogAlign,numUtterances,powerDenom,replierId,sparsityA,sparsityB,speakerId
0.003745318352059925,3.970291913552122,0.022556390977443608,1.0,265.0,5.0,see,Thomas,0.9774436090225564,2-00-12.xml,3.791736839553644,0.0,260.0,0.9811320754716981,266,1.0,MOT,777,2848,CHI
0.01845018450184502,3.5496173867804286,0.018796992481203006,2.0,261.0,3.0,more,Thomas,0.381203007518797,2-00-12.xml,3.0577676644734435,3.0,258.0,0.3885057471264368,266,5.0,MOT,777,2848,CHI
0.007462686567164179,3.2733640101522705,0.045112781954887216,2.0,264.0,10.0,down,Thomas,0.9548872180451128,2-00-12.xml,3.0985896589936988,0.0,254.0,0.9621212121212122,266,2.0,MOT,777,2848,CHI
0.014814814814814815,3.20122088962948,0.041353383458646614,3.0,262.0,8.0,two,Thomas,0.7086466165413534,2-00-12.xml,2.8979189635315477,1.0,254.0,0.7194656488549618,266,4.0,MOT,777,2848,CHI
0.02564102564102564,3.0513021247088017,0.041353383458646614,4.0,259.0,7.0,blue,Thomas,0.5300751879699248,2-00-12.xml,2.625985248047906,3.0,252.0,0.5444015444015444,266,7.0,MOT,777,2848,CHI
0.007462686567164179,2.580216829592325,0.041353383458646614,1.0,264.0,10.0,do,Thomas,0.4586466165413534,2-00-12.xml,2.492453855423383,1.0,254.0,0.4621212121212121,266,2.0,MOT,777,2848,CHI
0.014814814814814815,2.572612230207106,0.022556390977443608,1.0,262.0,5.0,here,Thomas,0.2274436090225564,2-00-12.xml,2.405442478433754,3.0,257.0,0.23091603053435114,266,4.0,MOT,777,2848,CHI
0.022058823529411766,2.545146730165357,0.08270676691729323,5.0,260.0,17.0,up,Thomas,0.7506265664160401,2-00-12.xml,2.310132298629429,1.0,243.0,0.767948717948718,266,6.0,MOT,777,2848,CHI
0.16352201257861634,2.3702437414678603,0.13533834586466165,26.0,214.0,10.0,no,Thomas,0.36466165413533835,2-00-12.xml,1.3068301897656438,26.0,204.0,0.4532710280373832,266,52.0,MOT,777,2848,CHI
0.02247191011235955,2.3632097148104805,0.028735632183908046,1.0,170.0,4.0,blue,Thomas,0.22126436781609196,2-00-12.xml,2.163323025660538,3.0,166.0,0.22647058823529412,174,4.0,CHI,2434,489,MOT
0.1,2.0794415416798357,0.1111111111111111,1.0,16.0,1.0,oh,Thomas,0.3888888888888889,2-00-12.xml,1.5040773967762742,1.0,15.0,0.4375,18,2.0,MOT,63,165,INV
0.04918032786885246,1.8101086078962516,0.022988505747126436,1.0,165.0,3.0,two,Thomas,0.08812260536398467,2-00-12.xml,1.5755363607584187,8.0,162.0,0.09292929292929292,174,9.0,CHI,2434,489,MOT
0.003745318352059925,1.6479041932618963,0.19548872180451127,1.0,265.0,51.0,you,Thomas,0.8045112781954887,2-00-12.xml,1.6322525902002718,0.0,214.0,0.8075471698113208,266,1.0,MOT,777,2848,CHI
0.08421052631578947,1.5968591302272404,0.017241379310344827,1.0,158.0,2.0,there,Thomas,0.04525862068965517,2-00-12.xml,1.287854288306638,15.0,156.0,0.049841772151898736,174,16.0,CHI,2434,489,MOT
0.16666666666666666,1.3862943611198904,0.2,1.0,8.0,1.0,the,Thomas,0.3,2-00-12.xml,0.916290731874155,1.0,7.0,0.375,10,2.0,INV,65,51,MOT
0.011152416356877323,1.3674614127867983,0.2631578947368421,3.0,263.0,67.0,the,Thomas,0.736842105263158,2-00-12.xml,1.3350010667323402,0.0,196.0,0.7452471482889733,266,3.0,MOT,777,2848,CHI
0.007462686567164179,1.245215762859985,0.14661654135338345,1.0,264.0,38.0,are,Thomas,0.3533834586466166,2-00-12.xml,1.2267874820921074,1.0,226.0,0.3560606060606061,266,2.0,MOT,777,2848,CHI
0.007462686567164179,1.2192402764567243,0.15037593984962405,1.0,264.0,39.0,it,Thomas,0.34962406015037595,2-00-12.xml,1.2014696741078175,1.0,225.0,0.3522727272727273,266,2.0,MOT,777,2848,CHI
0.03272727272727273,1.0492664145649546,0.08270676691729323,2.0,257.0,20.0,there,Thomas,0.13951545530492898,2-00-12.xml,0.9883764586471093,7.0,237.0,0.14440121054907046,266,9.0,MOT,777,2848,CHI
0.1076923076923077,0.8407831793660099,0.16666666666666666,7.0,153.0,22.0,no,Thomas,0.16666666666666666,2-00-12.xml,0.6931471805599452,14.0,131.0,0.1895424836601307,174,21.0,CHI,2434,489,MOT
0.029197080291970802,0.7993693938152526,0.11654135338345864,2.0,258.0,29.0,is,Thomas,0.13345864661654136,2-00-12.xml,0.7632147431766623,6.0,229.0,0.1375968992248062,266,8.0,MOT,777,2848,CHI
