aMarkerPercent,alignment,bMarkerPercent,ba,baseDenom,bna,category,corpus,dnmalignment,docId,logdnmalignment,nba,nbna,noLogAlign,numUtterances,powerDenom,replierId,sparsityA,sparsityB,speakerId
0.027777777777777776,3.120895416507997,0.07142857142857142,2.0,68.0,3.0,big,Manchester,0.9285714285714286,anne01a.xml,2.639057329615259,0.0,65.0,0.9558823529411765,70,2.0,MOT,222,765,CHI
0.0410958904109589,2.0074680420547466,0.11428571428571428,2.0,67.0,6.0,put,Manchester,0.5523809523809523,anne01a.xml,1.7635885922613588,1.0,61.0,0.5771144278606964,70,3.0,MOT,222,765,CHI
0.06666666666666667,1.341173925839421,0.3142857142857143,5.0,65.0,17.0,it,Manchester,0.6857142857142857,anne01a.xml,1.157452788691043,0.0,48.0,0.7384615384615385,70,5.0,MOT,222,765,CHI
0.014084507042253521,1.2383742310432684,0.3,1.0,69.0,20.0,you,Manchester,0.7,anne01a.xml,1.2039728043259361,0.0,49.0,0.7101449275362319,70,1.0,MOT,222,765,CHI
0.05405405405405406,0.9315582040049436,0.21428571428571427,2.0,66.0,13.0,a,Manchester,0.2857142857142857,anne01a.xml,0.8472978603872038,2.0,53.0,0.30303030303030304,70,4.0,MOT,222,765,CHI
0.15151515151515152,0.8329091229351042,0.03571428571428571,1.0,69.0,2.0,oh,Manchester,0.030952380952380953,anne01a.xml,0.6241543090729937,14.0,67.0,0.03768115942028985,84,15.0,CHI,1115,240,MOT
0.07894736842105263,0.7576857016975165,0.17142857142857143,2.0,64.0,10.0,that,Manchester,0.16190476190476188,anne01a.xml,0.664976303593249,4.0,54.0,0.17708333333333331,70,6.0,MOT,222,765,CHI
0.16,0.7537718023763804,0.03571428571428571,1.0,68.0,2.0,what,Manchester,0.026785714285714288,anne01a.xml,0.5596157879354227,15.0,66.0,0.03308823529411765,84,16.0,CHI,1115,240,MOT
0.17647058823529413,0.6061358035703153,0.03571428571428571,1.0,66.0,2.0,want,Manchester,0.01984126984126984,anne01a.xml,0.44183275227903884,17.0,64.0,0.02525252525252525,84,18.0,CHI,1115,240,MOT
0.14285714285714285,0.2231435513142097,0.05952380952380952,1.0,70.0,4.0,a,Manchester,0.011904761904761904,anne01a.xml,0.18232155679395445,13.0,66.0,0.014285714285714284,84,14.0,CHI,1115,240,MOT
0.10256410256410256,0.10178269430994247,0.22857142857142856,2.0,62.0,14.0,what,Manchester,0.021428571428571436,anne01a.xml,0.0896121586896872,6.0,48.0,0.02419354838709678,70,8.0,MOT,222,765,CHI
0.10638297872340426,-0.3011050927839216,0.13095238095238096,1.0,74.0,10.0,no,Manchester,-0.030952380952380953,anne01a.xml,-0.2696635669491023,9.0,64.0,-0.03513513513513514,84,10.0,CHI,1115,240,MOT
0.05825242718446602,4.51085950651685,0.07216494845360824,6.0,91.0,1.0,more,Manchester,0.9278350515463918,anne01b.xml,2.62880082944807,0.0,90.0,0.989010989010989,97,6.0,MOT,371,916,CHI
0.020202020202020204,3.16758253048065,0.030927835051546393,1.0,95.0,2.0,sit,Manchester,0.4690721649484536,anne01b.xml,2.782951509275328,1.0,93.0,0.4789473684210526,97,2.0,MOT,371,916,CHI
0.03,2.751535313041949,0.061855670103092786,2.0,94.0,4.0,no,Manchester,0.6048109965635738,anne01b.xml,2.3774864011671633,1.0,90.0,0.624113475177305,97,3.0,MOT,371,916,CHI
0.0625,2.6390573296152584,0.05333333333333334,2.0,70.0,2.0,down,Manchester,0.3466666666666667,anne01b.xml,2.0149030205422647,3.0,68.0,0.37142857142857144,75,5.0,CHI,925,286,MOT
0.07407407407407407,2.4423470353692047,0.02666666666666667,1.0,69.0,1.0,up,Manchester,0.13999999999999999,anne01b.xml,1.8325814637483102,5.0,68.0,0.15217391304347824,75,6.0,CHI,925,286,MOT
0.01020408163265306,2.2617630984737906,0.1134020618556701,1.0,96.0,10.0,the,Manchester,0.8865979381443299,anne01b.xml,2.176815705705012,0.0,86.0,0.8958333333333334,97,1.0,MOT,371,916,CHI
0.020202020202020204,2.2512917986064953,0.061855670103092786,1.0,95.0,5.0,got,Manchester,0.4381443298969072,anne01b.xml,2.0898043287153825,1.0,90.0,0.4473684210526316,97,2.0,MOT,371,916,CHI
0.05825242718446602,2.02595285672885,0.061855670103092786,2.0,91.0,4.0,a,Manchester,0.27147766323024053,anne01b.xml,1.684339220607218,4.0,87.0,0.28937728937728935,97,6.0,MOT,371,916,CHI
0.020202020202020204,1.9148195619852824,0.08247422680412371,1.0,95.0,7.0,are,Manchester,0.4175257731958763,anne01b.xml,1.8021222562636017,1.0,88.0,0.4263157894736842,97,2.0,MOT,371,916,CHI
0.020202020202020204,1.7812881693607596,0.09278350515463918,1.0,95.0,8.0,on,Manchester,0.4072164948453608,anne01b.xml,1.6843392206072179,1.0,87.0,0.41578947368421054,97,2.0,MOT,371,916,CHI
0.1,1.3862943611198906,0.3333333333333333,1.0,8.0,2.0,a,Manchester,0.6666666666666667,anne01b.xml,1.0986122886681098,0.0,6.0,0.75,9,1.0,MOT,51,69,INV
0.10714285714285714,1.2992829841302607,0.08,2.0,66.0,4.0,a,Manchester,0.1422222222222222,anne01b.xml,1.0216512475319814,7.0,62.0,0.1616161616161616,75,9.0,CHI,925,286,MOT
0.18181818181818182,1.252762968495368,0.2222222222222222,1.0,7.0,1.0,to,Manchester,0.2777777777777778,anne01b.xml,0.8109302162163289,1.0,6.0,0.35714285714285715,9,2.0,MOT,51,69,INV
