ba,nba,bna,nbna,vspeak,vreply,sid,rid,category,pyalign,dnm,lo1,sd0,pa1,pb1,nu
1,2,0,2,FALSE,FALSE,1524593612,801478310,PRO,0.470003629245736,0.133333333333333,0.470003629245736,0.133333333333333,0.693147180559946,1.50407739677627,5
1,3,3,4,TRUE,FALSE,15446531,1071252032,PRO,-0.287682072451781,-0.113636363636364,-0.28768207245178,-0.113636363636364,-0.432864082296279,-0.432864082296279,11
6,6,0,3,TRUE,FALSE,15446531,10778572,PRO,0.916290731874155,0.1,0.916290731874155,0.1,0.961411167154625,1.59393372589814,15
1,1,0,1,TRUE,TRUE,15446531,116763916,PRO,0.405465108108164,0.166666666666667,0.405465108108164,0.166666666666667,0.51082562376599,0.980829253011726,3
0,1,0,1,TRUE,FALSE,15446531,11809452,PRO,0,0,0,0,0,NA,2
0,1,0,1,TRUE,FALSE,15446531,1218163777,PRO,0,0,0,0,0,NA,2
0,1,2,2,TRUE,TRUE,15446531,12263542,PRO,-0.405465108108164,-0.4,-0.405465108108165,-0.4,-1.48160454092422,-0.8754687373539,5
3,0,1,1,TRUE,FALSE,15446531,1342956066,PRO,0.470003629245736,0.2,0.470003629245736,0.2,0.523248143764548,0.45953232937844,5
1,0,2,2,TRUE,TRUE,15446531,135575282,PRO,0.287682072451781,0.4,0.287682072451781,0.4,0.310154928303839,0.430782916092454,5
1,2,1,0,TRUE,TRUE,15446531,14230772,PRO,-0.51082562376599,-0.166666666666667,-0.51082562376599,-0.166666666666667,-0.693147180559945,-0.693147180559945,4
4,12,6,2,TRUE,FALSE,15446531,14275562,PRO,-0.924258901523332,-0.166666666666667,-0.924258901523332,-0.166666666666667,-0.992663710658729,-1.00950227502156,24
1,2,2,2,TRUE,FALSE,15446531,14608335,PRO,-0.22314355131421,-0.0952380952380952,-0.22314355131421,-0.0952380952380952,-0.307484699747961,-0.307484699747961,7
3,6,3,3,TRUE,TRUE,15446531,156016878,PRO,-0.318453731118535,-0.0666666666666667,-0.318453731118535,-0.0666666666666667,-0.356674943938733,-0.356674943938733,15
11,5,7,13,TRUE,FALSE,15446531,159904799,PRO,0.606135803570315,0.1875,0.606135803570316,0.1875,0.641345462505877,0.638753108494146,36
2,4,0,8,TRUE,TRUE,15446531,16244449,PRO,1.32175583998232,0.19047619047619,1.32175583998232,0.19047619047619,1.98591548366901,2.95936462938312,14
1,1,1,0,TRUE,TRUE,15446531,16353245,PRO,-0.287682072451781,-0.166666666666667,-0.287682072451781,-0.166666666666667,-0.405465108108164,-0.405465108108164,3
1,3,3,0,TRUE,TRUE,15446531,16399949,PRO,-0.8754687373539,-0.321428571428571,-0.8754687373539,-0.321428571428571,-1.04412410338404,-1.04412410338404,7
2,0,2,16,TRUE,TRUE,15446531,167518667,PRO,1.6094379124341,0.8,1.6094379124341,0.8,1.84582669049833,1.84582669049833,20
0,2,4,4,TRUE,TRUE,15446531,17142046,PRO,-0.693147180559945,-0.4,-0.693147180559945,-0.4,-1.94591014905531,-1.29928298413026,10
0,1,1,0,TRUE,TRUE,15446531,1769191,PRO,-0.693147180559945,-0.5,-0.693147180559945,-0.5,-1.09861228866811,-1.09861228866811,2
0,1,0,1,TRUE,FALSE,15446531,18101656,PRO,0,0,0,0,0,NA,2
1,0,0,1,TRUE,FALSE,15446531,18615223,PRO,0.693147180559945,0.5,0.693147180559945,0.5,1.09861228866811,1.09861228866811,2
1,0,0,1,TRUE,FALSE,15446531,19087651,PRO,0.693147180559945,0.5,0.693147180559945,0.5,1.09861228866811,1.09861228866811,2
1,1,2,1,TRUE,FALSE,15446531,19176008,PRO,-0.182321556793955,-0.1,-0.182321556793955,-0.1,-0.251314428280906,-0.19782574332992,5
0,2,1,2,TRUE,FALSE,15446531,19200634,PRO,-0.470003629245736,-0.2,-0.470003629245735,-0.2,-0.965080896043587,-1.50407739677627,5
2,0,0,1,TRUE,FALSE,15446531,20045868,PRO,0.810930216216329,0.333333333333333,0.810930216216329,0.333333333333333,0.980829253011726,0.980829253011726,3
1,1,1,1,TRUE,FALSE,15446531,211106542,PRO,0,0,0,0,0,0,4
1,2,0,1,TRUE,TRUE,15446531,21696279,PRO,0.182321556793955,0.0833333333333333,0.182321556793955,0.0833333333333333,0.154150679827258,0.916290731874155,4
1,2,0,3,TRUE,TRUE,15446531,2195241,PRO,0.693147180559945,0.166666666666667,0.693147180559945,0.166666666666667,1.09861228866811,1.94591014905531,6
4,2,1,2,TRUE,FALSE,15446531,22737278,PRO,0.446287102628419,0.111111111111111,0.44628710262842,0.111111111111111,0.470003629245736,0.514898949153626,9
1,0,1,2,TRUE,FALSE,15446531,2361044725,PRO,0.51082562376599,0.5,0.51082562376599,0.5,0.693147180559945,0.693147180559945,4
9,0,0,3,TRUE,TRUE,15446531,2517988075,PRO,1.51412773262978,0.25,1.51412773262978,0.25,1.64865862558738,1.64865862558738,12
1,1,4,1,TRUE,TRUE,15446531,25570250,PRO,-0.356674943938732,-0.214285714285714,-0.356674943938732,-0.214285714285714,-0.510825623765991,-0.318453731118535,7
1,0,1,2,TRUE,TRUE,15446531,26165922,PRO,0.51082562376599,0.5,0.51082562376599,0.5,0.693147180559945,0.693147180559945,4
0,1,1,0,TRUE,FALSE,15446531,281566410,PRO,-0.693147180559945,-0.5,-0.693147180559945,-0.5,-1.09861228866811,-1.09861228866811,2
2,2,3,0,TRUE,FALSE,15446531,2842619079,PRO,-0.470003629245736,-0.214285714285714,-0.470003629245735,-0.214285714285714,-0.551647618286246,-0.536801110169251,7
1,1,0,1,TRUE,FALSE,15446531,308674565,PRO,0.405465108108164,0.166666666666667,0.405465108108164,0.166666666666667,0.51082562376599,0.980829253011726,3
3,1,2,3,TRUE,FALSE,15446531,327337127,PRO,0.441832752279039,0.194444444444444,0.441832752279039,0.194444444444444,0.525266307920785,0.512563243664532,9
0,4,0,2,TRUE,FALSE,15446531,330361451,PRO,-0.405465108108164,0,-0.405465108108164,0,-0.51082562376599,NA,6
1,0,0,1,TRUE,FALSE,15446531,33805522,PRO,0.693147180559945,0.5,0.693147180559945,0.5,1.09861228866811,1.09861228866811,2
1,0,0,1,TRUE,TRUE,15446531,36444204,PRO,0.693147180559945,0.5,0.693147180559945,0.5,1.09861228866811,1.09861228866811,2
4,1,7,8,TRUE,FALSE,15446531,38385999,PRO,0.417299565755167,0.25,0.417299565755167,0.25,0.446746767081468,0.474408922713652,20
3,3,3,3,TRUE,TRUE,15446531,4207961,PRO,0,0,0,0,0,0,12
1,1,1,1,TRUE,FALSE,15446531,451003296,PRO,0,0,0,0,0,0,4
1,1,1,0,TRUE,TRUE,15446531,47848003,PRO,-0.287682072451781,-0.166666666666667,-0.287682072451781,-0.166666666666667,-0.405465108108164,-0.405465108108164,3
9,0,0,3,TRUE,TRUE,15446531,50446226,PRO,1.51412773262978,0.25,1.51412773262978,0.25,1.64865862558738,1.64865862558738,12
1,0,0,2,TRUE,FALSE,15446531,517004049,PRO,0.980829253011726,0.666666666666667,0.980829253011726,0.666666666666667,1.79175946922806,1.79175946922806,3
4,5,5,4,TRUE,FALSE,15446531,523804354,PRO,-0.182321556793955,-0.0555555555555556,-0.182321556793955,-0.0555555555555556,-0.200670695462151,-0.200670695462151,18
6,3,12,6,TRUE,FALSE,15446531,604940737,PRO,-0.021202207650603,0,-0.0212022076506035,0,-0.0246250473053897,-4.44089209850063e-16,27
8,7,8,24,TRUE,FALSE,15446531,6631,PRO,0.693147180559945,0.19290780141844,0.693147180559945,0.19290780141844,0.723918839226699,0.723918839226699,47
3,0,0,1,TRUE,FALSE,15446531,70502914,PRO,0.8754687373539,0.25,0.8754687373539,0.25,0.916290731874155,0.916290731874155,4
0,2,3,1,TRUE,FALSE,15446531,78440040,PRO,-0.980829253011726,-0.5,-0.980829253011726,-0.5,-1.79175946922806,-1.43508452528932,6
0,1,0,1,TRUE,TRUE,15446531,8479062,PRO,0,0,0,0,0,NA,2
0,3,3,3,TRUE,FALSE,15446531,8496762,PRO,-0.916290731874155,-0.333333333333333,-0.916290731874155,-0.333333333333333,-1.74296930505862,-1.74296930505862,9
6,2,4,6,TRUE,FALSE,15446531,99297884,PRO,0.518793793415167,0.194444444444444,0.518793793415167,0.194444444444444,0.572234251894634,0.564636072663563,18
7,1,5,2,FALSE,FALSE,159904799,14275562,PRO,0.182321556793955,0.075,0.182321556793954,0.075,0.190764175259359,0.178482780486789,15
1,2,2,3,FALSE,FALSE,159904799,14608335,PRO,-0.0689928714869513,-0.0416666666666667,-0.0689928714869514,-0.0416666666666667,-0.141078598259905,-0.141078598259905,8
1,0,2,0,FALSE,FALSE,159904799,1480278008,PRO,-0.117783035656384,0,-0.117783035656384,0,-0.154150679827258,0,3
4,12,11,7,FALSE,TRUE,159904799,15446531,PRO,-0.770108221696074,-0.191176470588235,-0.770108221696074,-0.191176470588235,-0.831040583167192,-0.835073871693297,34
4,0,1,1,FALSE,TRUE,159904799,15950086,PRO,0.510825623765991,0.166666666666667,0.510825623765991,0.166666666666667,0.518793793415168,0.458574933422113,6
3,0,2,0,FALSE,TRUE,159904799,16319594,PRO,0.0645385211375712,0,0.0645385211375711,0,0.0377403279828472,0,5
0,1,2,0,FALSE,TRUE,159904799,167518667,PRO,-0.810930216216329,-0.666666666666667,-0.810930216216329,-0.666666666666667,-1.54044504094715,-0.980829253011726,3
2,2,0,3,FALSE,TRUE,159904799,17142046,PRO,0.916290731874155,0.214285714285714,0.916290731874155,0.214285714285714,1.28093384546206,1.85629799036563,7
1,1,1,2,FALSE,FALSE,159904799,18101656,PRO,0.22314355131421,0.1,0.22314355131421,0.1,0.287682072451781,0.287682072451781,5
2,1,1,0,FALSE,FALSE,159904799,18160106,PRO,-0.105360515657826,-0.0833333333333334,-0.105360515657826,-0.0833333333333334,-0.241162056816888,-0.241162056816888,4
9,11,8,6,FALSE,FALSE,159904799,19176008,PRO,-0.213093215460708,-0.05,-0.213093215460709,-0.05,-0.226328657522787,-0.225246601510988,34
1,1,2,3,FALSE,FALSE,159904799,21410088,PRO,0.154150679827258,0.0714285714285715,0.154150679827258,0.0714285714285715,0.117783035656383,0.162518929497775,7
10,12,15,6,FALSE,FALSE,159904799,281877818,PRO,-0.417253063860207,-0.126849894291755,-0.417253063860207,-0.126849894291755,-0.433559628654226,-0.431432056004895,43
1,1,3,1,FALSE,FALSE,159904799,289462808,PRO,-0.287682072451781,-0.166666666666667,-0.287682072451781,-0.166666666666667,-0.405465108108165,-0.27763173659828,6
11,8,15,10,FALSE,FALSE,159904799,327337127,PRO,-0.0363676441708749,-0.0119617224880383,-0.0363676441708747,-0.0119617224880383,-0.0376666929914653,-0.0341026375400229,44
1,0,2,1,FALSE,TRUE,159904799,36444204,PRO,0.105360515657826,0.25,0.105360515657826,0.25,0.105360515657826,0.241162056816888,4
1,2,1,0,FALSE,TRUE,159904799,37723353,PRO,-0.51082562376599,-0.166666666666667,-0.51082562376599,-0.166666666666667,-0.693147180559945,-0.693147180559945,4
10,3,6,9,FALSE,FALSE,159904799,38385999,PRO,0.577148266697063,0.197802197802198,0.577148266697064,0.197802197802198,0.615206970375764,0.608955089339597,28
11,8,8,5,FALSE,TRUE,159904799,47526275,PRO,-0.048790164169432,-0.0148026315789473,-0.0487901641694322,-0.0148026315789473,-0.0572439789978687,-0.0572439789978687,32
0,1,0,1,FALSE,FALSE,159904799,48132847,PRO,0,0,0,0,0,NA,2
5,3,2,2,FALSE,FALSE,159904799,523804354,PRO,0.182321556793955,0.0416666666666666,0.182321556793954,0.0416666666666666,0.165985137474261,0.1829187500037,12
0,2,2,2,FALSE,FALSE,159904799,56166281,PRO,-0.693147180559945,-0.333333333333333,-0.693147180559945,-0.333333333333333,-1.43508452528932,-1.43508452528932,6
0,2,1,1,FALSE,TRUE,159904799,5943622,PRO,-0.693147180559945,-0.25,-0.693147180559945,-0.25,-1.09861228866811,-1.6094379124341,4
3,0,0,1,FALSE,FALSE,159904799,70778344,PRO,0.8754687373539,0.25,0.8754687373539,0.25,0.916290731874155,0.916290731874155,4
0,1,0,2,FALSE,FALSE,159904799,8496762,PRO,0.287682072451781,0,0.287682072451781,0,0.405465108108165,NA,3
2,2,1,3,FALSE,FALSE,1630541588,1181356555,PRO,0.405465108108164,0.125,0.405465108108165,0.125,0.510825623765991,0.54654370636807,8
4,7,2,2,FALSE,FALSE,1630541588,1229693137,PRO,-0.262364264467491,-0.0363636363636364,-0.262364264467491,-0.0363636363636364,-0.326360927016892,-0.269332933783584,15
1,0,0,2,FALSE,FALSE,1630541588,1398273060,PRO,0.980829253011726,0.666666666666667,0.980829253011726,0.666666666666667,1.79175946922806,1.79175946922806,3
2,3,5,1,FALSE,FALSE,1630541588,141849481,PRO,-0.559615787935423,-0.236363636363636,-0.559615787935423,-0.236363636363636,-0.644357016390513,-0.605687875231359,11
1,0,1,4,FALSE,FALSE,1630541588,1638689564,PRO,0.847297860387204,0.666666666666667,0.847297860387203,0.666666666666667,1.09861228866811,1.09861228866811,6
5,7,2,3,FALSE,FALSE,1630541588,2226917486,PRO,0,0.00490196078431376,0,0.00490196078431376,-0.027120306219194,0.0350266221112507,17
1,1,1,1,FALSE,FALSE,1630541588,2304539075,PRO,0,0,0,0,0,0,4
4,1,1,1,FALSE,FALSE,1630541588,2326078148,PRO,0.356674943938732,0.0857142857142857,0.356674943938732,0.0857142857142857,0.318453731118535,0.318453731118535,7
1,1,3,2,FALSE,FALSE,1630541588,2408052787,PRO,-0.133531392624523,-0.0714285714285714,-0.133531392624523,-0.0714285714285714,-0.245122458032985,-0.127833371509885,7
2,10,3,16,FALSE,FALSE,1630541588,2454357277,PRO,0.117783035656383,0.0053763440860215,0.117783035656384,0.0053763440860215,0.0808876591391003,0.0505080568128484,31
1,0,1,0,FALSE,FALSE,1630541588,2516112662,PRO,0,0,0,0,0,0,2
1,1,1,3,FALSE,FALSE,1630541588,2644700574,PRO,0.405465108108164,0.166666666666667,0.405465108108164,0.166666666666667,0.51082562376599,0.51082562376599,6
1,2,1,3,FALSE,FALSE,1630541588,269890700,PRO,0.182321556793955,0.0476190476190476,0.182321556793955,0.0476190476190476,0.22314355131421,0.223143551314209,7
0,1,0,1,FALSE,FALSE,1630541588,2750417756,PRO,0,0,0,0,0,NA,2
0,1,0,4,FALSE,FALSE,1630541588,502161500,PRO,0.693147180559945,0,0.693147180559945,0,0.916290731874155,NA,5
0,1,1,2,FALSE,FALSE,1630541588,769631185,PRO,-0.182321556793955,-0.25,-0.182321556793955,-0.25,-0.916290731874155,-0.916290731874155,4
12,6,2,4,FALSE,FALSE,16868756,105966714,PRO,0.550046336919272,0.0833333333333333,0.550046336919272,0.0833333333333333,0.535401529814828,0.584763802218651,24
1,2,2,0,FALSE,FALSE,16868756,108605734,PRO,-0.628608659422374,-0.266666666666667,-0.628608659422374,-0.266666666666667,-0.773189888233482,-0.773189888233482,5
1,1,3,2,FALSE,FALSE,16868756,14275562,PRO,-0.133531392624523,-0.0714285714285714,-0.133531392624523,-0.0714285714285714,-0.245122458032985,-0.127833371509885,7
1,1,1,0,FALSE,FALSE,16868756,17597371,PRO,-0.287682072451781,-0.166666666666667,-0.287682072451781,-0.166666666666667,-0.405465108108164,-0.405465108108164,3
0,1,1,4,FALSE,FALSE,16868756,17943537,PRO,0.154150679827258,-0.166666666666667,0.154150679827258,-0.166666666666667,-0.847297860387204,-0.847297860387204,6
1,2,1,3,FALSE,FALSE,16868756,19087651,PRO,0.182321556793955,0.0476190476190476,0.182321556793955,0.0476190476190476,0.22314355131421,0.223143551314209,7
2,2,4,2,FALSE,FALSE,16868756,2191120380,PRO,-0.22314355131421,-0.1,-0.22314355131421,-0.1,-0.269663566949103,-0.2340726218464,10
3,3,2,2,FALSE,TRUE,16868756,22278303,PRO,0,0,0,0,-0.0110498361865849,0,10
2,1,1,0,FALSE,FALSE,16868756,346082172,PRO,-0.105360515657826,-0.0833333333333334,-0.105360515657826,-0.0833333333333334,-0.241162056816888,-0.241162056816888,4
1,2,1,3,FALSE,TRUE,16868756,370113964,PRO,0.182321556793955,0.0476190476190476,0.182321556793955,0.0476190476190476,0.22314355131421,0.223143551314209,7
0,2,1,3,FALSE,TRUE,16868756,370489880,PRO,-0.287682072451781,-0.166666666666667,-0.287682072451781,-0.166666666666667,-0.8754687373539,-1.43508452528932,6
1,1,2,2,FALSE,TRUE,16868756,38232102,PRO,0,0,0,0,-0.0487901641694324,-2.22044604925031e-16,6
11,7,3,8,FALSE,FALSE,16868756,64591392,PRO,0.667829372575655,0.128352490421456,0.667829372575656,0.128352490421456,0.706590250816399,0.733489643760744,29
1,2,0,1,FALSE,FALSE,16868756,99297884,PRO,0.182321556793955,0.0833333333333333,0.182321556793955,0.0833333333333333,0.154150679827258,0.916290731874155,4
0,1,0,1,FALSE,FALSE,1703256930,1142368460,PRO,0,0,0,0,0,NA,2
0,1,0,1,FALSE,FALSE,1703256930,1319545429,PRO,0,0,0,0,0,NA,2
4,3,0,1,FALSE,FALSE,1703256930,141849481,PRO,0.510825623765991,0.0714285714285714,0.51082562376599,0.0714285714285714,0.331357135954443,0.810930216216329,8
2,1,2,1,FALSE,FALSE,1703256930,2226917486,PRO,0,0,0,0,0,0,6
1,1,0,1,FALSE,FALSE,1703256930,2294518150,PRO,0.405465108108164,0.166666666666667,0.405465108108164,0.166666666666667,0.51082562376599,0.980829253011726,3
4,1,4,4,FALSE,FALSE,1703256930,2408052787,PRO,0.356674943938732,0.184615384615385,0.356674943938733,0.184615384615385,0.405465108108165,0.405465108108165,13
3,6,1,3,FALSE,FALSE,1703256930,2454357277,PRO,0.0870113769896299,0.0256410256410256,0.0870113769896297,0.0256410256410256,0.0870113769896295,0.234839591077401,13
15,3,5,5,FALSE,FALSE,1703256930,2546359315,PRO,0.470003629245736,0.119047619047619,0.470003629245736,0.119047619047619,0.47308017098141,0.46505720531041,28
0,4,2,1,FALSE,FALSE,1703256930,2644700574,PRO,-1.28093384546206,-0.285714285714286,-1.28093384546206,-0.285714285714286,-1.72722094809048,-2.30258509299405,7
0,1,0,1,FALSE,FALSE,1703256930,342984354,PRO,0,0,0,0,0,NA,2
0,1,0,1,FALSE,FALSE,1703256930,38779654,PRO,0,0,0,0,0,NA,2
6,6,2,1,TRUE,FALSE,17142046,1026776906,PRO,-0.182321556793955,-0.0333333333333333,-0.182321556793955,-0.0333333333333333,-0.291351801340743,-0.23127367739746,15
6,5,3,0,TRUE,FALSE,17142046,1305556297,PRO,-0.395895657092014,-0.0974025974025975,-0.395895657092014,-0.0974025974025975,-0.515027310619691,-0.497838428239179,14
1,0,0,1,TRUE,TRUE,17142046,14230772,PRO,0.693147180559945,0.5,0.693147180559945,0.5,1.09861228866811,1.09861228866811,2
4,0,0,2,TRUE,TRUE,17142046,15446531,PRO,1.20397280432594,0.333333333333333,1.20397280432594,0.333333333333333,1.43508452528932,1.43508452528932,6
1,2,1,0,TRUE,FALSE,17142046,1548572586,PRO,-0.51082562376599,-0.166666666666667,-0.51082562376599,-0.166666666666667,-0.693147180559945,-0.693147180559945,4
2,0,2,0,TRUE,FALSE,17142046,159904799,PRO,0,0,0,0,0,0,4
1,1,3,0,TRUE,TRUE,17142046,17837051,PRO,-0.470003629245736,-0.3,-0.470003629245735,-0.3,-0.599621122549122,-0.45953232937844,5
4,1,0,1,TRUE,FALSE,17142046,18160106,PRO,0.762140052046897,0.133333333333333,0.762140052046897,0.133333333333333,0.659245628884264,0.847297860387204,6
0,1,0,1,TRUE,FALSE,17142046,19176008,PRO,0,0,0,0,0,NA,2
4,4,4,0,TRUE,FALSE,17142046,21164079,PRO,-0.510825623765991,-0.166666666666667,-0.510825623765991,-0.166666666666667,-0.587786664902119,-0.587786664902119,12
16,8,4,3,TRUE,FALSE,17142046,22396478,PRO,0.162903470936853,0.021505376344086,0.162903470936854,0.021505376344086,0.117182254622993,0.136859182717197,31
2,2,0,2,TRUE,TRUE,17142046,22810429,PRO,0.693147180559945,0.166666666666667,0.693147180559945,0.166666666666667,0.8754687373539,1.43508452528932,6
0,3,0,1,TRUE,FALSE,17142046,244602804,PRO,-0.51082562376599,0,-0.51082562376599,0,-0.693147180559946,NA,4
2,2,4,0,TRUE,FALSE,17142046,327577091,PRO,-0.510825623765991,-0.25,-0.51082562376599,-0.25,-0.587786664902119,-0.54654370636807,8
3,0,3,0,TRUE,TRUE,17142046,36058478,PRO,0,0,0,0,0,0,6
2,1,2,1,TRUE,TRUE,17142046,36444204,PRO,0,0,0,0,0,0,6
0,1,0,1,TRUE,TRUE,17142046,37723353,PRO,0,0,0,0,0,NA,2
0,1,1,0,TRUE,FALSE,17142046,39015772,PRO,-0.693147180559945,-0.5,-0.693147180559945,-0.5,-1.09861228866811,-1.09861228866811,2
1,0,0,1,TRUE,TRUE,17142046,40532389,PRO,0.693147180559945,0.5,0.693147180559945,0.5,1.09861228866811,1.09861228866811,2
1,0,1,0,TRUE,FALSE,17142046,543733563,PRO,0,0,0,0,0,0,2
8,6,6,4,TRUE,FALSE,17142046,8496762,PRO,-0.0363676441708749,-0.011904761904762,-0.0363676441708747,-0.011904761904762,-0.044873792541225,-0.044873792541225,24
2,0,0,1,TRUE,FALSE,17142046,872052960,PRO,0.810930216216329,0.333333333333333,0.810930216216329,0.333333333333333,0.980829253011726,0.980829253011726,3
4,0,4,2,TRUE,TRUE,17142046,87271106,PRO,0.287682072451781,0.2,0.287682072451781,0.2,0.336472236621213,0.336472236621213,10
0,11,2,5,TRUE,TRUE,17142046,961132338,PRO,-1.46633706879343,-0.111111111111111,-1.46633706879343,-0.111111111111111,-1.85771743701985,-3.34990408727461,18
1,1,0,1,FALSE,TRUE,176644153,100531396,PRO,0.405465108108164,0.166666666666667,0.405465108108164,0.166666666666667,0.51082562376599,0.980829253011726,3
0,1,1,1,FALSE,FALSE,176644153,1262711371,PRO,-0.405465108108164,-0.333333333333333,-0.405465108108164,-0.333333333333333,-0.980829253011726,-0.980829253011726,3
7,3,5,2,FALSE,TRUE,176644153,14230772,PRO,0,-0.00588235294117656,0,-0.00588235294117656,-0.0125182183574037,-0.0179673864207666,17
2,3,4,0,FALSE,FALSE,176644153,14253733,PRO,-0.664976303593249,-0.266666666666667,-0.664976303593249,-0.266666666666667,-0.760399407569113,-0.741937344729378,9
6,1,3,2,FALSE,FALSE,176644153,211106542,PRO,0.308301359654517,0.107142857142857,0.308301359654516,0.107142857142857,0.320565664321678,0.300104592450338,12
1,3,1,1,FALSE,FALSE,176644153,2361044725,PRO,-0.405465108108164,-0.0833333333333333,-0.405465108108164,-0.0833333333333333,-0.51082562376599,-0.51082562376599,6
1,0,1,0,FALSE,TRUE,176644153,249758564,PRO,0,0,0,0,0,0,2
3,3,3,4,FALSE,TRUE,176644153,259498996,PRO,0.117783035656383,0.0384615384615384,0.117783035656384,0.0384615384615384,0.133531392624523,0.133531392624523,13
12,7,10,19,FALSE,FALSE,176644153,283734762,PRO,0.556518851424889,0.173245614035088,0.556518851424889,0.173245614035088,0.581420417902276,0.580455742367067,48
0,1,0,1,FALSE,FALSE,176644153,289485255,PRO,0,0,0,0,0,NA,2
2,0,1,0,FALSE,TRUE,176644153,40532389,PRO,0.117783035656384,0,0.117783035656384,0,0.0645385211375711,0,3
2,0,0,1,FALSE,TRUE,176644153,961132338,PRO,0.810930216216329,0.333333333333333,0.810930216216329,0.333333333333333,0.980829253011726,0.980829253011726,3
1,1,0,1,TRUE,TRUE,17837051,100531396,PRO,0.405465108108164,0.166666666666667,0.405465108108164,0.166666666666667,0.51082562376599,0.980829253011726,3
0,2,0,1,TRUE,FALSE,17837051,104600448,PRO,-0.287682072451781,0,-0.287682072451781,0,-0.405465108108164,NA,3
2,0,0,1,TRUE,FALSE,17837051,10778572,PRO,0.810930216216329,0.333333333333333,0.810930216216329,0.333333333333333,0.980829253011726,0.980829253011726,3
3,1,2,1,TRUE,FALSE,17837051,1101561128,PRO,0.105360515657826,0.0357142857142857,0.105360515657826,0.0357142857142857,0.105360515657826,0.0905140075408317,7
1,1,1,0,TRUE,TRUE,17837051,12263542,PRO,-0.287682072451781,-0.166666666666667,-0.287682072451781,-0.166666666666667,-0.405465108108164,-0.405465108108164,3
4,7,1,6,TRUE,FALSE,17837051,132730268,PRO,0.548565951748838,0.0858585858585859,0.548565951748838,0.0858585858585859,0.646079669701959,0.80284609781637,18
0,2,0,1,TRUE,FALSE,17837051,14096763,PRO,-0.287682072451781,0,-0.287682072451781,0,-0.405465108108164,NA,3
0,1,1,2,TRUE,TRUE,17837051,14173930,PRO,-0.182321556793955,-0.25,-0.182321556793955,-0.25,-0.916290731874155,-0.916290731874155,4
16,9,4,8,TRUE,TRUE,17837051,14230772,PRO,0.566995895233045,0.0994594594594594,0.566995895233045,0.0994594594594594,0.578430248847663,0.599621122549122,37
4,3,3,4,TRUE,FALSE,17837051,14534135,PRO,0.22314355131421,0.0714285714285714,0.22314355131421,0.0714285714285714,0.251314428280906,0.251314428280906,14
15,13,8,9,TRUE,FALSE,17837051,14608335,PRO,0.118605742407847,0.0246031746031746,0.118605742407846,0.0246031746031746,0.117427480097082,0.123260041491417,45
1,0,0,2,TRUE,TRUE,17837051,14714825,PRO,0.980829253011726,0.666666666666667,0.980829253011726,0.666666666666667,1.79175946922806,1.79175946922806,3
3,3,1,0,TRUE,TRUE,17837051,16399949,PRO,-0.287682072451781,-0.0714285714285714,-0.287682072451781,-0.0714285714285714,-0.521875459952576,-0.431782416425538,7
3,1,1,0,TRUE,TRUE,17837051,17142046,PRO,0,-0.05,2.22044604925031e-16,-0.05,-0.169076330043934,-0.169076330043934,5
2,3,2,2,TRUE,TRUE,17837051,1769191,PRO,-0.154150679827258,-0.0444444444444444,-0.154150679827258,-0.0444444444444444,-0.182321556793955,-0.182321556793955,9
9,10,4,2,TRUE,FALSE,17837051,18101656,PRO,-0.271933715483642,-0.0463157894736843,-0.271933715483641,-0.0463157894736843,-0.331777392317005,-0.304939269539543,25
2,1,0,4,TRUE,FALSE,17837051,18300968,PRO,1.28093384546206,0.380952380952381,1.28093384546206,0.380952380952381,1.95774460670232,2.30258509299405,7
1,0,0,1,TRUE,TRUE,17837051,19040598,PRO,0.693147180559945,0.5,0.693147180559945,0.5,1.09861228866811,1.09861228866811,2
2,3,1,1,TRUE,FALSE,17837051,192824559,PRO,-0.154150679827258,-0.0285714285714285,-0.154150679827258,-0.0285714285714285,-0.233614851181505,-0.162518929497775,7
0,2,0,2,TRUE,FALSE,17837051,21518732,PRO,0,0,0,0,2.22044604925031e-16,NA,4
1,1,0,2,TRUE,FALSE,17837051,23116875,PRO,0.693147180559945,0.25,0.693147180559945,0.25,1.09861228866811,1.6094379124341,4
5,1,5,10,TRUE,TRUE,17837051,259498996,PRO,0.75377180237638,0.357142857142857,0.75377180237638,0.357142857142857,0.826678573184468,0.826678573184468,21
2,2,0,1,TRUE,FALSE,17837051,281566410,PRO,0.405465108108164,0.1,0.405465108108165,0.1,0.336472236621213,0.8754687373539,5
1,0,1,1,TRUE,FALSE,17837051,2833186495,PRO,0.287682072451781,0.333333333333333,0.287682072451781,0.333333333333333,0.405465108108164,0.405465108108164,3
0,2,0,1,TRUE,TRUE,17837051,31178767,PRO,-0.287682072451781,0,-0.287682072451781,0,-0.405465108108164,NA,3
19,25,6,19,TRUE,FALSE,17837051,45560271,PRO,0.517017594013912,0.0694993412384717,0.517017594013912,0.0694993412384717,0.536121597450779,0.564369989272582,69
1,0,1,0,TRUE,TRUE,17837051,49753604,PRO,0,0,0,0,0,0,2
1,0,1,0,TRUE,FALSE,17837051,5065481,PRO,0,0,0,0,0,0,2
1,1,0,1,TRUE,FALSE,17837051,56347262,PRO,0.405465108108164,0.166666666666667,0.405465108108164,0.166666666666667,0.51082562376599,0.980829253011726,3
