alignment,ba,bna,category,dnmalignment,nba,nbna,reciprocity,replierFollowers,replierId,speakerFollowers,speakerId,verifiedReplier,verifiedSpeaker
0.6931471805599454,1,0,1STS,0.5,0,1,False,2010,15138104,397955,1000591,False,True
0.6931471805599454,1,0,2ND,0.5,0,1,False,2010,15138104,397955,1000591,False,True
-0.8109302162163289,0,2,2ND,-0.6666666666666666,1,0,True,17643,16261707,397955,1000591,True,True
0.2876820724517808,0,0,1STS,0.0,1,2,False,12974,20454964,397955,1000591,False,True
0.2876820724517808,0,0,2ND,0.0,1,2,False,12974,20454964,397955,1000591,False,True
0.1823215567939548,1,0,1STS,0.08333333333333331,2,1,True,19850,69588404,397955,1000591,False,True
1.203972804325936,1,0,2ND,0.75,0,3,True,19850,69588404,397955,1000591,False,True
-0.6931471805599454,0,1,1STS,-0.5,1,0,True,11443,770550,397955,1000591,False,True
0.0,0,0,2ND,0.0,1,1,True,19575,794340,397955,1000591,True,True
1.203972804325936,1,0,2ND,0.75,0,3,True,22787,9549942,397955,1000591,True,True
-0.4054651081081645,0,1,1STS,-0.3333333333333333,1,1,True,2182,2645934987,221,1000611116,False,False
0.0,1,1,1STS,0.0,0,0,False,400,1034038231,59153,100107343,False,True
0.11778303565638354,2,1,1STS,0.0,0,0,True,1384,141189901,59153,100107343,False,True
-0.8109302162163289,0,2,2ND,-0.6666666666666666,1,0,True,1384,141189901,59153,100107343,False,True
0.8472978603872037,1,1,1STS,0.6666666666666667,0,4,True,178123,17693277,59153,100107343,True,True
0.5108256237659905,1,1,1STS,0.5,0,2,True,21939,18149078,59153,100107343,False,True
0.6931471805599453,1,0,2ND,0.25,1,2,True,21939,18149078,59153,100107343,False,True
0.3519016651860748,10,6,1STS,0.08187134502923976,9,11,True,200,1876387358,59153,100107343,False,True
0.14310084364067344,4,8,2ND,0.03030303030303033,7,17,True,200,1876387358,59153,100107343,False,True
0.3184537311185346,2,3,1STS,0.11538461538461536,2,6,True,566,2174973061,59153,100107343,False,True
0.08004270767353638,0,2,2ND,-0.15384615384615385,2,9,True,566,2174973061,59153,100107343,False,True
