Bottom Level Word,Approx Branch Length,Total Branch Frequency,BLC 1,BLC 1 Frequency,BLC 1 Branch Freq Proportion,BLC 1 Location,BLC 2,BLC 2 Frequency,BLC 2 Branch Freq Proportion,BLC 2 Location,BLC 3,BLC 3 Frequency,BLC 3 Branch Freq Proportion,BLC 3 Location
"('wheelwright', 'skilled_worker', 'worker')",7,199866,person,123634,0.6185844515825604,0.5714285714285714,worker,76200,0.38125544114556753,0.7142857142857143,wheelwright,32,0.00016010727187215434,1.0
"('adjuster', 'expert', 'person')",6,167159,person,123634,0.7396191649866295,0.6666666666666666,expert,43085,0.25774861060427495,0.8333333333333334,adjuster,440,0.0026322244090955316,1.0
"('misgovernment', 'social_control', 'group_action')",4,8,misgovernment,8,1.0,1.0,NA,0,0.0,NA,NA,0,0.0,NA
"('saffron', 'crocus', 'iridaceous_plant')",7,891,saffron,770,0.8641975308641975,1.0,crocus,121,0.13580246913580246,0.8571428571428571,NA,0,0.0,NA
"('Gabriel', 'archangel', 'angel')",7,45544,belief,30786,0.6759617073599157,0.42857142857142855,angel,12908,0.28341823291761814,0.7142857142857143,cognition,1714,0.03763393641313894,0.2857142857142857
"('milliwatt', 'power_unit', 'electromagnetic_unit')",5,2,milliwatt,2,1.0,1.0,NA,0,0.0,NA,NA,0,0.0,NA
"('omnivore', 'eater', 'consumer')",8,190124,person,123634,0.6502808693273864,0.5,consumer,40879,0.21501230775704278,0.75,user,24129,0.12691191012181524,0.625
"('turntable', 'tray', 'receptacle')",5,17385,container,9952,0.5724475122231809,0.4,tray,6449,0.3709519700891573,0.8,receptacle,505,0.029048029910842682,0.6
"('darkroom', 'room', 'structure')",4,229764,room,183811,0.7999991295416166,0.75,structure,45453,0.19782472449992167,0.5,darkroom,500,0.0021761459584617258,1.0
"('creep', 'unpleasant_person', 'unwelcome_person')",7,124477,person,123634,0.9932276645484708,0.5714285714285714,creep,843,0.0067723354515291986,1.0,NA,0,0.0,NA
"('Cyclopes', 'mammal_genus', 'taxonomic_group')",4,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA
"('gyrocompass', 'compass', 'navigational_instrument')",6,55772,device,28031,0.5025998709029621,0.3333333333333333,instrument,25266,0.45302302230509933,0.5,compass,2468,0.0442515957828301,0.8333333333333334
"('conclave', 'meeting', 'gathering')",4,51391,meeting,46215,0.899281975443171,0.75,gathering,4944,0.09620361541904225,0.5,conclave,232,0.004514409137786772,1.0
"('spinnaker', 'headsail', 'sail')",7,88309,piece,74821,0.84726358581798,0.2857142857142857,fabric,11532,0.13058691639583733,0.2857142857142857,sail,1919,0.021730514443601447,0.7142857142857143
"('firetrap', 'building', 'structure')",4,118027,building,72551,0.6146983317376532,0.75,structure,45453,0.38510679759716,0.5,firetrap,23,0.00019487066518677928,1.0
"('stroboscope', 'scientific_instrument', 'instrument')",5,53299,device,28031,0.5259198108782529,0.4,instrument,25266,0.47404266496557157,0.6,stroboscope,2,3.7524156175538005e-05,1.0
"('sod', 'guy', 'man')",8,735691,man,453818,0.616859523903378,0.75,guy,125523,0.17061918658784733,0.875,person,123634,0.1680515325048152,0.5
"('sepal', 'floral_leaf', 'leaf')",7,19244,leaf,19191,0.9972458948243609,0.7142857142857143,sepal,53,0.00275410517563916,1.0,NA,0,0.0,NA
"('depersonalization', 'dissociative_disorder', 'mental_disorder')",6,17082,disorder,16888,0.9886430160402763,0.3333333333333333,depersonalization,194,0.011356983959723685,1.0,NA,0,0.0,NA
"('bangle', 'adornment', 'decoration')",4,4603,decoration,3718,0.8077340864653487,0.5,bangle,450,0.0977623289159244,1.25,adornment,435,0.09450358461872692,0.75
"('monocle', 'lens', 'optical_device')",5,37169,device,28031,0.7541499636794102,0.4,lens,9060,0.2437515133579058,0.8,monocle,78,0.002098522962683957,1.0
"('paddy', 'rice', 'starches')",5,136824,food,119560,0.8738233058527743,0.4,rice,16285,0.11902151669297784,0.8,paddy,979,0.007155177454247793,1.8
"('bombing', 'sabotage', 'destruction')",5,21890,destruction,12888,0.5887619917770671,0.6,bombing,8469,0.38688899040657837,0.6,sabotage,533,0.0243490178163545,0.8
"('atonement', 'damages', 'compensation')",8,90906,cost,63846,0.7023298792158933,0.375,payment,18279,0.20107583657844366,0.5,compensation,7933,0.08726596704287946,0.75
"('preterit', 'tense', 'grammatical_category')",5,139436,class,97175,0.6969147135603431,0.4,collection,42183,0.3025258900140566,0.2,tense,75,0.0005378811784618033,0.8
"('incapability', 'inaptitude', 'inability')",5,6888,inability,5160,0.7491289198606271,0.6,cognition,1714,0.24883855981416958,0.4,incapability,14,0.0020325203252032522,1.0
"('kepi', 'cap', 'headdress')",7,32402,cap,15090,0.46571199308684647,0.8571428571428571,clothing,10447,0.3224183692364669,0.5714285714285714,commodity,6030,0.1860996234800321,0.2857142857142857
"('auspice', 'omen', 'augury')",5,3464,happening,1651,0.47661662817551964,0.4,auspice,937,0.27049653579676675,1.0,omen,807,0.2329676674364896,0.8
"('cunning', 'artfulness', 'disingenuousness')",6,1056,dishonesty,570,0.5397727272727273,0.5,immorality,395,0.3740530303030303,0.16666666666666666,disingenuousness,43,0.04071969696969697,0.6666666666666666
"('laurel', 'wreath', 'flower_arrangement')",5,7663,decoration,3718,0.4851885684457784,0.4,laurel,2273,0.29662012266736265,1.4,wreath,1672,0.21819130888685892,0.8
"('bodice', ""woman's_clothing"", 'clothing')",6,16951,clothing,10447,0.6163058226653295,0.6666666666666666,commodity,6030,0.3557312252964427,0.3333333333333333,bodice,474,0.027962952038227833,1.0
"('escapement', 'mechanical_device', 'device')",4,28076,device,28031,0.9983972075794273,0.5,escapement,45,0.0016027924205727312,1.0,NA,0,0.0,NA
"('histidine', 'essential_amino_acid', 'amino_acid')",8,85352,material,57671,0.67568422532571,0.375,substance,17850,0.20913393945074515,0.25,chemical,9829,0.1151584028493767,0.5
"('phrenologist', 'mountebank', 'deceiver')",9,123941,person,123634,0.9975230149829354,0.4444444444444444,wrongdoer,165,0.0013312785922334014,0.6666666666666666,deceiver,83,0.0006696734736689231,0.7777777777777778
"('oboist', 'musician', 'performer')",8,145012,person,123634,0.8525777177061209,0.5,musician,11719,0.0808140015998676,0.875,performer,7523,0.05187846523046369,0.75
"('Congress', 'legislature', 'gathering')",4,14763,legislature,9819,0.6651087177402967,0.75,gathering,4944,0.3348912822597033,0.5,NA,0,0.0,NA
"('underexposure', 'photography', 'pictorial_representation')",4,7708,photography,7701,0.9990918526206539,0.75,underexposure,7,0.0009081473793461339,1.0,NA,0,0.0,NA
"('Oriya', 'Magadhan', 'Sanskrit')",7,64139,language,64139,1.0,0.14285714285714285,NA,0,0.0,NA,NA,0,0.0,NA
"('embassy', 'diplomatic_building', 'government_building')",6,124764,building,72551,0.5815058831073066,0.5,structure,45453,0.36431182071751467,0.3333333333333333,embassy,6760,0.05418229617517874,1.0
"('bassoonist', 'musician', 'performer')",8,144971,person,123634,0.8528188396299949,0.5,musician,11719,0.08083685702657772,0.875,performer,7523,0.051893137248139286,0.75
"('jigsaw', 'power_saw', 'power_tool')",8,100761,machine,36514,0.36238227091831166,0.375,tool,34985,0.3472077490298826,0.375,device,28031,0.27819295163803454,0.25
"('inconceivability', 'impossibility', 'nonexistence')",4,1195,impossibility,1043,0.8728033472803347,0.75,nonexistence,146,0.12217573221757322,0.5,inconceivability,4,0.0033472803347280333,1.0
"('precursor', 'material', 'substance')",4,77303,material,57671,0.7460383167535541,0.75,substance,17850,0.23090953779284115,0.5,precursor,1782,0.023052145453604646,1.0
"('bayou', 'lake', 'body_of_water')",4,46232,lake,45453,0.9831501989963661,0.75,bayou,779,0.016849801003633848,1.0,NA,0,0.0,NA
"('sorter', 'clerk', 'employee')",8,254156,person,123634,0.48644926737909,0.5,worker,76200,0.2998158611246636,0.625,employee,46337,0.1823171595398102,0.75
"('rota', 'list', 'database')",4,198284,information,137091,0.6913871013294063,0.25,list,52046,0.2624820963870005,0.75,database,9051,0.04564664824191564,0.5
"('torchbearer', 'leader', 'person')",6,218009,person,123634,0.5671050277740827,0.6666666666666666,leader,94316,0.43262434119692306,0.8333333333333334,torchbearer,59,0.00027063102899421585,1.0
"('rapid', 'waterway', 'body_of_water')",4,2559,waterway,1832,0.7159046502540055,0.75,rapid,727,0.28409534974599454,1.0,NA,0,0.0,NA
"('payback', 'income', 'financial_gain')",5,46016,income,37747,0.8203016342141863,0.8,sum,7427,0.16140038247566063,0.4,payback,842,0.01829798331015299,1.0
"('liver', 'internal_organ', 'organ')",5,15057,organ,9251,0.614398618582719,0.6,liver,5806,0.385601381417281,1.0,NA,0,0.0,NA
"('shapelessness', 'unattractiveness', 'ugliness')",4,23227,appearance,22601,0.9730486072243509,0.25,ugliness,589,0.02535841908124166,0.5,unattractiveness,26,0.0011193869203943686,0.75
"('wire', 'finishing_line', 'end')",7,246417,end,137931,0.5597462837385407,0.5714285714285714,region,55521,0.2253131886192917,0.42857142857142855,location,29354,0.11912327477406186,0.2857142857142857
"('scrambler', 'traveler', 'person')",6,131468,person,123634,0.9404113548544133,0.6666666666666666,traveler,7746,0.05891928073751788,0.8333333333333334,scrambler,88,0.0006693644080688837,1.0
"('guru', 'religious_leader', 'leader')",8,220456,person,123634,0.5608103204267518,0.5,leader,94316,0.4278223318938927,0.625,guru,2506,0.011367347679355518,1.0
"('chickadee', 'titmouse', 'oscine')",10,93709,animal,57288,0.6113393590797042,0.3,bird,35716,0.3811373507347213,0.6,vertebrate,499,0.0053249954646832215,0.5
"('continuity', 'lastingness', 'permanence')",4,4199,continuity,3546,0.8444867825672779,0.5,permanence,653,0.1555132174327221,0.5,NA,0,0.0,NA
"('Jonathan', 'eating_apple', 'apple')",13,49015,fruit,24458,0.49899010506987657,0.46153846153846156,apple,21287,0.4342956237886361,0.8461538461538461,produce,1971,0.04021217994491482,0.23076923076923078
"('camshaft', 'rotating_shaft', 'rod')",5,10646,rod,10022,0.9413864362201766,0.6,implement,558,0.05241405222618824,0.4,camshaft,66,0.0061995115536351685,1.0
"('galvanism', 'electricity', 'physical_phenomenon')",6,27771,phenomenon,14760,0.5314896834827698,0.3333333333333333,electricity,13008,0.46840229015879875,0.8333333333333334,galvanism,3,0.00010802635843145727,1.0
"('minesweeper', 'ship', 'vehicle')",4,67301,ship,34184,0.5079270738919184,0.75,vehicle,33058,0.4911962675145986,0.5,minesweeper,59,0.0008766585934830092,1.0
"('fringe', 'edging', 'boundary')",6,101757,region,55521,0.5456233969161827,0.5,location,29354,0.288471554782472,0.3333333333333333,boundary,12957,0.12733276334797605,0.6666666666666666
"('dowager', 'widow', 'woman')",8,539858,woman,378415,0.7009528431550519,0.75,person,123634,0.2290120735452656,0.5,adult,31811,0.05892475428723849,0.625
"('outwardness', 'extraversion', 'sociability')",5,9399,trait,8731,0.9289286094265348,0.2,sociability,299,0.0318118948824343,0.6,sociality,197,0.02095967656133631,0.4
"('statistician', 'mathematician', 'scientist')",7,166523,person,123634,0.7424439867165497,0.5714285714285714,scientist,40968,0.24602006929973638,0.7142857142857143,mathematician,1427,0.008569386811431453,0.8571428571428571
"('COBOL', 'programming_language', 'artificial_language')",4,64139,language,64139,1.0,0.25,NA,0,0.0,NA,NA,0,0.0,NA
"('referral', 'recommendation', 'advice')",4,65946,proposal,24756,0.37539805295241563,0.25,advice,24411,0.3701664998635247,0.5,recommendation,13090,0.19849573893791891,0.75
"('bronchus', 'cartilaginous_tube', 'duct')",5,1911,duct,1900,0.9942438513867086,0.6,bronchus,11,0.0057561486132914706,1.0,NA,0,0.0,NA
"('brewpub', 'brewery', 'restaurant')",8,223168,building,72551,0.3250958918841411,0.375,plant,63841,0.2860669988528821,0.5,structure,45453,0.20367167335818756,0.25
"('em', 'area_unit', 'unit_of_measurement')",4,492,em,492,1.0,1.0,NA,0,0.0,NA,NA,0,0.0,NA
"('tollgate', 'gate', 'movable_barrier')",7,79828,structure,45453,0.5693866813649346,0.2857142857142857,gate,18153,0.22740141303803177,0.8571428571428571,barrier,14104,0.17667986170266073,0.5714285714285714
"('nanny', 'goat', 'bovid')",13,70129,animal,57288,0.8168945799883073,0.23076923076923078,goat,6256,0.08920703275392491,0.9230769230769231,mammal,3827,0.05457086226810592,0.46153846153846156
"('pyrites', 'sulfide', 'chemical')",6,85553,material,57671,0.6740967587343518,0.5,substance,17850,0.20864259581779715,0.3333333333333333,chemical,9829,0.11488784729933492,0.6666666666666666
"('formalism', 'doctrine', 'belief')",5,41375,belief,30786,0.7440725075528701,0.6,doctrine,8575,0.20725075528700906,0.8,cognition,1714,0.041425981873111785,0.4
"('oppression', 'persecution', 'maltreatment')",6,86274,practice,80064,0.9280200292092635,0.3333333333333333,oppression,3158,0.036604307207269864,1.0,persecution,1998,0.02315877321093261,0.8333333333333334
"('musher', 'traveler', 'person')",6,131529,person,123634,0.9399752145914589,0.6666666666666666,traveler,7746,0.05889195538626463,0.8333333333333334,musher,149,0.001132830022276456,1.0
"('forewarning', 'warning', 'speech_act')",4,15679,warning,15661,0.9988519675999745,0.75,forewarning,18,0.0011480324000255118,1.0,NA,0,0.0,NA
"('angel', 'benefactor', 'good_person')",7,137408,person,123634,0.8997583837913368,0.5714285714285714,angel,12908,0.09393921751280856,0.7142857142857143,benefactor,866,0.006302398695854681,0.8571428571428571
"('azure', 'blue', 'chromatic_color')",5,103132,color,92512,0.897025171624714,0.4,blue,10241,0.09929992630803243,0.8,azure,379,0.0036749020672536166,1.0
"('socialite', 'important_person', 'adult')",7,155958,person,123634,0.7927390707754652,0.5714285714285714,adult,31811,0.20397158209261468,0.7142857142857143,socialite,513,0.003289347131920132,1.0
"('irritation', 'abnormality', 'sensitization')",5,4434,irritation,1958,0.4415877311682454,0.4,abnormality,1368,0.3085250338294993,0.4,susceptibility,1023,0.2307171853856563,0.2
"('graphologist', 'specialist', 'expert')",7,179774,person,123634,0.6877190249980532,0.5714285714285714,expert,43085,0.23966202009189316,0.7142857142857143,specialist,13049,0.07258557967225517,0.8571428571428571
"('sprayer', 'laborer', 'workman')",9,250309,person,123634,0.49392550807202296,0.4444444444444444,worker,76200,0.3044237322669181,0.5555555555555556,employee,46337,0.18511919267785018,0.6666666666666666
"('differentiator', 'person', 'causal_agent')",5,123654,person,123634,0.999838258366086,0.8,differentiator,20,0.0001617416339139858,1.0,NA,0,0.0,NA
"('catkin', 'reproductive_structure', 'plant_organ')",6,27,catkin,27,1.0,1.0,NA,0,0.0,NA,NA,0,0.0,NA
"('ivy', 'vine', 'vascular_plant')",5,6746,vine,4568,0.6771420100800475,0.8,ivy,2178,0.32285798991995257,1.0,NA,0,0.0,NA
"('trichinosis', 'infestation', 'myositis')",7,22476,symptom,17989,0.8003648336002848,0.42857142857142855,inflammation,2130,0.09476775226908703,0.5714285714285714,cognition,1714,0.07625912084000712,0.2857142857142857
"('einsteinium', 'metallic_element', 'chemical_element')",5,17854,substance,17850,0.9997759605690602,0.4,einsteinium,4,0.0002240394309398454,1.0,NA,0,0.0,NA
"('cannery', 'factory', 'plant')",6,126870,plant,63841,0.5032001261133444,0.6666666666666666,structure,45453,0.3582643650981319,0.3333333333333333,factory,17325,0.13655710569874674,0.8333333333333334
"('bookshop', 'shop', 'mercantile_establishment')",6,74484,structure,45453,0.6102384404704366,0.3333333333333333,shop,28677,0.3850088609634284,0.8333333333333334,bookshop,354,0.004752698566135009,1.0
"('adjuration', 'entreaty', 'speech_act')",4,307,entreaty,301,0.9804560260586319,0.75,adjuration,6,0.019543973941368076,1.0,NA,0,0.0,NA
"('tenderfoot', 'unskilled_person', 'person')",6,123684,person,123634,0.9995957439927557,0.6666666666666666,tenderfoot,50,0.00040425600724426766,1.0,NA,0,0.0,NA
"('prefix', 'affix', 'bound_morpheme')",5,336,prefix,240,0.7142857142857143,1.0,morpheme,88,0.2619047619047619,0.4,affix,8,0.023809523809523808,0.8
"('preliminary', 'athletic_contest', 'contest')",5,10587,contest,10402,0.9825257391140078,0.6,preliminary,185,0.017474260885992254,1.0,NA,0,0.0,NA
"('crazy', 'lunatic', 'sick_person')",8,124335,person,123634,0.994362005871235,0.5,lunatic,404,0.0032492862025978206,0.875,crazy,294,0.002364579563276632,1.0
"('piccolo', 'flute', 'woodwind')",7,30415,device,28031,0.9216176228834456,0.2857142857142857,flute,2057,0.06763110307414105,0.8571428571428571,woodwind,195,0.006411310208778563,0.7142857142857143
"('pique', 'anger', 'emotion')",4,75206,feeling,44881,0.5967741935483871,0.25,emotion,17462,0.232188921096721,0.5,anger,12677,0.16856367842991252,0.75
"('rifleman', 'marksman', 'expert')",7,167066,person,123634,0.7400308859971508,0.5714285714285714,expert,43085,0.25789209055103973,0.7142857142857143,marksman,254,0.0015203572240910777,0.8571428571428571
"('detoxification', 'treatment', 'care')",5,324938,work,174141,0.5359206987179093,0.4,care,90947,0.2798903175374995,0.6,treatment,59578,0.18335190097803272,0.8
"('poinsettia', 'spurge', 'shrub')",7,3312,shrub,2948,0.8900966183574879,0.7142857142857143,poinsettia,253,0.0763888888888889,1.0,spurge,111,0.03351449275362319,0.8571428571428571
"('agitator', 'troublemaker', 'unwelcome_person')",7,124736,person,123634,0.9911653412006157,0.5714285714285714,troublemaker,667,0.005347293483837866,0.8571428571428571,agitator,435,0.003487365315546434,1.0
"('shekel', 'Israeli_monetary_unit', 'monetary_unit')",5,92,shekel,92,1.0,1.0,NA,0,0.0,NA,NA,0,0.0,NA
"('glycerol', 'liquid', 'fluid')",5,26294,substance,17850,0.6788620978169925,0.4,fluid,5483,0.2085266600745417,0.6,liquid,2922,0.11112801399558835,0.8
"('notion', 'idea', 'cognition')",4,158682,idea,133890,0.8437629976935002,0.75,notion,23078,0.14543552513832697,1.0,cognition,1714,0.010801477168172823,0.5
"('oblateness', 'roundedness', 'convexity')",5,30513,shape,30471,0.9986235375086029,0.4,convexity,26,0.0008520958280077344,0.6,oblateness,13,0.0004260479140038672,1.0
"('nationalism', 'ambition', 'desire')",4,79731,feeling,44881,0.5629052689669012,0.25,desire,23691,0.29713662189110884,0.5,ambition,6569,0.08238953481080132,0.75
"('gobbet', 'raw_meat', 'meat')",5,23595,meat,22277,0.9441407077770714,0.6,solid,1289,0.054630218266581904,0.4,gobbet,29,0.0012290739563466837,1.0
"('cyclone', 'weather', 'atmospheric_phenomenon')",7,39926,weather,24351,0.6099033211441166,0.8571428571428571,phenomenon,14760,0.36968391524319993,0.2857142857142857,cyclone,815,0.020412763612683463,1.0
"('fusion', 'visual_perception', 'basic_cognitive_process')",5,4549,fusion,2835,0.6232138931633326,0.6,cognition,1714,0.3767861068366674,0.4,NA,0,0.0,NA
"('whiteout', 'snow', 'weather')",8,64505,snow,25394,0.393674908921789,0.875,weather,24351,0.3775056197194016,0.75,phenomenon,14760,0.2288194713588094,0.25
"('Kennan', 'diplomat', 'official')",9,284735,person,123634,0.4342072453333802,0.4444444444444444,official,79166,0.2780339614027078,0.7777777777777778,worker,76200,0.2676172581523171,0.5555555555555556
"('Emilia', 'asterid_dicot_genus', 'dicot_genus')",5,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA
"('Redskin', 'Indian', 'Amerindian')",8,123634,person,123634,1.0,0.5,NA,0,0.0,NA,NA,0,0.0,NA
"('immortality', 'afterlife', 'time_period')",4,1887,immortality,987,0.5230524642289348,0.75,afterlife,900,0.4769475357710652,0.75,NA,0,0.0,NA
"('workday', 'weekday', 'day_of_the_week')",6,3300,weekday,2366,0.7169696969696969,0.8333333333333334,workday,934,0.283030303030303,1.0,NA,0,0.0,NA
"('stepson', 'stepchild', 'offspring')",8,140222,person,123634,0.8817018727446477,0.5,relative,12726,0.09075608677668269,0.625,offspring,3462,0.02468942106088916,0.75
"('gawker', 'spectator', 'perceiver')",7,128814,person,123634,0.9597869796761221,0.5714285714285714,spectator,4870,0.03780644960951449,0.8571428571428571,gawker,158,0.0012265747511916406,1.0
"('suede', 'leather', 'animal_skin')",8,88634,material,57671,0.6506645305413272,0.375,substance,17850,0.2013899857842363,0.25,leather,12332,0.13913396664936706,0.875
"('emigrant', 'migrant', 'traveler')",7,137472,person,123634,0.8993395018621974,0.5714285714285714,traveler,7746,0.05634601955307263,0.7142857142857143,migrant,5291,0.03848783752327747,0.8571428571428571
"('Mountie', 'policeman', 'lawman')",8,134993,person,123634,0.9158548961798019,0.5,defender,5611,0.04156511819131362,0.625,policeman,5480,0.04059469750283348,0.875
"('blunderbuss', 'musket', 'muzzle_loader')",9,153618,gun,50336,0.3276699345128826,0.5555555555555556,weapon,45746,0.2977906234946426,0.4444444444444444,device,28031,0.18247210613339582,0.2222222222222222
