Bottom Level Word,Approx Branch Length,Total Branch Frequency,BLC 1,BLC 1 Frequency,BLC 1 Branch Freq Proportion,BLC 1 Location,BLC 2,BLC 2 Frequency,BLC 2 Branch Freq Proportion,BLC 2 Location,BLC 3,BLC 3 Frequency,BLC 3 Branch Freq Proportion,BLC 3 Location
"('lineman', 'surveyor', 'engineer')",7,34090,person,28981,0.8501320035200939,0.5714285714285714,engineer,4080,0.11968319155177472,0.7142857142857143,surveyor,1029,0.030184804928131418,0.8571428571428571
"('biofeedback', 'training_program', 'educational_program')",7,18044,method,18044,1.0,0.5714285714285714,NA,0,0.0,NA,NA,0,0.0,NA
"('peeper', 'eye', 'sense_organ')",6,41549,eye,39192,0.9432717995619629,0.8333333333333334,organ,2357,0.056728200438037016,0.5,NA,0,0.0,NA
"('Elector', 'prince', 'aristocrat')",8,48658,person,28981,0.5956060668338197,0.5,leader,15903,0.32683217559291383,0.625,prince,3774,0.07756175757326647,0.875
"('mantel', 'shelf', 'device')",4,7498,device,5079,0.6773806348359562,0.5,shelf,2419,0.32261936516404377,0.75,NA,0,0.0,NA
"('found', 'wage', 'regular_payment')",7,43178,cost,26556,0.615035434712122,0.42857142857142855,payment,9811,0.2272221964889527,0.5714285714285714,wage,6811,0.1577423687989254,0.8571428571428571
"('hand', 'side', 'region')",5,111842,hand,53265,0.47625221294325926,0.8,side,39626,0.3543033922855457,0.8,region,13452,0.12027681908406503,0.6
"('regiment', 'army_unit', 'military_unit')",5,10764,organization,9272,0.861389817911557,0.4,regiment,1492,0.13861018208844295,1.0,NA,0,0.0,NA
"('salivation', 'secretion', 'organic_process')",4,963,secretion,963,1.0,0.75,NA,0,0.0,NA,NA,0,0.0,NA
"('pill', 'burden', 'negative_stimulus')",5,4063,burden,2988,0.7354171794240709,0.8,pill,1075,0.26458282057592913,0.4,NA,0,0.0,NA
"('counselor', 'supervisor', 'superior')",8,45897,person,28981,0.631435605813016,0.5,leader,15903,0.3464932348519511,0.625,supervisor,1013,0.02207115933503279,0.875
"('homework', 'school_assignment', 'undertaking')",5,64872,work,62248,0.9595511160439019,0.4,undertaking,1807,0.02785485263287705,0.6,homework,817,0.012594031323221112,1.0
"('Ted', 'tough_guy', 'bully')",10,29900,person,28981,0.9692642140468227,0.4,attacker,919,0.030735785953177257,0.7,NA,0,0.0,NA
"('trapper', 'hunter', 'skilled_worker')",8,48105,person,28981,0.6024529674669993,0.5,worker,18247,0.3793160794096248,0.625,hunter,877,0.01823095312337595,0.875
"('possibility', 'expectation', 'belief')",5,21647,possibility,9555,0.4414006559800434,1.0,belief,7509,0.34688409479373583,0.6,expectation,4583,0.21171524922622073,0.8
"('doubling', 'venture', 'undertaking')",5,66552,work,62248,0.9353287654766198,0.4,venture,2497,0.037519533597788195,0.8,undertaking,1807,0.027151700925592017,0.6
"('Raphael', 'archangel', 'angel')",7,9406,belief,7509,0.7983202211354454,0.42857142857142855,angel,1897,0.20167977886455454,0.7142857142857143,NA,0,0.0,NA
"('subtitle', 'subheading', 'heading')",5,11985,text,10014,0.8355444305381727,0.4,heading,1971,0.1644555694618273,0.6,NA,0,0.0,NA
"('pint', 'British_capacity_unit', 'dry_unit')",7,1744,pint,1744,1.0,1.0,NA,0,0.0,NA,NA,0,0.0,NA
"('technicality', 'detail', 'fact')",5,59825,fact,42241,0.7060760551608859,0.6,detail,17584,0.2939239448391141,0.8,NA,0,0.0,NA
"('Rorschach', 'projective_test', 'personality_test')",6,3025,measurement,3025,1.0,0.3333333333333333,NA,0,0.0,NA,NA,0,0.0,NA
"('slant', 'point_of_view', 'attitude')",5,10758,attitude,10758,1.0,0.6,NA,0,0.0,NA,NA,0,0.0,NA
"('Uzi', 'submachine_gun', 'machine_gun')",11,21712,weapon,5954,0.2742262343404569,0.36363636363636365,gun,5482,0.2524871039056743,0.45454545454545453,instrument,5197,0.23936072218128224,0.2727272727272727
"('coho', 'salmon', 'food_fish')",14,26285,animal,15250,0.5801788092067719,0.21428571428571427,fish,9901,0.37667871409549175,0.5,salmon,1134,0.043142476697736354,0.9285714285714286
"('smog', 'air_pollution', 'pollution')",4,3789,pollution,3789,1.0,0.5,NA,0,0.0,NA,NA,0,0.0,NA
"('refresher', 'legal_fee', 'fee')",7,32236,cost,26556,0.823799478843529,0.42857142857142855,fee,5680,0.17620052115647103,0.7142857142857143,NA,0,0.0,NA
"('mantra', 'motto', 'saying')",4,1428,saying,1428,1.0,0.5,NA,0,0.0,NA,NA,0,0.0,NA
"('gig', 'small_boat', 'boat')",5,15491,boat,7373,0.4759537796139694,0.6,vehicle,7229,0.46665805951843004,0.4,gig,889,0.05738816086760054,1.0
"('collaboration', 'cooperation', 'group_action')",4,2612,collaboration,1391,0.5325421133231241,1.0,cooperation,1221,0.46745788667687593,0.75,NA,0,0.0,NA
"('chesterfield', 'sofa', 'furniture')",4,4708,furniture,3549,0.7538232795242141,0.5,sofa,1159,0.2461767204757859,0.75,NA,0,0.0,NA
"('penlight', 'flashlight', 'electric_lamp')",7,6900,device,5079,0.7360869565217392,0.2857142857142857,lamp,1821,0.2639130434782609,0.5714285714285714,NA,0,0.0,NA
"('straw', 'plant_fiber', 'natural_fiber')",9,23905,material,19057,0.797197239071324,0.3333333333333333,substance,3480,0.14557623928048524,0.2222222222222222,straw,1368,0.057226521648190753,1.0
"('parapsychologist', 'psychologist', 'scientist')",7,35868,person,28981,0.8079904092784654,0.5714285714285714,scientist,5527,0.15409278465484555,0.7142857142857143,psychologist,1360,0.03791680606668897,0.8571428571428571
"('jealousy', 'envy', 'resentment')",6,17157,feeling,12671,0.7385323774552661,0.16666666666666666,emotion,3418,0.19921897767675,0.3333333333333333,resentment,1068,0.06224864486798391,0.6666666666666666
"('time', 'case', 'happening')",4,247004,time,183427,0.7426074071674953,1.0,case,63577,0.25739259283250476,0.75,NA,0,0.0,NA
"('incense', 'smell', 'sensation')",6,4923,smell,3037,0.616900264066626,0.8333333333333334,sensation,1886,0.383099735933374,0.6666666666666666,NA,0,0.0,NA
"('jejunum', 'small_intestine', 'intestine')",7,2357,organ,2357,1.0,0.42857142857142855,NA,0,0.0,NA,NA,0,0.0,NA
"('contradiction', 'assertion', 'declaration')",4,18893,statement,13990,0.7404858942465463,0.25,declaration,2302,0.12184406923199069,0.5,contradiction,1482,0.07844175091303657,0.25
"('kingdom', 'monarchy', 'autocracy')",5,4792,kingdom,3781,0.7890233722871453,0.8,monarchy,1011,0.21097662771285475,0.8,NA,0,0.0,NA
"('viscountess', 'wife', 'spouse')",11,121924,woman,63087,0.5174288901282766,0.5454545454545454,person,28981,0.23769725402709885,0.36363636363636365,wife,19039,0.15615465371871,0.9090909090909091
