DocId,Speaker,Replier,S Word,S BLC,S Path Similarity,S Path Ratio,S Frequency,R word,R BLC,R Path Similarity,R Path Ratio,R Frequency,Sparsity S-R,Sparsity R-S
abe002.xml,FAT,CHI,expression,expression,1.0,0.46153846153846156,1,NA,NA,NA,NA,NA,361,91
abe002.xml,FAT,CHI,towel,piece,-0.3333333333333333,0.5625,1,NA,NA,NA,NA,NA,361,91
abe002.xml,FAT,CHI,alligator,NA,NA,NA,2,NA,NA,NA,NA,NA,361,91
abe002.xml,FAT,CHI,bath,NA,NA,NA,1,NA,NA,NA,NA,NA,361,91
abe002.xml,FAT,CHI,time,NA,NA,NA,2,NA,NA,NA,NA,NA,361,91
abe002.xml,FAT,CHI,bucket,container,-0.3333333333333333,0.8,2,NA,NA,NA,NA,NA,361,91
abe002.xml,FAT,CHI,Lapp,NA,NA,NA,1,NA,NA,NA,NA,NA,361,91
abe002.xml,FAT,CHI,use,NA,NA,NA,1,NA,NA,NA,NA,NA,361,91
abe002.xml,FAT,CHI,fifty,NA,NA,NA,1,NA,NA,NA,NA,NA,361,91
abe002.xml,FAT,CHI,floor,floor,1.0,0.7777777777777778,3,NA,NA,NA,NA,NA,361,91
abe002.xml,FAT,CHI,donkey,NA,NA,NA,1,NA,NA,NA,NA,NA,361,91
abe002.xml,FAT,CHI,dry,NA,NA,NA,1,NA,NA,NA,NA,NA,361,91
abe002.xml,FAT,CHI,game,game,1.0,0.4,2,NA,NA,NA,NA,NA,361,91
abe002.xml,FAT,CHI,hog,NA,NA,NA,2,NA,NA,NA,NA,NA,361,91
abe002.xml,FAT,CHI,hill,hill,1.0,0.7142857142857143,1,NA,NA,NA,NA,NA,361,91
abe002.xml,FAT,CHI,goat,goat,1.0,0.8823529411764706,1,NA,NA,NA,NA,NA,361,91
abe002.xml,FAT,CHI,NA,NA,NA,NA,NA,donkey,NA,NA,NA,2,361,91
abe002.xml,FAT,CHI,NA,NA,NA,NA,NA,return,NA,NA,NA,2,361,91
abe002.xml,FAT,CHI,NA,NA,NA,NA,NA,popcorn,NA,NA,NA,1,361,91
abe002.xml,FAT,CHI,NA,NA,NA,NA,NA,playing,playing,1.0,0.9,1,361,91
abe002.xml,FAT,CHI,NA,NA,NA,NA,NA,Ohio,NA,NA,NA,1,361,91
abe002.xml,FAT,CHI,NA,NA,NA,NA,NA,O.K.,NA,NA,NA,2,361,91
abe002.xml,FAT,CHI,NA,NA,NA,NA,NA,hog,NA,NA,NA,1,361,91
abe002.xml,FAT,CHI,NA,NA,NA,NA,NA,go,NA,NA,NA,1,361,91
abe002.xml,FAT,CHI,NA,NA,NA,NA,NA,camel,camel,1.0,0.9285714285714286,1,361,91
abe002.xml,FAT,CHI,NA,NA,NA,NA,NA,bucket,container,-0.3333333333333333,0.8,1,361,91
abe002.xml,MOT,FAT,male_child,NA,NA,NA,1,NA,NA,NA,NA,NA,21,4
abe002.xml,CHI,FAT,bash,NA,NA,NA,1,NA,NA,NA,NA,NA,49,60
abe002.xml,CHI,FAT,dinner,food,-0.25,0.875,2,NA,NA,NA,NA,NA,49,60
abe002.xml,CHI,FAT,proverb,NA,NA,NA,1,NA,NA,NA,NA,NA,49,60
abe002.xml,CHI,FAT,NA,NA,NA,NA,NA,tomorrow,NA,NA,NA,1,49,60
abe002.xml,CHI,FAT,NA,NA,NA,NA,NA,right,idea,-0.25,0.6666666666666666,1,49,60
abe002.xml,MOT,CHI,nothing,NA,NA,NA,1,NA,NA,NA,NA,NA,72,39
abe002.xml,MOT,CHI,popcorn,NA,NA,NA,1,NA,NA,NA,NA,NA,72,39
abe002.xml,MOT,CHI,dinner,food,-0.25,0.875,2,NA,NA,NA,NA,NA,72,39
abe002.xml,MOT,CHI,kind,kind,1.0,0.6153846153846154,1,NA,NA,NA,NA,NA,72,39
abe002.xml,MOT,CHI,choice,choice,1.0,0.875,1,NA,NA,NA,NA,NA,72,39
abe002.xml,MOT,CHI,go,NA,NA,NA,1,NA,NA,NA,NA,NA,72,39
abe002.xml,MOT,CHI,right,idea,-0.25,0.6666666666666666,1,NA,NA,NA,NA,NA,72,39
abe002.xml,MOT,CHI,NA,NA,NA,NA,NA,bend,NA,NA,NA,1,72,39
abe002.xml,MOT,CHI,NA,NA,NA,NA,NA,peanut,NA,NA,NA,1,72,39
abe002.xml,MOT,CHI,NA,NA,NA,NA,NA,get,NA,NA,NA,1,72,39
abe002.xml,MOT,CHI,NA,NA,NA,NA,NA,kind,kind,1.0,0.6153846153846154,1,72,39
abe003.xml,FAT,CHI,Tell,NA,NA,NA,1,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,excuse,NA,NA,NA,1,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,grab,NA,NA,NA,1,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,belly_laugh,NA,NA,NA,1,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,guess,NA,NA,NA,1,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,clemency,weather,-0.3333333333333333,0.9,1,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,mattress,mattress,1.0,0.7777777777777778,2,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,baseball,baseball,1.0,0.8666666666666667,1,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,air,air,1.0,0.625,1,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,get,NA,NA,NA,4,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,clasp,NA,NA,NA,1,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,Ohio,NA,NA,NA,2,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,leave,NA,NA,NA,1,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,O.K.,NA,NA,NA,10,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,male_child,NA,NA,NA,2,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,time,NA,NA,NA,1,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,acquiring,purchase,0.3333333333333333,0.5,3,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,go,NA,NA,NA,2,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,tiger,NA,NA,NA,4,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,aid,NA,NA,NA,4,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,blow,NA,NA,NA,1,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,opportunity,opportunity,1.0,0.6,1,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,see,NA,NA,NA,2,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,fishing,sport,-0.3333333333333333,0.8181818181818182,1,NA,NA,NA,NA,NA,427,199
abe003.xml,FAT,CHI,NA,NA,NA,NA,NA,baseball,baseball,1.0,0.8666666666666667,2,427,199
abe003.xml,FAT,CHI,NA,NA,NA,NA,NA,go,NA,NA,NA,1,427,199
abe003.xml,FAT,CHI,NA,NA,NA,NA,NA,fishing,sport,-0.3333333333333333,0.8181818181818182,1,427,199
abe003.xml,FAT,CHI,NA,NA,NA,NA,NA,O.K.,NA,NA,NA,1,427,199
abe003.xml,FAT,CHI,NA,NA,NA,NA,NA,bash,NA,NA,NA,1,427,199
abe003.xml,FAT,CHI,NA,NA,NA,NA,NA,wide_area_network,NA,NA,NA,1,427,199
abe003.xml,FAT,CHI,NA,NA,NA,NA,NA,hide,NA,NA,NA,1,427,199
abe003.xml,FAT,CHI,NA,NA,NA,NA,NA,get,NA,NA,NA,3,427,199
abe003.xml,MOT,FAT,NA,NA,NA,NA,NA,albino,NA,NA,NA,1,7,13
abe003.xml,MOT,FAT,NA,NA,NA,NA,NA,baseball,baseball,1.0,0.8666666666666667,1,7,13
abe003.xml,MOT,FAT,NA,NA,NA,NA,NA,game,game,1.0,0.4,1,7,13
abe003.xml,MOT,FAT,NA,NA,NA,NA,NA,black,color,-0.3333333333333333,0.875,1,7,13
abe003.xml,CHI,FAT,state,state,1.0,0.7777777777777778,2,NA,NA,NA,NA,NA,74,106
abe003.xml,CHI,FAT,beaver,NA,NA,NA,1,NA,NA,NA,NA,NA,74,106
abe003.xml,CHI,FAT,barn,building,-0.3333333333333333,0.8888888888888888,1,NA,NA,NA,NA,NA,74,106
abe003.xml,CHI,FAT,bear,bear,1.0,0.8571428571428571,1,NA,NA,NA,NA,NA,74,106
abe003.xml,CHI,FAT,dam,structure,-0.25,0.8888888888888888,1,NA,NA,NA,NA,NA,74,106
abe003.xml,CHI,FAT,plant,plant,1.0,0.7,1,NA,NA,NA,NA,NA,74,106
abe003.xml,CHI,FAT,go,NA,NA,NA,1,NA,NA,NA,NA,NA,74,106
abe003.xml,CHI,FAT,baker,NA,NA,NA,2,NA,NA,NA,NA,NA,74,106
abe003.xml,CHI,FAT,see,NA,NA,NA,1,NA,NA,NA,NA,NA,74,106
abe003.xml,CHI,FAT,ice,NA,NA,NA,1,NA,NA,NA,NA,NA,74,106
abe003.xml,CHI,FAT,NA,NA,NA,NA,NA,time,NA,NA,NA,1,74,106
abe003.xml,CHI,FAT,NA,NA,NA,NA,NA,barn,building,-0.3333333333333333,0.8888888888888888,1,74,106
abe003.xml,CHI,FAT,NA,NA,NA,NA,NA,Ohio,NA,NA,NA,2,74,106
abe003.xml,CHI,FAT,NA,NA,NA,NA,NA,O.K.,NA,NA,NA,1,74,106
abe003.xml,CHI,FAT,NA,NA,NA,NA,NA,plant,plant,1.0,0.7,2,74,106
abe003.xml,CHI,FAT,NA,NA,NA,NA,NA,baker,NA,NA,NA,1,74,106
abe003.xml,CHI,FAT,NA,NA,NA,NA,NA,right,idea,-0.25,0.6666666666666666,1,74,106
abe003.xml,CHI,MOT,go,NA,NA,NA,1,NA,NA,NA,NA,NA,45,63
abe003.xml,CHI,MOT,expression,expression,1.0,0.46153846153846156,2,NA,NA,NA,NA,NA,45,63
abe003.xml,CHI,MOT,deep-freeze,NA,NA,NA,1,NA,NA,NA,NA,NA,45,63
abe003.xml,CHI,MOT,museum,museum,1.0,0.875,1,NA,NA,NA,NA,NA,45,63
abe003.xml,CHI,MOT,NA,NA,NA,NA,NA,Tell,NA,NA,NA,1,45,63
abe003.xml,CHI,MOT,NA,NA,NA,NA,NA,stop,NA,NA,NA,1,45,63
abe003.xml,CHI,MOT,NA,NA,NA,NA,NA,crying,NA,NA,NA,1,45,63
abe003.xml,CHI,MOT,NA,NA,NA,NA,NA,school,school,1.0,0.7,1,45,63
abe003.xml,CHI,MOT,NA,NA,NA,NA,NA,plant,plant,1.0,0.7,1,45,63
abe003.xml,CHI,MOT,NA,NA,NA,NA,NA,morning,NA,NA,NA,1,45,63
abe003.xml,CHI,MOT,NA,NA,NA,NA,NA,tomorrow,NA,NA,NA,1,45,63
abe003.xml,CHI,MOT,NA,NA,NA,NA,NA,see,NA,NA,NA,1,45,63
abe003.xml,CHI,MOT,NA,NA,NA,NA,NA,ice,NA,NA,NA,1,45,63
abe003.xml,MOT,CHI,White,NA,NA,NA,1,NA,NA,NA,NA,NA,18,11
abe003.xml,MOT,CHI,kind,kind,1.0,0.6153846153846154,1,NA,NA,NA,NA,NA,18,11
abe004.xml,CHI,FAT,mine,mine,1.0,0.8571428571428571,1,NA,NA,NA,NA,NA,35,38
abe004.xml,CHI,FAT,NA,NA,NA,NA,NA,O.K.,NA,NA,NA,1,35,38
abe004.xml,CHI,MOT,cipher,NA,NA,NA,2,NA,NA,NA,NA,NA,69,68
abe004.xml,CHI,MOT,tee,NA,NA,NA,1,NA,NA,NA,NA,NA,69,68
abe004.xml,CHI,MOT,dinner,food,-0.25,0.875,2,NA,NA,NA,NA,NA,69,68
abe004.xml,CHI,MOT,cracker,bread,-0.5,0.8461538461538461,1,NA,NA,NA,NA,NA,69,68
abe004.xml,CHI,MOT,NA,NA,NA,NA,NA,table,table,1.0,0.7142857142857143,1,69,68
abe004.xml,CHI,MOT,NA,NA,NA,NA,NA,cipher,NA,NA,NA,1,69,68
abe004.xml,CHI,MOT,NA,NA,NA,NA,NA,bon_mot,NA,NA,NA,1,69,68
abe004.xml,CHI,MOT,NA,NA,NA,NA,NA,dinner,food,-0.25,0.875,1,69,68
abe004.xml,CHI,MOT,NA,NA,NA,NA,NA,home,home,1.0,0.8888888888888888,1,69,68
abe004.xml,CHI,MOT,NA,NA,NA,NA,NA,O.K.,NA,NA,NA,2,69,68
abe004.xml,CHI,MOT,NA,NA,NA,NA,NA,broth,soup,-0.5,0.8888888888888888,1,69,68
abe004.xml,CHI,MOT,NA,NA,NA,NA,NA,go,NA,NA,NA,1,69,68
abe004.xml,FAT,CHI,sky,sky,1.0,0.8571428571428571,1,NA,NA,NA,NA,NA,95,85
abe004.xml,FAT,CHI,part,word,0.3333333333333333,0.13043478260869565,1,NA,NA,NA,NA,NA,95,85
abe004.xml,FAT,CHI,push,NA,NA,NA,1,NA,NA,NA,NA,NA,95,85
abe004.xml,FAT,CHI,put_option,NA,NA,NA,1,NA,NA,NA,NA,NA,95,85
abe004.xml,FAT,CHI,butter,food,-0.25,0.8181818181818182,1,NA,NA,NA,NA,NA,95,85
abe004.xml,FAT,CHI,fall,NA,NA,NA,1,NA,NA,NA,NA,NA,95,85
abe004.xml,FAT,CHI,O.K.,NA,NA,NA,1,NA,NA,NA,NA,NA,95,85
abe004.xml,FAT,CHI,glass,NA,NA,NA,1,NA,NA,NA,NA,NA,95,85
abe004.xml,FAT,CHI,sun,NA,NA,NA,2,NA,NA,NA,NA,NA,95,85
abe004.xml,FAT,CHI,NA,NA,NA,NA,NA,outside,NA,NA,NA,1,95,85
abe004.xml,FAT,CHI,NA,NA,NA,NA,NA,Ohio,NA,NA,NA,1,95,85
abe004.xml,FAT,CHI,NA,NA,NA,NA,NA,butter,food,-0.25,0.8181818181818182,3,95,85
abe004.xml,FAT,CHI,NA,NA,NA,NA,NA,expression,expression,1.0,0.46153846153846156,1,95,85
abe004.xml,FAT,CHI,NA,NA,NA,NA,NA,go,NA,NA,NA,1,95,85
abe004.xml,FAT,CHI,NA,NA,NA,NA,NA,tee,NA,NA,NA,2,95,85
abe004.xml,FAT,CHI,NA,NA,NA,NA,NA,sun,NA,NA,NA,1,95,85
abe004.xml,FAT,MOT,tee,NA,NA,NA,1,NA,NA,NA,NA,NA,8,8
abe004.xml,FAT,MOT,hurry,NA,NA,NA,1,NA,NA,NA,NA,NA,8,8
abe004.xml,MOT,CHI,play,NA,NA,NA,1,NA,NA,NA,NA,NA,31,15
abe004.xml,MOT,CHI,butter,food,-0.25,0.8181818181818182,1,NA,NA,NA,NA,NA,31,15
abe004.xml,MOT,CHI,muffin,bread,-0.3333333333333333,0.9230769230769231,1,NA,NA,NA,NA,NA,31,15
abe004.xml,MOT,CHI,go,NA,NA,NA,1,NA,NA,NA,NA,NA,31,15
abe005.xml,CHI,FAT,ma,NA,NA,NA,1,NA,NA,NA,NA,NA,6,10
abe005.xml,MOT,CHI,gift,gift,1.0,0.5454545454545454,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,Ohio,NA,NA,NA,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,sewing,occupation,-0.25,0.9230769230769231,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,box,box,1.0,0.7,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,mother,mother,1.0,0.9285714285714286,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,male_child,NA,NA,NA,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,milk,food,-0.3333333333333333,0.875,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,mouse,mouse,1.0,0.8571428571428571,2,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,home,home,1.0,0.8888888888888888,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,O.K.,NA,NA,NA,8,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,hay,food,-0.25,0.875,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,cow,cow,1.0,0.9444444444444444,2,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,stay,NA,NA,NA,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,city,city,1.0,0.6666666666666666,2,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,Lashkar-e-Taiba,NA,NA,NA,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,time,NA,NA,NA,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,while,while,1.0,0.8571428571428571,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,pillow,pillow,1.0,0.875,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,mailman,NA,NA,NA,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,stack,collection,-0.3333333333333333,0.7142857142857143,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,birthday,NA,NA,NA,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,mail,message,-0.5,0.4,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,glass,NA,NA,NA,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,mailbox,NA,NA,NA,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,get,NA,NA,NA,3,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,count,NA,NA,NA,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,state,state,1.0,0.7777777777777778,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,argument,argument,1.0,0.7142857142857143,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,leave,NA,NA,NA,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,delay,NA,NA,NA,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,expression,expression,1.0,0.46153846153846156,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,peanut,NA,NA,NA,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,bon_mot,NA,NA,NA,1,NA,NA,NA,NA,NA,300,230
abe005.xml,MOT,CHI,NA,NA,NA,NA,NA,mirror,device,-0.3333333333333333,0.8,1,300,230
abe005.xml,MOT,CHI,NA,NA,NA,NA,NA,baby,baby,1.0,0.8461538461538461,2,300,230
abe005.xml,MOT,CHI,NA,NA,NA,NA,NA,city,city,1.0,0.6666666666666666,1,300,230
abe005.xml,MOT,CHI,NA,NA,NA,NA,NA,park,park,1.0,0.875,3,300,230
abe005.xml,MOT,CHI,NA,NA,NA,NA,NA,time,NA,NA,NA,1,300,230
abe005.xml,MOT,CHI,NA,NA,NA,NA,NA,mine,mine,1.0,0.8571428571428571,2,300,230
abe005.xml,MOT,CHI,NA,NA,NA,NA,NA,letter,letter,1.0,0.8235294117647058,4,300,230
abe005.xml,MOT,CHI,NA,NA,NA,NA,NA,peanut,NA,NA,NA,1,300,230
abe005.xml,MOT,CHI,NA,NA,NA,NA,NA,Ohio,NA,NA,NA,3,300,230
abe005.xml,MOT,CHI,NA,NA,NA,NA,NA,go,NA,NA,NA,4,300,230
abe005.xml,MOT,CHI,NA,NA,NA,NA,NA,stay,NA,NA,NA,1,300,230
abe005.xml,MOT,CHI,NA,NA,NA,NA,NA,get,NA,NA,NA,1,300,230
abe005.xml,MOT,CHI,NA,NA,NA,NA,NA,sandwich,sandwich,1.0,0.8,1,300,230
abe005.xml,MOT,CHI,NA,NA,NA,NA,NA,cow,cow,1.0,0.9444444444444444,1,300,230
abe005.xml,MOT,CHI,NA,NA,NA,NA,NA,mouse,mouse,1.0,0.8571428571428571,2,300,230
abe005.xml,MOT,CHI,NA,NA,NA,NA,NA,home,home,1.0,0.8888888888888888,1,300,230
abe005.xml,MOT,CHI,NA,NA,NA,NA,NA,button,device,-0.25,0.9,3,300,230
abe005.xml,MOT,CHI,NA,NA,NA,NA,NA,ma,NA,NA,NA,1,300,230
abe005.xml,MOT,CHI,NA,NA,NA,NA,NA,town,town,1.0,0.9090909090909091,1,300,230
abe005.xml,MOT,CHI,NA,NA,NA,NA,NA,see,NA,NA,NA,2,300,230
abe005.xml,MOT,CHI,NA,NA,NA,NA,NA,corner,NA,NA,NA,1,300,230
abe005.xml,FAT,CHI,floor,floor,1.0,0.7777777777777778,1,NA,NA,NA,NA,NA,63,47
abe005.xml,FAT,CHI,peanut,NA,NA,NA,1,NA,NA,NA,NA,NA,63,47
abe005.xml,FAT,CHI,throw,NA,NA,NA,1,NA,NA,NA,NA,NA,63,47
abe005.xml,FAT,CHI,NA,NA,NA,NA,NA,park,park,1.0,0.875,2,63,47
abe005.xml,FAT,CHI,NA,NA,NA,NA,NA,house,house,1.0,0.6923076923076923,1,63,47
abe005.xml,FAT,CHI,NA,NA,NA,NA,NA,pillow,pillow,1.0,0.875,1,63,47
abe005.xml,FAT,CHI,NA,NA,NA,NA,NA,orange,fruit,-0.25,0.8823529411764706,1,63,47
abe005.xml,FAT,CHI,NA,NA,NA,NA,NA,mine,mine,1.0,0.8571428571428571,2,63,47
abe005.xml,CHI,MOT,muffin,bread,-0.3333333333333333,0.9230769230769231,1,NA,NA,NA,NA,NA,136,42
