DocId,Speaker,Replier,S Word,S BLC,S Path Similarity,S Path Ratio,S Frequency,R word,R BLC,R Path Similarity,R Path Ratio,R Frequency,Sparsity S-R,Sparsity R-S
adam01.xml,CHI,MOT,poor_people,NA,NA,NA,2,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,hello,NA,NA,NA,4,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,hammer,NA,NA,NA,2,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,pool,pool,1.0,0.46153846153846156,20,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,record,record,1.0,0.5,8,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,juice,food,-0.3333333333333333,0.8571428571428571,2,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,power,power,1.0,0.5714285714285714,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,jump,NA,NA,NA,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,ball,ball,1.0,0.8,13,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,beep,NA,NA,NA,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,moment,moment,1.0,0.5714285714285714,2,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,male_child,NA,NA,NA,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,drum,device,-0.25,0.9,6,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,pencil,pencil,1.0,0.8888888888888888,6,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,expression,expression,1.0,0.46153846153846156,12,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,read,NA,NA,NA,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,house,house,1.0,0.6923076923076923,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,go,NA,NA,NA,4,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,ladder,ladder,1.0,0.8,2,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,put_option,NA,NA,NA,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,pillow,pillow,1.0,0.875,3,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,fine,NA,NA,NA,3,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,tractor,vehicle,-0.25,0.8461538461538461,4,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,meow,NA,NA,NA,6,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,man,man,1.0,0.7142857142857143,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,game,game,1.0,0.4,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,manner,manner,1.0,0.5714285714285714,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,floor,floor,1.0,0.7777777777777778,2,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,dawdler,person,-0.25,0.9090909090909091,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,nickel,NA,NA,NA,4,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,pony,horse,-0.5,0.8333333333333334,5,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,bunny,NA,NA,NA,2,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,O.K.,NA,NA,NA,35,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,water,water,1.0,0.8666666666666667,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,bookshelf,NA,NA,NA,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,brief,NA,NA,NA,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,play,NA,NA,NA,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,get,NA,NA,NA,19,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,bump,NA,NA,NA,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,set,NA,NA,NA,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,horse,horse,1.0,0.7777777777777778,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,discovery,discovery,1.0,0.5,2,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,tape,tape,1.0,0.6666666666666666,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,night,NA,NA,NA,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,chair,chair,1.0,0.75,2,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,wee,NA,NA,NA,2,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,shadow,shadow,1.0,0.8888888888888888,3,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,move,NA,NA,NA,7,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,like,NA,NA,NA,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,home,home,1.0,0.8888888888888888,4,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,fire,fire,1.0,0.7142857142857143,4,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,boot,boot,1.0,0.7777777777777778,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,moo,NA,NA,NA,2,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,mosquito,insect,-0.3333333333333333,0.9166666666666666,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,hand,hand,1.0,0.875,4,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,fall,NA,NA,NA,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,bag,bag,1.0,0.6363636363636364,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,screwdriver,tool,-0.3333333333333333,0.9,3,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,supplication,supplication,1.0,0.8888888888888888,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,part,word,0.3333333333333333,0.13043478260869565,8,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,necktie,clothing,-0.25,0.8461538461538461,2,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,road,street,0.3333333333333333,0.6,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,bulldozer,tractor,-0.5,0.9230769230769231,24,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,Ohio,NA,NA,NA,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,rig,equipment,-0.3333333333333333,0.8,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,block,block,1.0,0.5555555555555556,2,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,squeak,NA,NA,NA,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,funny_story,NA,NA,NA,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,lie,NA,NA,NA,2,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,drive,NA,NA,NA,2,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,apple,fruit,-0.3333333333333333,0.8333333333333334,4,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,ma,NA,NA,NA,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,soil,NA,NA,NA,5,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,horn,NA,NA,NA,4,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,truck,truck,1.0,0.75,5,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,bear,bear,1.0,0.8571428571428571,5,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,walk,NA,NA,NA,2,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,church,church,1.0,0.7,1,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,book,book,1.0,0.6428571428571429,3,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,mine,mine,1.0,0.8571428571428571,8,NA,NA,NA,NA,NA,1069,926
adam01.xml,CHI,MOT,paper,paper,1.0,0.6153846153846154,11,NA,NA,NA,NA,NA,1069,926
