alignment,ba,bna,category,msgUserId,nba,nbna,replyUserId,verifiedReplier,verifiedSpeaker
0.02517450080824469,0.003502640947469204,0.05281652260760091,i,1000591,0.027593709977951086,0.9160871264669785,11435642,True,True
-0.01939446245281225,0.00019995700683017985,0.0031338127730643635,.,1000591,0.03855668682375162,0.9581095433963537,16261707,True,True
-1.3877787807814457e-17,0.00846128608110175,0.06665778127532407,a,1000591,0.10417704102903853,0.8207038916145352,16399949,True,True
-0.027657524988014888,0.0,0.010854400769613269,.,1000591,0.03852409164909165,0.9506215075812952,20454964,False,True
-8.890457814381136e-18,3.575773717167886e-05,0.0018546014310702864,.,1000591,0.018880085226646432,0.9792295556051116,218558150,False,True
-3.469446951953614e-18,0.0009086414086180212,0.017181033280853585,a,1000591,0.049321195457760814,0.9325891298527674,218558150,False,True
-0.0046010153378522045,0.0015325181403524984,0.025172460306874696,.,1000591,0.045061066812708,0.9282339547400646,2529971,True,True
-0.053641808851501764,0.0009921691722297146,0.006173346815705684,i,1000591,0.07847768740838242,0.9143567966036821,2529971,True,True
2.7755575615628914e-17,0.06358630019121089,0.12357968197477126,i,1000591,0.27614584266593195,0.536688175168086,4939401,False,True
0.0,6.102215279526273e-05,0.0018293370154467026,.,1000591,0.032219696675898725,0.965889944155859,517004049,False,True
-2.42861286636753e-17,0.00048023493880742835,0.007630715232634236,a,1000591,0.05872798711368608,0.9331610627148719,517004049,False,True
0.0,0.00015161384846013338,0.010378141623824074,.,1000591,0.014246996723191059,0.975223247804525,5215,False,True
3.469446951953614e-17,0.0010737189870257497,0.0820925187103206,i,1000591,0.0118367963465302,0.9049969659561232,5215,False,True
-6.938893903907228e-18,0.0036078045975190373,0.04312986167125591,",",1000591,0.07358485146646984,0.8796774822647554,5215,False,True
6.938893903907228e-18,0.005728335775921071,0.04448000199988205,a,1000591,0.10836298908529997,0.8414286731388969,585942658,False,True
6.938893903907228e-18,0.005765027744266499,0.034234972255733506,.,1000591,0.13836066586239598,0.8216393341376043,6730222,False,True
0.012193717596488806,7.360375741087114e-05,0.03969690912206762,a,1000591,0.0026866177959072907,0.957542869324614,69588404,False,True
-0.00039804942863714415,0.0019687025182375402,0.03554786101136015,.,1000591,0.036660050883243145,0.9258233855871592,794340,True,True
-0.02610036597743888,3.165462661655428e-05,0.006082004352230627,.,1000591,0.03649964145596655,0.9573866995651861,9549942,True,True
-0.03316150567646901,0.00011771019107204983,0.006343182580018616,i,1000591,0.05562461299705172,0.9379144942318575,9549942,True,True
0.0,0.000712965246515764,0.02598064735933702,.,1000591,0.0259962425719659,0.9473101448221809,9729502,True,True
0.033765560297862415,0.0,0.040405088738422065,i,1000611116,0.006630036630036629,0.9529648746315414,2645934987,False,False
0.016249387379633433,0.0,0.01653881832453261,.,100107343,0.00028935185185185184,0.9831718298236155,17693277,True,True
-0.0064138047089269835,6.597556475187129e-06,0.0008750387552836103,.,100107343,0.014311448036601747,0.9848069156516395,1876387358,False,True
-0.0019725993836642378,0.0010613720046174033,0.026207147718774058,i,100107343,0.04303699770857822,0.9296944825680302,1876387358,False,True
-0.01826179465374636,0.0,0.0022844079289151653,a,100107343,0.020547079780912435,0.9771685122901722,1876387358,False,True
-0.09161284160539662,0.0011156565656565655,0.0060055555555555565,!,100107343,0.0213221742677496,0.9715566136110383,1876387358,False,True
0.16042480526050887,0.003673292233560091,0.04553287957209784,a,100107343,0.009889632936507936,0.9409041952578341,2174973061,False,True
-0.024837179505870596,0.0,0.00021571569299442013,.,100107343,0.02505303290694878,0.9747312514000568,2274086636,False,True
0.06603003005887387,0.005395769139955977,0.052566492839899275,i,100107343,0.023214958741110882,0.9188227792790338,2274086636,False,True
-0.03245619852854163,0.0004960811211547566,0.0062753453043505585,a,100107343,0.014941051885145072,0.9782875216893496,2274086636,False,True
-0.0036826013315412864,0.0,0.013922962891089888,!,100107343,0.017606496344930084,0.9684705407639799,2274086636,False,True
8.673617379884035e-19,2.311390532544379e-05,0.005894045857988166,.,100107343,0.003883136094674556,0.9901997041420117,23270710,False,True
-0.006140043456217933,0.0,0.003576246941464332,.,100107343,0.009716506630086878,0.9867072464284486,24922570,True,True
0.04957529777907889,0.0,0.060370207498270656,i,100107343,0.01076023960956466,0.9288695528921647,24922570,True,True
4.336808689942018e-19,7.547397657287767e-06,0.005909612365656323,.,100107343,0.0012679628064243447,0.9928148774302622,2559838275,False,True
-0.008414826407166134,0.002438946827439161,0.02865740409798111,!,100107343,0.058885861845058576,0.910017787229521,2721436512,False,True
0.008895302966943536,3.6766686312534066e-05,0.010588805658009811,.,100107343,0.0016933371199158397,0.9876810905357618,288922673,True,True
