Corpus,DocId,SpeakerA,SpeakerB,FLT A -> B,FLT B -> A,Sparsity A->B,Sparsity B->A
Providence,ale38.xml,MOT,CHI,1.5029585798816567,1.3063063063063063,185,102
Providence,ale38.xml,FAT,CHI,1.4878048780487805,1.5121951219512195,40,31
Providence,ale38.xml,FAT,MOT,1.3,1.5,20,21
Providence,ale38.xml,MOT,FAT,1.6333333333333333,1.4,57,17
Providence,ale38.xml,CHI,ADU,1.3333333333333333,1.6,20,16
Providence,ale38.xml,OPE,ADU,1.5,1.25,4,5
Providence,ale38.xml,MOT,ADU,1.4375,1.4444444444444444,11,14
Providence,ale38.xml,ADU,CHI,1.3076923076923077,1.3333333333333333,13,6
Providence,ale38.xml,GRA,CHI,1.5714285714285714,1.0,11,4
Providence,ale38.xml,GRA,MOT,1.45,1.4423076923076923,24,47
Providence,ale38.xml,MOT,GRA,1.5045871559633028,1.5263157894736843,119,137
Providence,ale38.xml,CHI,GRA,1.0,1.4375,4,14
Providence,ale39.xml,MOT,OPE,1.3333333333333333,1.0,12,3
Providence,ale39.xml,MOT,CHI,1.5285493827160495,1.4126126126126126,1273,613
Providence,ale39.xml,GRA,MOT,1.5462962962962963,1.5656565656565657,127,115
Providence,ale39.xml,GRA,CHI,1.548780487804878,1.4881889763779528,77,127
Providence,ale39.xml,MOT,GRA,1.5,1.5272727272727273,89,53
Providence,ale39.xml,CHI,GRA,1.4394904458598725,1.485207100591716,131,155
Providence,ale39.xml,CHI,MOT,1.4543689320388349,1.5093360995850622,502,946
Providence,ale39.xml,OPE,CHI,1.9,1.9166666666666667,12,19
Providence,ale39.xml,OPE,MOT,1.5,1.6,5,3
Providence,ale39.xml,OPE,GRA,2.0,1.3333333333333333,5,8
Providence,ale39.xml,CHI,OPE,1.1666666666666667,1.4583333333333333,18,21
Providence,ale39.xml,TOY,CHI,1.4855072463768115,1.2816901408450705,167,65
Providence,ale39.xml,MOT,TOY,1.5454545454545454,1.509009009009009,211,254
Providence,ale39.xml,TOY,MOT,1.4891304347826086,1.5108108108108107,405,268
Providence,ale39.xml,CHI,TOY,1.4666666666666666,1.4492753623188406,34,85
Providence,ale40.xml,CHI,MOT,1.31,1.4930747922437673,177,400
Providence,ale40.xml,OPE,CHI,1.625,1.0,14,2
Providence,ale40.xml,MOT,CHI,1.5487002818665832,1.4090669478123352,3123,1638
Providence,ale40.xml,MOT,OPE,1.6,1.0,4,4
Providence,ale40.xml,OPE,MOT,1.6666666666666667,2.0,12,1
Providence,ale40.xml,CHI,OPE,1.0,1.0,4,1
Providence,ale40.xml,ENV,CHI,1.3604651162790697,1.3392857142857142,98,53
Providence,ale40.xml,ENV,MOT,1.4,1.7,21,20
Providence,ale40.xml,CHI,ENV,1.25,1.391304347826087,22,61
Providence,ale40.xml,MOT,ENV,1.5245901639344261,1.4545454545454546,52,113
Providence,ale41.xml,GRA,CHI,1.5555555555555556,1.35,53,32
Providence,ale41.xml,GRA,OPE,1.3333333333333333,1.0,22,1
Providence,ale41.xml,CHI,GRA,1.4318181818181819,1.5121951219512195,98,205
Providence,ale41.xml,CHI,MOT,1.3333333333333333,1.3333333333333333,4,3
Providence,ale41.xml,MOT,CHI,1.5109465550547327,1.3918174665617624,2851,1157
Providence,ale42.xml,MOT,CHI,1.5376344086021505,1.5930232558139534,95,76
Providence,ale42.xml,MOT,OPE,1.6153846153846154,1.0,8,1
Providence,ale42.xml,CHI,MOT,1.419894366197183,1.5312916111850865,2229,2924
Providence,ale42.xml,OPE,MOT,1.25,1.25,6,12
Providence,ale43.xml,MOT,CHI,1.4819027921406411,1.3830749354005167,2824,1206
Providence,ale43.xml,OPE,CHI,2.0,1.0,4,6
Providence,ale43.xml,OPE,MOT,1.25,1.5,6,5
Providence,ale43.xml,CHI,MOT,1.1772151898734178,1.3432835820895523,65,91
Providence,ale43.xml,CHI,OPE,1.4545454545454546,1.25,11,10
Providence,ale43.xml,MOT,OPE,1.434782608695652,1.0,14,2
Providence,ale43.xml,MOT,ENV,1.4736842105263157,1.5454545454545454,21,11
Providence,ale44.xml,MOT,CHI,1.5161290322580645,1.3936305732484076,1758,1565
Providence,ale44.xml,GRA,CHI,1.509090909090909,1.4285714285714286,51,28
Providence,ale44.xml,GRA,MOT,1.4375,1.5178571428571428,81,52
Providence,ale44.xml,CHI,MOT,1.4405286343612336,1.5,579,1317
Providence,ale44.xml,MOT,GRA,1.5,1.434782608695652,73,67
Providence,ale44.xml,OPE,MOT,1.3333333333333333,1.5833333333333333,4,13
Providence,ale44.xml,CHI,GRA,1.5,1.5740740740740742,34,56
Providence,ale45.xml,CHI,MOT,1.4152128401953943,1.5214632325494588,1463,2682
Providence,ale45.xml,CHI,GRA,1.4166666666666667,1.6896551724137931,19,55
Providence,ale45.xml,OPE,CHI,1.0,1.4615384615384615,1,8
Providence,ale45.xml,GRA,CHI,1.56,1.3888888888888888,29,34
Providence,ale45.xml,MOT,CHI,1.5382475660639778,1.3944954128440368,714,461
Providence,ale45.xml,MOT,GRA,1.4864864864864864,1.5789473684210527,32,15
Providence,ale45.xml,MOT,ADU,1.5116279069767442,1.4313725490196079,87,70
Providence,ale45.xml,ADU,CHI,1.3043478260869565,1.1,28,10
Providence,ale45.xml,GRA,MOT,1.457142857142857,1.565217391304348,35,26
Providence,ale45.xml,ADU,MOT,1.3488372093023255,1.5185185185185186,37,31
Providence,ale45.xml,CHI,ADU,1.6153846153846154,1.4583333333333333,54,29
Providence,ale45.xml,GRA,ADU,1.2272727272727273,1.4482758620689655,38,46
Providence,ale45.xml,ADU,GRA,1.25,1.3636363636363635,11,19
Providence,ale45.xml,ADU,OPE,1.25,1.0,2,1
Providence,ale46.xml,CHI,TOY,1.0,1.25,1,2
Providence,ale46.xml,MOT,CHI,1.4918032786885247,1.466863033873343,1643,715
Providence,ale46.xml,MOT,TOY,1.423728813559322,1.3170731707317074,122,31
Providence,ale46.xml,CHI,MOT,1.4783180026281209,1.5246268656716417,780,1289
Providence,ale46.xml,GRA,MOT,1.4125,1.5575221238938053,79,120
Providence,ale46.xml,TOY,MOT,1.5,1.6666666666666667,7,5
Providence,ale46.xml,TOY,CHI,1.0,1.4444444444444444,2,6
Providence,ale46.xml,GRA,CHI,1.4461538461538461,1.44,66,48
Providence,ale46.xml,MOT,GRA,1.507462686567164,1.5603448275862069,233,116
Providence,ale46.xml,CHI,GRA,1.4615384615384615,1.5,13,22
Providence,ale46.xml,CHI,ADU,1.375,1.0,6,4
Providence,ale46.xml,MOT,ADU,1.5,1.0,36,6
Providence,ale46.xml,ADU,MOT,1.0,1.4791666666666667,7,51
Providence,ale46.xml,GRA,ADU,1.5714285714285714,1.4615384615384615,7,12
Providence,ale46.xml,CHI,OPE,1.2,1.625,6,7
Providence,ale46.xml,MOT,OPE,1.4838709677419355,1.3571428571428572,49,18
Providence,ale46.xml,ADU,CHI,1.2941176470588236,1.75,13,15
Providence,ale46.xml,OPE,MOT,1.0,1.4615384615384615,6,38
Providence,ale46.xml,OPE,CHI,1.0,1.0,2,2
Providence,ale46.xml,ADU,OPE,1.0,1.0,1,1
Providence,ale46.xml,TOY,ADU,1.0,1.6,2,6
Providence,ale47.xml,MOT,CHI,1.537037037037037,1.238532110091743,244,106
Providence,ale47.xml,FAT,CHI,1.0,UD,2,1
Providence,ale47.xml,MOT,FAT,1.3333333333333333,1.0,12,5
Providence,ale47.xml,CHI,MOT,1.3776307877330127,1.5258696287635194,1461,3262
Providence,ale47.xml,ADU,MOT,1.52,1.5348837209302326,29,94
Providence,ale47.xml,OPE,MOT,1.6,1.1764705882352942,7,14
Providence,ale47.xml,CHI,OPE,1.0,1.0,1,1
Providence,ale48.xml,CHI,MOT,1.4492939666238767,1.507157464212679,618,929
Providence,ale48.xml,GRA,MOT,1.0,1.6666666666666667,1,3
Providence,ale48.xml,CHI,TOY,1.0,1.3,6,10
Providence,ale48.xml,MOT,CHI,1.494321977287909,1.3766937669376693,1387,676
Providence,ale48.xml,ADU,MOT,1.6111111111111112,1.6666666666666667,20,22
Providence,ale48.xml,CHI,ADU,1.5714285714285714,1.1666666666666667,6,4
Providence,ale48.xml,CHI,OPE,1.375,1.3333333333333333,4,4
Providence,ale48.xml,CHI,GRA,1.5,1.4545454545454546,10,11
Providence,ale48.xml,OPE,CHI,1.4285714285714286,1.3,4,12
Providence,ale48.xml,ADU,CHI,1.5,1.0,9,1
Providence,ale48.xml,MOT,ADU,UD,1.5,2,3
Providence,ale48.xml,MOT,GRA,1.4772727272727273,1.0,33,13
Providence,ale49.xml,MOT,CHI,1.552145214521452,1.393087287639133,3113,1771
Providence,ale50.xml,CHI,MOT,1.5384615384615385,1.3888888888888888,23,21
Providence,ale50.xml,GRA,CHI,1.4375,1.6129032258064515,28,28
Providence,ale50.xml,MOT,CHI,1.492250922509225,1.3273403595784252,2887,1600
Providence,ale50.xml,MOT,GRA,1.5,1.2,5,9
Providence,ale50.xml,MOT,TOY,1.65,1.125,19,6
Providence,ale50.xml,TOY,MOT,1.2,1.4285714285714286,11,8
Providence,ale50.xml,GRA,TOY,1.2,1.3636363636363635,3,9
Providence,ale50.xml,GRA,MOT,1.2,1.3636363636363635,11,14
Providence,ale50.xml,TOY,CHI,1.25,1.4,1,4
Providence,ale51.xml,CHI,MOT,1.4417501317870323,1.517766497461929,1989,3173
Providence,ale52.xml,MOT,CHI,1.505804311774461,1.4241915161696765,3201,2667
Providence,ale52.xml,OPE,CHI,1.5,1.5333333333333334,4,8
Providence,ale52.xml,MOT,OPE,1.5151515151515151,1.25,37,7
Providence,ale52.xml,FAT,CHI,1.3846153846153846,1.4736842105263157,45,50
Providence,ale52.xml,MOT,FAT,1.5333333333333334,1.5352112676056338,105,72
Providence,ale52.xml,CHI,MOT,1.3383084577114428,1.5018315018315018,201,314
Providence,ale52.xml,CHI,FAT,1.25,1.3928571428571428,16,27
Providence,ale52.xml,MOT,TOY,1.4545454545454546,1.3888888888888888,19,8
Providence,ale52.xml,CHI,TOY,1.5454545454545454,1.125,10,18
Providence,ale52.xml,CHI,OPE,1.0,2.0,2,4
Providence,eth01.xml,MOT,CHI,1.4696428571428573,1.0,540,2
Providence,eth02.xml,MOT,CHI,1.4954556047541365,1.102803738317757,3684,93
Providence,eth03.xml,MOT,CHI,1.5339144647235086,1.0135135135135136,3530,152
Providence,eth03.xml,MOT,OPE,1.5625,1.411764705882353,12,19
Providence,eth04.xml,MOT,CHI,1.5064102564102564,1.2155844155844155,2971,363
Providence,eth05.xml,MOT,CHI,1.513623978201635,1.1951219512195121,1411,138
Providence,eth05.xml,TOY,CHI,1.0,1.0,4,1
Providence,eth05.xml,MOT,TOY,1.5714285714285714,1.3333333333333333,33,4
Providence,eth05.xml,CHI,MOT,1.17351598173516,1.496885813148789,207,1336
Providence,eth05.xml,TOY,MOT,1.625,1.5797101449275361,5,60
Providence,eth06.xml,MOT,CHI,1.4481409001956946,1.0730593607305936,1822,527
Providence,eth06.xml,MOT,TOY,1.4573643410852712,1.15625,103,25
Providence,eth06.xml,CHI,MOT,1.0532544378698225,1.5121412803532008,171,849
Providence,eth06.xml,OPE,CHI,1.6666666666666667,1.0,4,1
Providence,eth07.xml,CHI,MOT,1.0970654627539504,1.4636048526863086,372,3311
Providence,eth07.xml,OPE,MOT,1.6666666666666667,1.5,5,7
Providence,eth08.xml,CHI,MOT,1.1912832929782082,1.5056360708534622,685,3847
Providence,eth08.xml,OPE,MOT,2.0,UD,3,2
Providence,eth09.xml,CHI,MOT,1.3138297872340425,1.523658304223563,627,3064
Providence,eth10.xml,MOT,CHI,1.4724104549854793,1.2746268656716417,956,272
Providence,eth10.xml,MOT,OPE,1.5054945054945055,1.5,69,60
Providence,eth10.xml,CHI,OPE,1.7692307692307692,1.5555555555555556,14,24
Providence,eth10.xml,OPE,MOT,1.375,1.7777777777777777,3,7
Providence,eth10.xml,CHI,MOT,1.2925243770314192,1.5232785057150822,680,3141
Providence,eth10.xml,OPE,CHI,1.3333333333333333,1.4210526315789473,27,9
Providence,eth10.xml,MOT,TOY,1.0,UD,3,2
Providence,eth11.xml,CHI,MOT,1.302828618968386,1.504725236261813,978,2667
Providence,eth11.xml,OPE,MOT,1.391304347826087,1.5333333333333334,22,82
Providence,eth11.xml,CHI,OPE,1.0,1.7142857142857142,2,5
Providence,eth11.xml,MOT,OPE,2.0,1.4285714285714286,1,4
Providence,eth11.xml,OPE,CHI,1.4705882352941178,1.4,18,3
Providence,eth11.xml,MOT,CHI,1.8,1.0,8,3
Providence,eth12.xml,CHI,MOT,1.233800350262697,1.4727983168019236,871,3036
Providence,eth12.xml,OPE,MOT,1.6666666666666667,1.5161290322580645,19,31
Providence,eth12.xml,CHI,OPE,1.0,1.2857142857142858,1,5
Providence,eth12.xml,MOT,OPE,1.3636363636363635,1.3333333333333333,8,6
Providence,eth13.xml,MOT,CHI,1.526738794435858,1.378826530612245,2814,569
Providence,eth13.xml,MOT,OPE,1.625,1.0,10,3
Providence,eth14.xml,MOT,CHI,1.6,1.0,7,6
Providence,eth14.xml,OPE,CHI,1.4193548387096775,1.0,25,13
Providence,eth14.xml,MOT,OPE,1.5,2.0,13,3
Providence,eth14.xml,CHI,MOT,1.3706434316353888,1.5047543581616483,1186,3549
Providence,eth15.xml,MOT,CHI,1.5211267605633803,1.1657894736842105,840,354
Providence,eth15.xml,MOT,TOY,1.4047619047619047,1.5,38,8
Providence,eth15.xml,CHI,MOT,1.193224592220828,1.5279665446941977,751,1845
Providence,eth15.xml,TOY,MOT,1.5,1.425,6,32
Providence,eth15.xml,TOY,CHI,1.0,2.0,1,3
Providence,eth16.xml,CHI,MOT,1.3030155642023347,1.4877126654064272,1567,3159
Providence,eth16.xml,CHI,FAT,1.375,1.4827586206896552,13,37
Providence,eth16.xml,FAT,CHI,1.4,1.3333333333333333,8,4
Providence,eth16.xml,MOT,FAT,1.7333333333333334,1.5833333333333333,15,13
Providence,eth16.xml,FAT,MOT,1.5135135135135136,1.5333333333333334,30,15
Providence,eth16.xml,MOT,CHI,1.5263157894736843,1.1111111111111112,30,13
Providence,eth17.xml,MOT,CHI,1.5052671181339352,1.3388842631140716,2556,1053
Providence,eth18.xml,CHI,MOT,1.3393574297188755,1.5376106194690264,380,1240
Providence,eth18.xml,OPE,CHI,1.6,2.0,2,3
Providence,eth18.xml,MOT,CHI,1.5241433021806854,1.3847402597402598,2282,558
Providence,eth19.xml,MOT,CHI,1.4821480406386067,1.3,3279,1010
Providence,eth20.xml,CHI,MOT,1.2222222222222223,1.5084745762711864,35,63
Providence,eth20.xml,TOY,CHI,2.0,2.0,5,2
Providence,eth20.xml,MOT,CHI,1.463258785942492,1.2177121771217712,2476,1231
Providence,eth21.xml,MOT,CHI,1.5316221222545647,1.275787187839305,3424,820
Providence,eth22.xml,CHI,MOT,1.2971137521222411,1.514388489208633,587,2025
Providence,eth23.xml,MOT,OPE,1.56,1.6923076923076923,19,13
Providence,eth23.xml,MOT,CHI,1.6666666666666667,1.0,3,1
Providence,eth23.xml,CHI,MOT,1.312169312169312,1.5058823529411764,170,433
Providence,eth23.xml,CHI,OPE,1.4,1.3829787234042554,6,34
Providence,eth23.xml,OPE,MOT,1.6666666666666667,1.6,2,2
Providence,eth24.xml,CHI,MOT,1.2813299232736572,1.497325011145787,1300,3989
Providence,eth25.xml,MOT,CHI,1.4913743530764807,1.2681110358835477,3299,1526
Providence,eth26.xml,MOT,CHI,1.5172413793103448,1.3457446808510638,1934,578
Providence,eth26.xml,MOT,OPE,1.2,1.6666666666666667,4,9
Providence,eth26.xml,MOT,TOY,1.5757575757575757,1.4093264248704662,160,156
Providence,eth26.xml,TOY,CHI,1.425531914893617,1.2142857142857142,72,17
Providence,eth26.xml,CHI,MOT,1.3282051282051281,1.4913269731136167,776,2077
Providence,eth26.xml,TOY,MOT,1.4097560975609755,1.4109589041095891,168,141
Providence,eth26.xml,CHI,TOY,1.6,1.4285714285714286,13,13
Providence,eth27.xml,CHI,MOT,1.3081328751431844,1.5166274773261672,810,2727
Providence,eth28.xml,MOT,CHI,1.5285145888594165,1.259375,1321,302
Providence,eth28.xml,OPE,MOT,1.0,1.6666666666666667,1,2
Providence,eth28.xml,CHI,MOT,1.3031218529707955,1.532440351611553,962,2448
Providence,eth28.xml,OPE,CHI,1.25,1.0,3,1
Providence,eth28.xml,MOT,OPE,1.6842105263157894,1.4736842105263157,17,18
Providence,eth28.xml,CHI,OPE,1.0,1.25,5,8
Providence,eth29.xml,MOT,CHI,1.5546159267089499,1.301775147928994,1327,348
Providence,eth29.xml,OPE,MOT,1.0,1.25,4,9
Providence,eth29.xml,CHI,MOT,1.3125,1.5071428571428571,51,139
Providence,eth30.xml,MOT,CHI,1.5198072805139187,1.2614107883817427,3528,1138
Providence,eth31.xml,MOT,CHI,1.4896457765667575,1.3057901085645356,3368,1610
Providence,eth32.xml,CHI,MOT,1.255570117955439,1.4678111587982832,771,2041
Providence,eth33.xml,MOT,CHI,1.5011135857461024,1.3287143956889915,3675,1172
Providence,eth34.xml,CHI,MOT,1.3165340406719717,1.5092481383617584,1065,3740
Providence,eth34.xml,OPE,CHI,1.0,1.0,1,2
Providence,eth34.xml,OPE,MOT,1.3,1.5185185185185186,8,17
Providence,eth35.xml,MOT,OPE,1.6111111111111112,2.0,17,2
Providence,eth35.xml,MOT,CHI,1.4641119221411192,1.2305295950155763,1425,643
Providence,eth35.xml,MOT,TO1,1.4927536231884058,1.2,62,43
Providence,eth35.xml,TO1,MOT,1.0,1.0,3,2
Providence,eth35.xml,CHI,MOT,1.4372093023255814,1.5125925925925925,938,2338
Providence,eth35.xml,TO2,MOT,1.5,1.4615384615384615,16,8
Providence,eth35.xml,TO2,CHI,1.3859649122807018,1.5,34,26
Providence,eth35.xml,MOT,TO2,1.5,1.4666666666666666,68,41
Providence,eth35.xml,CHI,TO2,1.3333333333333333,1.0,5,1
Providence,eth36.xml,MOT,CHI,1.5182926829268293,1.3908296943231442,3779,1311
Providence,eth37.xml,MOT,CHI,1.5464949928469243,1.4016,1965,601
Providence,eth37.xml,MOT,TOY,1.5714285714285714,1.4444444444444444,15,13
Providence,eth37.xml,CHI,MOT,1.3943502824858758,1.5109075043630018,819,2090
Providence,eth38.xml,MOT,CHI,1.515191838545132,1.330150068212824,4479,1388
Providence,eth39.xml,MOT,OPE,1.608695652173913,2.0,41,2
Providence,eth39.xml,MOT,CHI,1.4921875,1.4038128249566724,4770,954
Providence,eth40.xml,MOT,CHI,1.4867754642656161,1.265625,3383,1601
Providence,eth40.xml,OPE,MOT,1.5,1.4761904761904763,3,17
Providence,eth40.xml,CHI,MOT,1.205128205128205,1.4383561643835616,40,61
Providence,eth41.xml,MOT,CHI,1.487750556792873,1.3339587242026267,3760,1087
Providence,eth42.xml,CHI,MOT,1.0,1.375,2,9
Providence,eth42.xml,OPE,MOT,1.0,1.0,1,3
Providence,eth42.xml,OPE,CHI,1.0,1.0,1,8
Providence,eth42.xml,MOT,CHI,1.505050505050505,1.3491952414275716,3973,1358
Providence,eth43.xml,MOT,CHI,1.5298507462686568,1.3725752508361204,4054,1426
Providence,eth44.xml,MOT,CHI,1.493099787685775,1.2996134020618557,3752,1477
Providence,eth45.xml,MOT,CHI,1.528774686770015,1.4381972333779562,4464,2258
Providence,eth46.xml,CHI,MOT,1.2686139747995417,1.469589457678662,1864,3910
Providence,eth46.xml,FAT,MOT,2.0,1.0,2,1
Providence,eth46.xml,FAT,CHI,1.625,1.0,6,1
Providence,eth46.xml,MOT,CHI,1.5384615384615385,1.1428571428571428,9,8
Providence,eth47.xml,CHI,MOT,1.324851109907959,1.5157360406091371,1655,3774
Providence,eth47.xml,CHI,OPE,1.0,1.6,1,4
Providence,eth47.xml,MOT,CHI,1.5379464285714286,1.408450704225352,434,211
Providence,eth47.xml,TO1,MOT,1.2857142857142858,1.3529411764705883,15,18
Providence,eth47.xml,TO2,CHI,1.0,1.0,1,4
Providence,eth47.xml,TO2,MOT,1.0,1.4838709677419355,1,33
Providence,eth47.xml,TO3,MOT,1.0,1.4838709677419355,2,20
Providence,eth48.xml,MOT,CHI,1.4890344631159214,1.2887588800668617,3573,2378
Providence,eth49.xml,MOT,CHI,1.485090909090909,1.3,3844,1932
Providence,eth50.xml,MOT,CHI,1.4921242124212422,1.2745098039215685,4243,1668
Providence,lil01.xml,MOT,CHI,1.5013623978201636,1.0362694300518134,3819,167
Providence,lil02.xml,MOT,CHI,1.461090909090909,1.0380952380952382,2489,204
Providence,lil02.xml,MOT,TOY,1.52,1.3555555555555556,185,24
Providence,lil02.xml,TOY,MOT,1.2409638554216869,1.5076923076923077,51,51
Providence,lil02.xml,CHI,MOT,1.0134228187919463,1.5362014690451207,158,1603
Providence,lil03.xml,MOT,CHI,1.4698251551043429,1.009933774834437,3231,288
Providence,lil03.xml,MOT,TOY,1.5894736842105264,1.6262626262626263,90,95
Providence,lil03.xml,CHI,TOY,1.0,1.3125,2,11
Providence,lil04.xml,CHI,MOT,1.0134529147982063,1.5095351609058403,213,4026
Providence,lil04.xml,TOY,MOT,1.4217687074829932,1.4860557768924303,118,226
Providence,lil04.xml,CHI,TOY,1.0,2.0,2,6
Providence,lil04.xml,MOT,TOY,1.5555555555555556,2.0,6,2
Providence,lil05.xml,MOT,CHI,1.4976881042454813,1.0135593220338983,2154,300
Providence,lil05.xml,MOT,OPE,1.4760147601476015,1.5324675324675325,267,81
Providence,lil05.xml,CHI,MOT,1.0,1.5714285714285714,311,1670
Providence,lil05.xml,OPE,MOT,1.537313432835821,1.5961538461538463,82,194
Providence,lil05.xml,CHI,OPE,1.0,1.5384615384615385,9,23
Providence,lil05.xml,OPE,CHI,1.5471698113207548,1.0,33,15
Providence,lil05.xml,TOY,OPE,1.2857142857142858,1.0,4,1
Providence,lil05.xml,TOY,MOT,1.4307692307692308,1.359375,55,78
Providence,lil05.xml,MOT,TOY,1.457142857142857,1.5483870967741935,135,92
Providence,lil05.xml,OPE,TOY,1.8,1.6666666666666667,10,6
Providence,lil05.xml,TOY,CHI,2.0,1.0,4,1
Providence,lil05.xml,CHI,TOY,1.0,2.0,1,2
Providence,lil06.xml,OPE,MOT,1.4368932038834952,1.4619047619047618,91,178
Providence,lil06.xml,CHI,MOT,1.0,1.4928968499073503,397,1457
Providence,lil06.xml,OPE,CHI,1.4444444444444444,1.0,18,6
Providence,lil06.xml,MOT,CHI,1.4975868725868726,1.0,1734,299
Providence,lil06.xml,MOT,OPE,1.5084745762711864,1.393939393939394,333,64
Providence,lil06.xml,CHI,OPE,1.0,1.5625,62,21
Providence,lil06.xml,TOY,MOT,1.425,1.5211267605633803,28,53
Providence,lil06.xml,TOY,OPE,1.0,1.6,5,2
Providence,lil06.xml,MOT,TOY,1.5068493150684932,1.2,83,7
Providence,lil06.xml,CHI,TOY,1.0,1.0,7,2
Providence,lil06.xml,TOY,CHI,1.0,1.0,1,3
Providence,lil07.xml,MOT,CHI,1.4798044217687074,1.0009633911368014,4358,1031
Providence,lil08.xml,MOT,CHI,1.480634156130845,1.0098684210526316,4034,596
Providence,lil09.xml,MOT,CHI,1.4827280779450842,1.0017182130584192,3836,568
Providence,lil10.xml,MOT,CHI,1.5035675675675675,1.0099431818181819,4155,696
Providence,lil10.xml,MOT,TOY,1.4,1.4864864864864864,9,24
Providence,lil11.xml,MOT,CHI,1.4913136833886396,1.0239099859353025,4481,692
Providence,lil11.xml,MOT,ENV,1.25,1.0,2,1
Providence,lil11.xml,OPE,CHI,1.6,1.0,6,1
Providence,lil12.xml,CHI,MOT,1.0208333333333333,1.5001147052076165,912,3969
Providence,lil12.xml,ENV,MOT,1.0,1.7096774193548387,1,38
Providence,lil12.xml,ENV,CHI,1.0,2.0,1,1
Providence,lil12.xml,MOT,CHI,1.617391304347826,1.0392156862745099,200,51
Providence,lil12.xml,MOT,ENV,2.0,1.0,4,1
Providence,lil13.xml,MOT,CHI,1.5107317897583235,1.0619469026548674,5293,878
Providence,lil14.xml,MOT,CHI,1.5198501872659176,1.0267857142857142,3764,549
Providence,lil14.xml,MOT,OPE,1.5379310344827586,1.5,274,94
Providence,lil14.xml,CHI,OPE,1.0,1.8571428571428572,9,7
Providence,lil14.xml,OPE,CHI,1.5555555555555556,1.0,13,8
Providence,lil14.xml,OPE,MOT,1.5961538461538463,1.5326086956521738,42,328
Providence,lil14.xml,CHI,MOT,1.0264150943396226,1.4970267591674926,266,1712
Providence,lil14.xml,MOT,TOY,1.8214285714285714,1.65,37,28
Providence,lil15.xml,MOT,OPE,1.5236220472440944,1.4642857142857142,249,61
Providence,lil15.xml,MOT,CHI,1.530288733723344,1.125269978401728,4911,887
Providence,lil15.xml,OPE,MOT,1.5869565217391304,1.5678391959798994,46,178
Providence,lil15.xml,CHI,MOT,1.0679611650485437,1.5208333333333333,84,445
Providence,lil15.xml,CHI,OPE,1.0,1.2857142857142858,5,5
Providence,lil15.xml,OPE,CHI,1.1428571428571428,1.1428571428571428,11,8
Providence,lil16.xml,FAT,CHI,1.6038781163434903,1.160919540229885,286,66
Providence,lil16.xml,MOT,FAT,1.55956678700361,1.5970873786407767,239,172
Providence,lil16.xml,CHI,MOT,1.1451104100946372,1.553014553014553,289,905
Providence,lil16.xml,FAT,MOT,1.5,1.6048387096774193,158,132
Providence,lil16.xml,CHI,FAT,1.2142857142857142,1.5076142131979695,39,142
Providence,lil16.xml,MOT,CHI,1.491313789359392,1.05,1746,493
Providence,lil16.xml,MOT,OPE,1.5081521739130435,1.5324675324675325,320,157
Providence,lil16.xml,CHI,OPE,1.0,1.6,18,28
Providence,lil16.xml,OPE,MOT,1.5338983050847457,1.5,104,147
Providence,lil16.xml,OPE,CHI,1.6,1.0175438596491229,54,58
Providence,lil17.xml,CHI,MOT,1.21359940872136,1.5269175797999046,1132,3712
Providence,lil17.xml,OP1,MOT,1.4701986754966887,1.5230263157894737,157,298
Providence,lil17.xml,OP1,CHI,1.6451612903225807,1.2173913043478262,55,20
Providence,lil17.xml,MOT,OP1,1.4107142857142858,1.554054054054054,48,82
Providence,lil17.xml,CHI,OP1,1.3333333333333333,1.5384615384615385,6,11
Providence,lil17.xml,MOT,CHI,1.6296296296296295,1.2903225806451613,168,23
Providence,lil17.xml,MOT,ENV,2.0,1.0,4,1
Providence,lil18.xml,MOT,CHI,1.5140737508182414,1.1989071038251367,4080,807
Providence,lil18.xml,MOT,OPE,1.5058365758754864,1.6290322580645162,217,158
Providence,lil18.xml,CHI,OPE,1.375,1.5909090909090908,8,29
Providence,lil18.xml,OPE,MOT,1.497584541062802,1.5726141078838174,214,231
Providence,lil18.xml,CHI,MOT,1.1397849462365592,1.531986531986532,89,358
Providence,lil18.xml,OPE,CHI,1.5714285714285714,1.380952380952381,84,19
Providence,lil18.xml,ENV,CHI,1.0,1.0,1,1
Providence,lil19.xml,CHI,MOT,1.2763157894736843,1.5195996663886573,280,1071
Providence,lil19.xml,FAT,MOT,1.6041666666666667,1.5714285714285714,80,161
Providence,lil19.xml,CHI,FAT,1.1818181818181819,1.5263157894736843,16,16
Providence,lil19.xml,MOT,CHI,1.4963210702341136,1.225071225071225,2685,555
Providence,lil19.xml,MOT,FAT,1.5,1.565217391304348,74,18
Providence,lil19.xml,FAT,CHI,1.5454545454545454,1.0,12,7
Providence,lil19.xml,OPE,CHI,1.5904761904761904,1.2,104,40
Providence,lil19.xml,CHI,OPE,1.1875,1.55,27,40
Providence,lil19.xml,OPE,MOT,1.5189003436426116,1.486322188449848,308,307
Providence,lil19.xml,MOT,OPE,1.4712041884816753,1.5384615384615385,364,343
Providence,lil19.xml,TOY,MOT,1.6,1.5,4,7
Providence,lil20.xml,CHI,MOT,1.2837259100642398,1.5064451446576912,793,3223
Providence,lil20.xml,OPE,MOT,1.4915254237288136,1.5343137254901962,121,376
