BA,BNotA,NotBA,NotBNotA,alignment,baseDenom,baseNum,category,conv,corpus,docId,numUtterances,powerDenom,powerNum,replierId,sparsityA,sparsityB,speakerId
0.0,0.0,1.0,16.0,0.0,17,0.0,there,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,0.0,1.0,16.0,0.0,17,0.0,for,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,0.0,1.0,16.0,0.0,17,0.0,where,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,0.0,1.0,16.0,0.0,17,0.0,like,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,0.0,2.0,15.0,0.0,17,0.0,did,"('OPE', 'CHI')",Providence,lil55.xml,17,2.0,0.0,CHI,87,69,OPE
0.0,0.0,1.0,16.0,0.0,17,0.0,are,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,0.0,1.0,16.0,0.0,17,0.0,it,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,0.0,1.0,16.0,0.0,17,0.0,they,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,0.0,1.0,16.0,0.0,17,0.0,go,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,0.0,1.0,16.0,0.0,17,0.0,at,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,0.0,1.0,16.0,0.0,17,0.0,have,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,0.0,1.0,16.0,0.0,17,0.0,see,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,0.0,1.0,16.0,0.0,17,0.0,and,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,0.0,1.0,8.0,0.0,9,0.0,get,"('OPE', 'MOT')",Providence,lil55.xml,9,1.0,0.0,MOT,42,144,OPE
0.0,0.0,1.0,8.0,0.0,9,0.0,for,"('OPE', 'MOT')",Providence,lil55.xml,9,1.0,0.0,MOT,42,144,OPE
0.0,0.0,1.0,8.0,0.0,9,0.0,was,"('OPE', 'MOT')",Providence,lil55.xml,9,1.0,0.0,MOT,42,144,OPE
0.0,0.0,2.0,7.0,0.0,9,0.0,yeah,"('OPE', 'MOT')",Providence,lil55.xml,9,2.0,0.0,MOT,42,144,OPE
1.0,8.0,22.0,162.0,-0.003153863482766389,193,9.0,and,"('MOT', 'CHI')",Providence,lil55.xml,193,23.0,1.0,CHI,2436,892,MOT
0.0,1.0,7.0,191.0,-0.005025125628140704,199,1.0,my,"('CHI', 'MOT')",Providence,lil55.xml,199,7.0,0.0,MOT,1101,2433,CHI
0.0,1.0,2.0,196.0,-0.005025125628140704,199,1.0,look,"('CHI', 'MOT')",Providence,lil55.xml,199,2.0,0.0,MOT,1101,2433,CHI
0.0,1.0,12.0,180.0,-0.0051813471502590676,193,1.0,for,"('MOT', 'CHI')",Providence,lil55.xml,193,12.0,0.0,CHI,2436,892,MOT
0.0,1.0,4.0,188.0,-0.0051813471502590676,193,1.0,but,"('MOT', 'CHI')",Providence,lil55.xml,193,4.0,0.0,CHI,2436,892,MOT
0.0,1.0,8.0,184.0,-0.0051813471502590676,193,1.0,did,"('MOT', 'CHI')",Providence,lil55.xml,193,8.0,0.0,CHI,2436,892,MOT
0.0,1.0,5.0,187.0,-0.0051813471502590676,193,1.0,not,"('MOT', 'CHI')",Providence,lil55.xml,193,5.0,0.0,CHI,2436,892,MOT
0.0,1.0,4.0,188.0,-0.0051813471502590676,193,1.0,look,"('MOT', 'CHI')",Providence,lil55.xml,193,4.0,0.0,CHI,2436,892,MOT
1.0,2.0,5.0,9.0,-0.009803921568627472,17,3.0,you,"('OPE', 'CHI')",Providence,lil55.xml,17,6.0,1.0,CHI,87,69,OPE
0.0,2.0,1.0,196.0,-0.010050251256281407,199,2.0,gonna,"('CHI', 'MOT')",Providence,lil55.xml,199,1.0,0.0,MOT,1101,2433,CHI
0.0,2.0,10.0,181.0,-0.010362694300518135,193,2.0,get,"('MOT', 'CHI')",Providence,lil55.xml,193,10.0,0.0,CHI,2436,892,MOT
0.0,2.0,7.0,184.0,-0.010362694300518135,193,2.0,wanna,"('MOT', 'CHI')",Providence,lil55.xml,193,7.0,0.0,CHI,2436,892,MOT
0.0,2.0,13.0,178.0,-0.010362694300518135,193,2.0,of,"('MOT', 'CHI')",Providence,lil55.xml,193,13.0,0.0,CHI,2436,892,MOT
0.0,2.0,1.0,190.0,-0.010362694300518135,193,2.0,my,"('MOT', 'CHI')",Providence,lil55.xml,193,1.0,0.0,CHI,2436,892,MOT
0.0,2.0,4.0,187.0,-0.010362694300518135,193,2.0,gonna,"('MOT', 'CHI')",Providence,lil55.xml,193,4.0,0.0,CHI,2436,892,MOT
0.0,2.0,7.0,184.0,-0.010362694300518135,193,2.0,like,"('MOT', 'CHI')",Providence,lil55.xml,193,7.0,0.0,CHI,2436,892,MOT
0.0,2.0,12.0,179.0,-0.010362694300518135,193,2.0,with,"('MOT', 'CHI')",Providence,lil55.xml,193,12.0,0.0,CHI,2436,892,MOT
0.0,2.0,17.0,174.0,-0.010362694300518135,193,2.0,do,"('MOT', 'CHI')",Providence,lil55.xml,193,17.0,0.0,CHI,2436,892,MOT
0.0,2.0,7.0,184.0,-0.010362694300518135,193,2.0,make,"('MOT', 'CHI')",Providence,lil55.xml,193,7.0,0.0,CHI,2436,892,MOT
0.0,2.0,8.0,183.0,-0.010362694300518135,193,2.0,at,"('MOT', 'CHI')",Providence,lil55.xml,193,8.0,0.0,CHI,2436,892,MOT
1.0,16.0,13.0,169.0,-0.01399856424982053,199,17.0,what,"('CHI', 'MOT')",Providence,lil55.xml,199,14.0,1.0,MOT,1101,2433,CHI
0.0,3.0,2.0,194.0,-0.01507537688442211,199,3.0,put,"('CHI', 'MOT')",Providence,lil55.xml,199,2.0,0.0,MOT,1101,2433,CHI
0.0,3.0,2.0,194.0,-0.01507537688442211,199,3.0,where,"('CHI', 'MOT')",Providence,lil55.xml,199,2.0,0.0,MOT,1101,2433,CHI
0.0,3.0,5.0,185.0,-0.015544041450777202,193,3.0,some,"('MOT', 'CHI')",Providence,lil55.xml,193,5.0,0.0,CHI,2436,892,MOT
0.0,3.0,10.0,180.0,-0.015544041450777202,193,3.0,go,"('MOT', 'CHI')",Providence,lil55.xml,193,10.0,0.0,CHI,2436,892,MOT
0.0,3.0,5.0,185.0,-0.015544041450777202,193,3.0,have,"('MOT', 'CHI')",Providence,lil55.xml,193,5.0,0.0,CHI,2436,892,MOT
0.0,4.0,11.0,178.0,-0.02072538860103627,193,4.0,put,"('MOT', 'CHI')",Providence,lil55.xml,193,11.0,0.0,CHI,2436,892,MOT
0.0,5.0,3.0,191.0,-0.02512562814070352,199,5.0,get,"('CHI', 'MOT')",Providence,lil55.xml,199,3.0,0.0,MOT,1101,2433,CHI
0.0,5.0,5.0,189.0,-0.02512562814070352,199,5.0,want,"('CHI', 'MOT')",Providence,lil55.xml,199,5.0,0.0,MOT,1101,2433,CHI
0.0,5.0,10.0,178.0,-0.025906735751295335,193,5.0,think,"('MOT', 'CHI')",Providence,lil55.xml,193,10.0,0.0,CHI,2436,892,MOT
0.0,6.0,7.0,186.0,-0.03015075376884422,199,6.0,for,"('CHI', 'MOT')",Providence,lil55.xml,199,7.0,0.0,MOT,1101,2433,CHI
0.0,6.0,1.0,192.0,-0.03015075376884422,199,6.0,go,"('CHI', 'MOT')",Providence,lil55.xml,199,1.0,0.0,MOT,1101,2433,CHI
0.0,6.0,29.0,158.0,-0.031088082901554404,193,6.0,that,"('MOT', 'CHI')",Providence,lil55.xml,193,29.0,0.0,CHI,2436,892,MOT
0.0,7.0,1.0,191.0,-0.035175879396984924,199,7.0,of,"('CHI', 'MOT')",Providence,lil55.xml,199,1.0,0.0,MOT,1101,2433,CHI
0.0,7.0,4.0,182.0,-0.03626943005181347,193,7.0,want,"('MOT', 'CHI')",Providence,lil55.xml,193,4.0,0.0,CHI,2436,892,MOT
0.0,7.0,23.0,163.0,-0.03626943005181347,193,7.0,in,"('MOT', 'CHI')",Providence,lil55.xml,193,23.0,0.0,CHI,2436,892,MOT
0.0,8.0,1.0,190.0,-0.04020100502512563,199,8.0,wanna,"('CHI', 'MOT')",Providence,lil55.xml,199,1.0,0.0,MOT,1101,2433,CHI
0.0,8.0,4.0,187.0,-0.04020100502512563,199,8.0,on,"('CHI', 'MOT')",Providence,lil55.xml,199,4.0,0.0,MOT,1101,2433,CHI
0.0,9.0,2.0,188.0,-0.04522613065326633,199,9.0,see,"('CHI', 'MOT')",Providence,lil55.xml,199,2.0,0.0,MOT,1101,2433,CHI
0.0,10.0,2.0,187.0,-0.05025125628140704,199,10.0,are,"('CHI', 'MOT')",Providence,lil55.xml,199,2.0,0.0,MOT,1101,2433,CHI
0.0,10.0,1.0,188.0,-0.05025125628140704,199,10.0,at,"('CHI', 'MOT')",Providence,lil55.xml,199,1.0,0.0,MOT,1101,2433,CHI
0.0,11.0,8.0,174.0,-0.05699481865284974,193,11.0,this,"('MOT', 'CHI')",Providence,lil55.xml,193,8.0,0.0,CHI,2436,892,MOT
0.0,1.0,1.0,15.0,-0.058823529411764705,17,1.0,the,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,1.0,1.0,15.0,-0.058823529411764705,17,1.0,we,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,1.0,1.0,15.0,-0.058823529411764705,17,1.0,put,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,1.0,1.0,15.0,-0.058823529411764705,17,1.0,a,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,1.0,1.0,15.0,-0.058823529411764705,17,1.0,wanna,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,1.0,1.0,15.0,-0.058823529411764705,17,1.0,oh,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,1.0,1.0,15.0,-0.058823529411764705,17,1.0,what,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,1.0,1.0,15.0,-0.058823529411764705,17,1.0,on,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,1.0,1.0,15.0,-0.058823529411764705,17,1.0,in,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,1.0,3.0,12.0,-0.0625,16,1.0,we,"('MOT', 'OPE')",Providence,lil55.xml,16,3.0,0.0,OPE,390,103,MOT
0.0,1.0,2.0,13.0,-0.0625,16,1.0,up,"('MOT', 'OPE')",Providence,lil55.xml,16,2.0,0.0,OPE,390,103,MOT
0.0,1.0,4.0,11.0,-0.0625,16,1.0,of,"('MOT', 'OPE')",Providence,lil55.xml,16,4.0,0.0,OPE,390,103,MOT
0.0,1.0,1.0,14.0,-0.0625,16,1.0,what,"('MOT', 'OPE')",Providence,lil55.xml,16,1.0,0.0,OPE,390,103,MOT
0.0,1.0,5.0,10.0,-0.0625,16,1.0,like,"('MOT', 'OPE')",Providence,lil55.xml,16,5.0,0.0,OPE,390,103,MOT
0.0,1.0,1.0,14.0,-0.0625,16,1.0,little,"('MOT', 'OPE')",Providence,lil55.xml,16,1.0,0.0,OPE,390,103,MOT
0.0,1.0,3.0,12.0,-0.0625,16,1.0,this,"('MOT', 'OPE')",Providence,lil55.xml,16,3.0,0.0,OPE,390,103,MOT
0.0,1.0,2.0,13.0,-0.0625,16,1.0,they,"('MOT', 'OPE')",Providence,lil55.xml,16,2.0,0.0,OPE,390,103,MOT
0.0,1.0,3.0,12.0,-0.0625,16,1.0,in,"('MOT', 'OPE')",Providence,lil55.xml,16,3.0,0.0,OPE,390,103,MOT
0.0,1.0,3.0,12.0,-0.0625,16,1.0,can,"('MOT', 'OPE')",Providence,lil55.xml,16,3.0,0.0,OPE,390,103,MOT
0.0,1.0,1.0,14.0,-0.0625,16,1.0,have,"('MOT', 'OPE')",Providence,lil55.xml,16,1.0,0.0,OPE,390,103,MOT
0.0,1.0,1.0,14.0,-0.0625,16,1.0,see,"('MOT', 'OPE')",Providence,lil55.xml,16,1.0,0.0,OPE,390,103,MOT
0.0,15.0,7.0,171.0,-0.07772020725388601,193,15.0,yeah,"('MOT', 'CHI')",Providence,lil55.xml,193,7.0,0.0,CHI,2436,892,MOT
0.0,20.0,3.0,176.0,-0.10050251256281408,199,20.0,and,"('CHI', 'MOT')",Providence,lil55.xml,199,3.0,0.0,MOT,1101,2433,CHI
0.0,1.0,1.0,7.0,-0.1111111111111111,9,1.0,oh,"('OPE', 'MOT')",Providence,lil55.xml,9,1.0,0.0,MOT,42,144,OPE
0.0,1.0,1.0,7.0,-0.1111111111111111,9,1.0,like,"('OPE', 'MOT')",Providence,lil55.xml,9,1.0,0.0,MOT,42,144,OPE
0.0,2.0,2.0,13.0,-0.11764705882352941,17,2.0,that,"('OPE', 'CHI')",Providence,lil55.xml,17,2.0,0.0,CHI,87,69,OPE
0.0,2.0,1.0,14.0,-0.11764705882352941,17,2.0,this,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,2.0,1.0,14.0,-0.11764705882352941,17,2.0,can,"('OPE', 'CHI')",Providence,lil55.xml,17,1.0,0.0,CHI,87,69,OPE
0.0,2.0,2.0,12.0,-0.125,16,2.0,a,"('MOT', 'OPE')",Providence,lil55.xml,16,2.0,0.0,OPE,390,103,MOT
0.0,2.0,3.0,11.0,-0.125,16,2.0,on,"('MOT', 'OPE')",Providence,lil55.xml,16,3.0,0.0,OPE,390,103,MOT
0.0,28.0,1.0,170.0,-0.1407035175879397,199,28.0,oh,"('CHI', 'MOT')",Providence,lil55.xml,199,1.0,0.0,MOT,1101,2433,CHI
0.0,1.0,1.0,4.0,-0.16666666666666666,6,1.0,a,"('CHI', 'OPE')",Providence,lil55.xml,6,1.0,0.0,OPE,29,44,CHI
0.0,2.0,1.0,3.0,-0.3333333333333333,6,2.0,in,"('CHI', 'OPE')",Providence,lil55.xml,6,1.0,0.0,OPE,29,44,CHI
1.0,12.0,0.0,466.0,0.9728601252609603,479,13.0,get,"('CHI', 'MOT')",Providence,lil56.xml,479,1.0,1.0,MOT,2816,4685,CHI
1.0,15.0,0.0,463.0,0.9665970772442589,479,16.0,think,"('CHI', 'MOT')",Providence,lil56.xml,479,1.0,1.0,MOT,2816,4685,CHI
1.0,2.0,0.0,22.0,0.88,25,3.0,no,"('MOT', 'CHI')",Providence,lil56.xml,25,1.0,1.0,CHI,171,157,MOT
1.0,0.0,0.0,1.0,0.5,2,1.0,you,"('OPE', 'MOT')",Providence,lil56.xml,2,1.0,1.0,MOT,7,16,OPE
1.0,5.0,1.0,472.0,0.48747390396659707,479,6.0,he,"('CHI', 'MOT')",Providence,lil56.xml,479,2.0,1.0,MOT,2816,4685,CHI
2.0,86.0,1.0,390.0,0.48295059151009045,479,88.0,oh,"('CHI', 'MOT')",Providence,lil56.xml,479,3.0,2.0,MOT,2816,4685,CHI
2.0,8.0,2.0,467.0,0.4791231732776618,479,10.0,big,"('CHI', 'MOT')",Providence,lil56.xml,479,4.0,2.0,MOT,2816,4685,CHI
3.0,25.0,4.0,447.0,0.3701163137488816,479,28.0,go,"('CHI', 'MOT')",Providence,lil56.xml,479,7.0,3.0,MOT,2816,4685,CHI
2.0,21.0,3.0,453.0,0.35198329853862215,479,23.0,for,"('CHI', 'MOT')",Providence,lil56.xml,479,5.0,2.0,MOT,2816,4685,CHI
4.0,20.0,7.0,448.0,0.31353197950275197,479,24.0,see,"('CHI', 'MOT')",Providence,lil56.xml,479,11.0,4.0,MOT,2816,4685,CHI
2.0,13.0,4.0,460.0,0.302018093249826,479,15.0,at,"('CHI', 'MOT')",Providence,lil56.xml,479,6.0,2.0,MOT,2816,4685,CHI
8.0,22.0,16.0,433.0,0.2707028531663187,479,30.0,it,"('CHI', 'MOT')",Providence,lil56.xml,479,24.0,8.0,MOT,2816,4685,CHI
5.0,28.0,11.0,435.0,0.24360647181628392,479,33.0,little,"('CHI', 'MOT')",Providence,lil56.xml,479,16.0,5.0,MOT,2816,4685,CHI
6.0,19.0,15.0,439.0,0.2335222189084402,479,25.0,is,"('CHI', 'MOT')",Providence,lil56.xml,479,21.0,6.0,MOT,2816,4685,CHI
19.0,48.0,32.0,380.0,0.23267428056817718,479,67.0,a,"('CHI', 'MOT')",Providence,lil56.xml,479,51.0,19.0,MOT,2816,4685,CHI
2.0,25.0,5.0,447.0,0.22934685356397255,479,27.0,we,"('CHI', 'MOT')",Providence,lil56.xml,479,7.0,2.0,MOT,2816,4685,CHI
2.0,9.0,6.0,462.0,0.22703549060542796,479,11.0,have,"('CHI', 'MOT')",Providence,lil56.xml,479,8.0,2.0,MOT,2816,4685,CHI
1.0,17.0,3.0,458.0,0.21242171189979123,479,18.0,there,"('CHI', 'MOT')",Providence,lil56.xml,479,4.0,1.0,MOT,2816,4685,CHI
1.0,18.0,3.0,457.0,0.2103340292275574,479,19.0,look,"('CHI', 'MOT')",Providence,lil56.xml,479,4.0,1.0,MOT,2816,4685,CHI
1.0,0.0,3.0,21.0,0.21,25,1.0,oh,"('MOT', 'CHI')",Providence,lil56.xml,25,4.0,1.0,CHI,171,157,MOT
8.0,46.0,18.0,407.0,0.19495744339168142,479,54.0,to,"('CHI', 'MOT')",Providence,lil56.xml,479,26.0,8.0,MOT,2816,4685,CHI
12.0,38.0,30.0,399.0,0.18133015210259468,479,50.0,the,"('CHI', 'MOT')",Providence,lil56.xml,479,42.0,12.0,MOT,2816,4685,CHI
3.0,39.0,9.0,428.0,0.16231732776617952,479,42.0,that,"('CHI', 'MOT')",Providence,lil56.xml,479,12.0,3.0,MOT,2816,4685,CHI
2.0,27.0,7.0,443.0,0.1616794247274414,479,29.0,like,"('CHI', 'MOT')",Providence,lil56.xml,479,9.0,2.0,MOT,2816,4685,CHI
2.0,43.0,6.0,428.0,0.15605427974947808,479,45.0,do,"('CHI', 'MOT')",Providence,lil56.xml,479,8.0,2.0,MOT,2816,4685,CHI
1.0,10.0,5.0,463.0,0.14370215727209462,479,11.0,one,"('CHI', 'MOT')",Providence,lil56.xml,479,6.0,1.0,MOT,2816,4685,CHI
3.0,31.0,11.0,434.0,0.14330450342976436,479,34.0,in,"('CHI', 'MOT')",Providence,lil56.xml,479,14.0,3.0,MOT,2816,4685,CHI
3.0,10.0,15.0,451.0,0.139526791927627,479,13.0,she,"('CHI', 'MOT')",Providence,lil56.xml,479,18.0,3.0,MOT,2816,4685,CHI
6.0,13.0,29.0,431.0,0.13176260065612883,479,19.0,yeah,"('CHI', 'MOT')",Providence,lil56.xml,479,35.0,6.0,MOT,2816,4685,CHI
1.0,10.0,6.0,462.0,0.11989263346257083,479,11.0,want,"('CHI', 'MOT')",Providence,lil56.xml,479,7.0,1.0,MOT,2816,4685,CHI
1.0,13.0,6.0,459.0,0.11362958544586936,479,14.0,was,"('CHI', 'MOT')",Providence,lil56.xml,479,7.0,1.0,MOT,2816,4685,CHI
2.0,12.0,12.0,453.0,0.11362958544586936,479,14.0,they,"('CHI', 'MOT')",Providence,lil56.xml,479,14.0,2.0,MOT,2816,4685,CHI
2.0,24.0,10.0,443.0,0.11238691718858732,479,26.0,of,"('CHI', 'MOT')",Providence,lil56.xml,479,12.0,2.0,MOT,2816,4685,CHI
1.0,17.0,6.0,455.0,0.10527885475693408,479,18.0,are,"('CHI', 'MOT')",Providence,lil56.xml,479,7.0,1.0,MOT,2816,4685,CHI
2.0,14.0,15.0,448.0,0.08424413606778829,479,16.0,wanna,"('CHI', 'MOT')",Providence,lil56.xml,479,17.0,2.0,MOT,2816,4685,CHI
1.0,20.0,7.0,451.0,0.08115866388308976,479,21.0,on,"('CHI', 'MOT')",Providence,lil56.xml,479,8.0,1.0,MOT,2816,4685,CHI
1.0,2.0,11.0,465.0,0.07707028531663186,479,3.0,no,"('CHI', 'MOT')",Providence,lil56.xml,479,12.0,1.0,MOT,2816,4685,CHI
2.0,9.0,20.0,448.0,0.06794458151451889,479,11.0,my,"('CHI', 'MOT')",Providence,lil56.xml,479,22.0,2.0,MOT,2816,4685,CHI
1.0,14.0,11.0,453.0,0.05201809324982602,479,15.0,can,"('CHI', 'MOT')",Providence,lil56.xml,479,12.0,1.0,MOT,2816,4685,CHI
8.0,117.0,18.0,336.0,0.04673197366308013,479,125.0,you,"('CHI', 'MOT')",Providence,lil56.xml,479,26.0,8.0,MOT,2816,4685,CHI
7.0,41.0,59.0,372.0,0.005851837793382678,479,48.0,and,"('CHI', 'MOT')",Providence,lil56.xml,479,66.0,7.0,MOT,2816,4685,CHI
0.0,0.0,1.0,24.0,0.0,25,0.0,put,"('MOT', 'CHI')",Providence,lil56.xml,25,1.0,0.0,CHI,171,157,MOT
0.0,0.0,1.0,24.0,0.0,25,0.0,there,"('MOT', 'CHI')",Providence,lil56.xml,25,1.0,0.0,CHI,171,157,MOT
0.0,0.0,1.0,24.0,0.0,25,0.0,of,"('MOT', 'CHI')",Providence,lil56.xml,25,1.0,0.0,CHI,171,157,MOT
0.0,0.0,1.0,24.0,0.0,25,0.0,to,"('MOT', 'CHI')",Providence,lil56.xml,25,1.0,0.0,CHI,171,157,MOT
0.0,0.0,8.0,17.0,0.0,25,0.0,you,"('MOT', 'CHI')",Providence,lil56.xml,25,8.0,0.0,CHI,171,157,MOT
0.0,0.0,1.0,24.0,0.0,25,0.0,are,"('MOT', 'CHI')",Providence,lil56.xml,25,1.0,0.0,CHI,171,157,MOT
0.0,0.0,1.0,24.0,0.0,25,0.0,that,"('MOT', 'CHI')",Providence,lil56.xml,25,1.0,0.0,CHI,171,157,MOT
0.0,0.0,2.0,23.0,0.0,25,0.0,with,"('MOT', 'CHI')",Providence,lil56.xml,25,2.0,0.0,CHI,171,157,MOT
0.0,0.0,1.0,24.0,0.0,25,0.0,some,"('MOT', 'CHI')",Providence,lil56.xml,25,1.0,0.0,CHI,171,157,MOT
0.0,0.0,1.0,24.0,0.0,25,0.0,it,"('MOT', 'CHI')",Providence,lil56.xml,25,1.0,0.0,CHI,171,157,MOT
0.0,0.0,2.0,23.0,0.0,25,0.0,do,"('MOT', 'CHI')",Providence,lil56.xml,25,2.0,0.0,CHI,171,157,MOT
0.0,0.0,4.0,21.0,0.0,25,0.0,can,"('MOT', 'CHI')",Providence,lil56.xml,25,4.0,0.0,CHI,171,157,MOT
0.0,0.0,2.0,23.0,0.0,25,0.0,have,"('MOT', 'CHI')",Providence,lil56.xml,25,2.0,0.0,CHI,171,157,MOT
0.0,0.0,3.0,22.0,0.0,25,0.0,see,"('MOT', 'CHI')",Providence,lil56.xml,25,3.0,0.0,CHI,171,157,MOT
0.0,0.0,3.0,22.0,0.0,25,0.0,and,"('MOT', 'CHI')",Providence,lil56.xml,25,3.0,0.0,CHI,171,157,MOT
0.0,0.0,1.0,0.0,0.0,1,0.0,the,"('MOT', 'OPE')",Providence,lil56.xml,1,1.0,0.0,OPE,7,5,MOT
0.0,0.0,1.0,1.0,0.0,2,0.0,oh,"('OPE', 'MOT')",Providence,lil56.xml,2,1.0,0.0,MOT,7,16,OPE
0.0,5.0,4.0,470.0,-0.010438413361169102,479,5.0,put,"('CHI', 'MOT')",Providence,lil56.xml,479,4.0,0.0,MOT,2816,4685,CHI
0.0,6.0,1.0,472.0,-0.012526096033402923,479,6.0,where,"('CHI', 'MOT')",Providence,lil56.xml,479,1.0,0.0,MOT,2816,4685,CHI
0.0,6.0,7.0,466.0,-0.012526096033402923,479,6.0,gonna,"('CHI', 'MOT')",Providence,lil56.xml,479,7.0,0.0,MOT,2816,4685,CHI
0.0,8.0,5.0,466.0,-0.016701461377870562,479,8.0,up,"('CHI', 'MOT')",Providence,lil56.xml,479,5.0,0.0,MOT,2816,4685,CHI
0.0,8.0,5.0,466.0,-0.016701461377870562,479,8.0,but,"('CHI', 'MOT')",Providence,lil56.xml,479,5.0,0.0,MOT,2816,4685,CHI
0.0,9.0,13.0,457.0,-0.018789144050104383,479,9.0,all,"('CHI', 'MOT')",Providence,lil56.xml,479,13.0,0.0,MOT,2816,4685,CHI
0.0,13.0,6.0,460.0,-0.027139874739039668,479,13.0,this,"('CHI', 'MOT')",Providence,lil56.xml,479,6.0,0.0,MOT,2816,4685,CHI
0.0,14.0,4.0,461.0,-0.029227557411273485,479,14.0,with,"('CHI', 'MOT')",Providence,lil56.xml,479,4.0,0.0,MOT,2816,4685,CHI
0.0,15.0,2.0,462.0,-0.031315240083507306,479,15.0,some,"('CHI', 'MOT')",Providence,lil56.xml,479,2.0,0.0,MOT,2816,4685,CHI
0.0,1.0,3.0,21.0,-0.04,25,1.0,the,"('MOT', 'CHI')",Providence,lil56.xml,25,3.0,0.0,CHI,171,157,MOT
0.0,1.0,1.0,23.0,-0.04,25,1.0,a,"('MOT', 'CHI')",Providence,lil56.xml,25,1.0,0.0,CHI,171,157,MOT
0.0,1.0,1.0,23.0,-0.04,25,1.0,all,"('MOT', 'CHI')",Providence,lil56.xml,25,1.0,0.0,CHI,171,157,MOT
0.0,1.0,2.0,22.0,-0.04,25,1.0,go,"('MOT', 'CHI')",Providence,lil56.xml,25,2.0,0.0,CHI,171,157,MOT
0.0,28.0,11.0,440.0,-0.05845511482254697,479,28.0,what,"('CHI', 'MOT')",Providence,lil56.xml,479,11.0,0.0,MOT,2816,4685,CHI
0.0,4.0,1.0,20.0,-0.16,25,4.0,yeah,"('MOT', 'CHI')",Providence,lil56.xml,25,1.0,0.0,CHI,171,157,MOT
1.0,11.0,0.0,321.0,0.963963963963964,333,12.0,get,"('CHI', 'MOT')",Providence,lil57.xml,333,1.0,1.0,MOT,1362,5604,CHI
1.0,16.0,0.0,316.0,0.948948948948949,333,17.0,did,"('CHI', 'MOT')",Providence,lil57.xml,333,1.0,1.0,MOT,1362,5604,CHI
2.0,17.0,1.0,313.0,0.6096096096096095,333,19.0,he,"('CHI', 'MOT')",Providence,lil57.xml,333,3.0,2.0,MOT,1362,5604,CHI
2.0,25.0,1.0,305.0,0.5855855855855856,333,27.0,think,"('CHI', 'MOT')",Providence,lil57.xml,333,3.0,2.0,MOT,1362,5604,CHI
5.0,14.0,3.0,311.0,0.5679429429429429,333,19.0,have,"('CHI', 'MOT')",Providence,lil57.xml,333,8.0,5.0,MOT,1362,5604,CHI
6.0,31.0,3.0,293.0,0.5555555555555556,333,37.0,on,"('CHI', 'MOT')",Providence,lil57.xml,333,9.0,6.0,MOT,1362,5604,CHI
1.0,8.0,1.0,323.0,0.47297297297297297,333,9.0,she,"('CHI', 'MOT')",Providence,lil57.xml,333,2.0,1.0,MOT,1362,5604,CHI
1.0,10.0,1.0,321.0,0.466966966966967,333,11.0,can,"('CHI', 'MOT')",Providence,lil57.xml,333,2.0,1.0,MOT,1362,5604,CHI
1.0,11.0,1.0,320.0,0.46396396396396394,333,12.0,like,"('CHI', 'MOT')",Providence,lil57.xml,333,2.0,1.0,MOT,1362,5604,CHI
2.0,11.0,2.0,318.0,0.46096096096096095,333,13.0,they,"('CHI', 'MOT')",Providence,lil57.xml,333,4.0,2.0,MOT,1362,5604,CHI
