DocId,Speaker,Replier,Hyp Avg S,Hyp Avg R,Sparsity S-R,Sparsity R-S
ale10.xml,TO2,CHI,7.0,8.0,7,7
ale10.xml,CHI,TO2,NA,7.6,2,27
ale10.xml,MOT,TO1,4.0,NA,11,6
ale11.xml,MOT,CHI,7.524590163934426,8.722222222222221,2257,833
ale11.xml,UNC,MOT,7.142857142857143,6.782608695652174,26,75
ale11.xml,OPE,MOT,7.666666666666667,6.625,8,16
ale11.xml,CHI,MOT,8.75,7.463917525773196,196,521
ale11.xml,UNC,CHI,7.142857142857143,10.4,24,18
ale11.xml,MOT,UNC,8.166666666666666,7.666666666666667,51,33
ale11.xml,UNC,OPE,0.0,8.0,6,10
ale11.xml,ENV,CHI,6.866666666666666,7.0,40,4
ale11.xml,UNI,CHI,NA,NA,1,2
ale11.xml,GRA,MOT,6.818181818181818,7.119047619047619,78,170
ale11.xml,CHI,GRA,7.333333333333333,7.6,23,18
ale11.xml,MOT,GRA,5.909090909090909,7.0,46,36
ale11.xml,UNC,GRA,6.8,6.75,17,18
ale11.xml,GRA,CHI,7.615384615384615,7.4,43,30
ale11.xml,GRA,UNC,8.0,7.625,13,24
ale11.xml,CHI,UNC,9.2,7.111111111111111,26,25
ale11.xml,OPE,CHI,NA,NA,1,1
ale11.xml,MOT,OPE,8.571428571428571,7.4,19,11
ale11.xml,MOT,TO1,NA,NA,3,3
ale11.xml,TO1,CHI,NA,NA,3,1
ale11.xml,TO2,CHI,7.2,7.5,25,8
ale11.xml,MOT,TO2,NA,6.666666666666667,1,10
ale11.xml,TO2,MOT,6.0,7.5,6,13
ale11.xml,TO3,CHI,6.916666666666667,7.666666666666667,56,16
ale11.xml,TO3,GRA,5.666666666666667,NA,9,1
ale11.xml,TO1,MOT,NA,6.5,3,22
ale11.xml,CHI,TO1,NA,NA,1,3
ale12.xml,CHI,MOT,7.083333333333333,7.286458333333333,407,1621
ale12.xml,OPE,MOT,NA,4.0,1,10
ale12.xml,GRA,MOT,8.047619047619047,7.148148148148148,91,218
ale12.xml,CHI,GRA,9.25,7.44,34,78
ale12.xml,MOT,GRA,7.352941176470588,7.25,209,175
ale12.xml,ADU,GRA,8.333333333333334,NA,4,1
ale12.xml,MOT,CHI,7.539007092198582,9.25,1125,373
ale12.xml,GRA,CHI,6.7368421052631575,9.25,52,45
ale12.xml,UNI,MOT,NA,7.6,1,15
ale12.xml,GRA,UNI,8.333333333333334,NA,15,1
ale12.xml,UNI,GRA,6.090909090909091,6.666666666666667,22,18
ale12.xml,UNI,CHI,7.647058823529412,NA,44,4
ale12.xml,FAT,MOT,9.727272727272727,6.6875,37,51
ale12.xml,CHI,FAT,14.0,8.375,18,24
ale12.xml,TOY,CHI,10.333333333333334,NA,3,1
ale12.xml,MOT,FAT,7.352941176470588,7.529411764705882,64,53
ale12.xml,FAT,CHI,7.333333333333333,7.0,16,12
ale12.xml,GRA,FAT,5.5,6.0,9,2
ale13.xml,MOT,OPE,7.045454545454546,7.055555555555555,71,49
ale13.xml,CHI,MOT,8.0,7.181286549707602,782,1637
ale13.xml,CHI,OPE,7.0,3.0,2,4
ale13.xml,CHI,TO1,NA,7.25,2,21
ale13.xml,MOT,CHI,7.707792207792208,8.4375,1198,493
ale13.xml,TO1,CHI,7.6923076923076925,8.6,37,26
ale13.xml,MOT,TO2,NA,7.5,1,5
ale13.xml,MOT,TO1,NA,7.666666666666667,9,40
ale13.xml,TO1,MOT,6.5,6.961538461538462,24,64
ale13.xml,FAT,CHI,6.833333333333333,7.5,23,11
ale13.xml,MOT,FAT,6.448275862068965,8.785714285714286,90,53
ale13.xml,FAT,MOT,7.666666666666667,7.4,29,137
ale13.xml,CHI,FAT,10.0,7.166666666666667,58,53
ale14.xml,TOY,MOT,5.4,5.642857142857143,35,41
ale14.xml,CHI,MOT,7.625,7.5458167330677295,696,2814
ale14.xml,TOY,CHI,7.666666666666667,NA,31,10
ale14.xml,MOT,CHI,7.555555555555555,7.0,201,47
ale14.xml,MOT,TOY,7.0,NA,18,6
ale14.xml,OPE,MOT,NA,6.857142857142857,2,31
ale14.xml,CHI,TOY,NA,5.75,4,9
ale14.xml,ENV,MOT,7.5,5.0,8,7
ale14.xml,CHI,GRA,7.5,7.068965517241379,18,75
ale14.xml,GRA,CHI,6.764705882352941,7.5,61,12
ale14.xml,GRA,MOT,6.0,8.142857142857142,57,72
ale14.xml,MOT,GRA,6.842105263157895,7.444444444444445,63,60
ale15.xml,MOT,CHI,7.36551724137931,9.0,1023,187
ale15.xml,GRA,CHI,7.292307692307692,7.111111111111111,391,146
ale15.xml,GRA,MOT,7.024390243902439,6.6571428571428575,209,335
ale15.xml,CHI,GRA,6.285714285714286,6.666666666666667,89,147
ale15.xml,CHI,MOT,7.75,7.148148148148148,165,540
ale15.xml,GRA,ADU,6.2727272727272725,8.5,36,23
ale15.xml,MOT,GRA,7.118421052631579,7.065573770491803,419,310
ale15.xml,ADU,GRA,7.0,7.0,7,10
ale15.xml,ADU,CHI,7.333333333333333,7.5,20,12
ale15.xml,ADU,MOT,NA,NA,2,4
ale15.xml,MOT,ADU,8.19047619047619,8.2,47,15
ale15.xml,CHI,ADU,NA,7.090909090909091,4,25
ale15.xml,MOT,ENV,6.333333333333333,6.666666666666667,11,25
ale15.xml,CHI,ENV,10.0,5.6,6,15
ale15.xml,ENV,MOT,6.416666666666667,6.5,36,11
ale15.xml,ENV,CHI,6.571428571428571,NA,16,1
ale16.xml,MOT,GRA,7.313953488372093,7.153846153846154,406,160
ale16.xml,MOT,CHI,7.137096774193548,7.363636363636363,1129,200
ale16.xml,GRA,CHI,7.3584905660377355,8.444444444444445,261,88
ale16.xml,GRA,ADU,6.785714285714286,3.5,37,8
ale16.xml,MOT,ADU,7.411764705882353,7.166666666666667,46,36
ale16.xml,GRA,MOT,6.822222222222222,7.341463414634147,229,367
ale16.xml,CHI,GRA,6.0,6.8076923076923075,29,71
ale16.xml,CHI,MOT,7.615384615384615,7.2100840336134455,216,1072
ale16.xml,ADU,GRA,6.4375,7.352941176470588,53,57
ale16.xml,ADU,CHI,8.666666666666666,6.0,8,4
ale16.xml,ADU,MOT,7.545454545454546,6.291666666666667,36,73
ale16.xml,CHI,ADU,7.333333333333333,7.5,5,8
ale16.xml,TOY,GRA,NA,8.0,6,9
ale16.xml,TOY,MOT,6.0,7.372093023255814,27,173
ale16.xml,MOT,TOY,7.136363636363637,NA,88,13
ale16.xml,TOY,CHI,NA,8.5,8,16
ale16.xml,CHI,TOY,7.5,6.0,7,7
ale16.xml,GRA,TOY,NA,NA,2,2
ale17.xml,MOT,CHI,7.25,7.916666666666667,1327,277
ale17.xml,OPE,MOT,4.0,7.6,11,38
ale17.xml,CHI,MOT,8.533333333333333,7.0181818181818185,286,1591
ale17.xml,OPE,CHI,NA,NA,3,2
ale17.xml,MOT,OPE,NA,7.0,1,4
ale17.xml,CHI,OPE,7.5,7.0,9,12
ale17.xml,MOT,GRA,7.764705882352941,7.029411764705882,152,142
ale17.xml,MOT,FAT,6.583333333333333,7.0,32,23
ale17.xml,CHI,GRA,8.0,5.6,10,22
ale17.xml,GRA,MOT,7.481481481481482,6.303030303030303,69,117
ale17.xml,FAT,MOT,7.4,7.153846153846154,44,44
ale17.xml,GRA,CHI,7.705882352941177,NA,36,5
ale17.xml,FAT,CHI,NA,NA,1,1
ale17.xml,CHI,FAT,NA,8.5,1,6
ale17.xml,FAT,GRA,6.666666666666667,7.588235294117647,37,56
ale17.xml,GRA,FAT,3.5,6.5,4,13
ale18.xml,CHI,OPE,5.333333333333333,8.0,6,3
ale18.xml,MOT,CHI,7.035502958579881,7.666666666666667,1511,256
ale18.xml,MOT,OPE,7.333333333333333,9.0,23,3
ale18.xml,MOT,GRA,7.2,6.3,84,74
ale18.xml,OPE,MOT,6.8,6.909090909090909,17,24
ale18.xml,CHI,MOT,7.7727272727272725,7.6861702127659575,393,1590
ale18.xml,OPE,CHI,NA,NA,2,2
ale18.xml,CHI,GRA,8.0,7.208333333333333,23,56
ale18.xml,GRA,CHI,7.0,7.714285714285714,51,43
ale18.xml,GRA,MOT,7.222222222222222,7.538461538461538,60,117
ale19.xml,MOT,CHI,6.791139240506329,7.157894736842105,1304,176
ale19.xml,MOT,GRA,6.779411764705882,7.319148936170213,315,181
ale19.xml,GRA,MOT,6.578947368421052,6.981132075471698,152,289
ale19.xml,GRA,CHI,7.052631578947368,6.5,166,48
ale19.xml,CHI,MOT,7.25,6.828571428571428,194,914
ale19.xml,CHI,GRA,8.0,7.833333333333333,15,19
ale19.xml,CHI,FAT,0.0,NA,2,1
ale19.xml,FAT,GRA,7.25,9.0,9,7
ale19.xml,FAT,MOT,6.0,6.666666666666667,4,6
ale19.xml,GRA,OPE,5.666666666666667,6.666666666666667,10,6
ale20.xml,MOT,CHI,7.172897196261682,7.59375,3184,532
ale20.xml,MOT,OPE,6.583333333333333,0.0,48,2
ale21.xml,MOT,CHI,9.666666666666666,9.666666666666666,20,17
ale21.xml,MOT,OPE,4.6,0.0,9,3
ale21.xml,OPE,MOT,NA,5.5,2,3
ale21.xml,CHI,MOT,8.326086956521738,7.5625,830,2425
ale22.xml,MOT,CHI,7.286363636363636,7.95,2907,1104
ale23.xml,MOT,GRA,6.666666666666667,9.5,17,5
ale23.xml,MOT,CHI,7.034883720930233,7.217391304347826,1832,469
ale23.xml,FAT,CHI,6.666666666666667,7.75,8,12
ale23.xml,FAT,MOT,8.5,6.0,9,5
ale23.xml,OPE,MOT,6.5,6.0,6,9
ale23.xml,CHI,MOT,7.8,6.876712328767123,425,1134
ale24.xml,MOT,OPE,6.8,0.0,9,2
ale24.xml,CHI,MOT,8.17117117117117,7.739726027397261,1925,2811
ale24.xml,OPE,MOT,NA,5.5,2,4
ale24.xml,ADU,MOT,6.0,8.2,4,7
ale25.xml,MOT,CHI,7.540925266903915,8.410714285714286,3332,1180
ale25.xml,MOT,OPE,6.666666666666667,5.333333333333333,17,5
ale26.xml,CHI,MOT,7.983333333333333,6.841666666666667,688,1108
ale26.xml,OPE,MOT,7.333333333333333,6.2105263157894735,10,53
ale26.xml,CHI,OPE,7.666666666666667,NA,5,1
ale26.xml,MOT,OPE,NA,NA,1,1
ale26.xml,CHI,GRA,7.571428571428571,7.333333333333333,30,70
ale26.xml,MOT,CHI,7.037974683544304,8.0,1888,904
ale26.xml,GRA,CHI,7.066666666666666,9.2,54,39
ale26.xml,MOT,GRA,7.230769230769231,8.0,39,26
ale26.xml,GRA,MOT,8.025641025641026,7.230769230769231,116,69
ale26.xml,OPE,GRA,9.0,8.0,4,3
ale27.xml,MOT,CHI,7.131868131868132,7.674418604651163,1972,1063
ale27.xml,OPE,MOT,6.2727272727272725,7.075,36,145
ale27.xml,CHI,MOT,8.333333333333334,7.643478260869565,516,857
ale27.xml,OPE,CHI,7.470588235294118,10.166666666666666,46,33
ale27.xml,MOT,OPE,5.846153846153846,6.8125,41,40
ale27.xml,CHI,OPE,8.307692307692308,6.7,90,95
ale28.xml,CHI,MOT,8.166666666666666,7.231481481481482,275,610
ale28.xml,CHI,OPE,7.5,NA,3,1
ale28.xml,MOT,CHI,7.181318681318682,7.548387096774194,1930,1104
ale28.xml,OPE,MOT,8.0,7.6,6,12
ale28.xml,OPE,CHI,9.0,9.11111111111111,9,23
ale28.xml,MOT,OPE,7.0,7.0,25,18
ale28.xml,CHI,ENV,7.5,6.333333333333333,2,65
ale28.xml,MOT,ENV,7.333333333333333,8.0,7,5
ale29.xml,CHI,MOT,7.666666666666667,7.2592592592592595,301,476
ale29.xml,CHI,OPE,6.2,7.6,14,20
ale29.xml,MOT,CHI,7.557213930348259,7.875,2509,1543
ale29.xml,MOT,OPE,9.0,8.0,2,3
ale29.xml,OPE,MOT,10.0,6.666666666666667,4,16
ale29.xml,OPE,CHI,7.333333333333333,8.8,8,14
ale29.xml,FAT,CHI,7.285714285714286,7.583333333333333,12,21
ale29.xml,MOT,FAT,6.0344827586206895,7.388888888888889,126,116
ale29.xml,FAT,MOT,8.571428571428571,6.702702702702703,42,125
ale29.xml,CHI,FAT,7.8,8.166666666666666,40,37
ale29.xml,OPE,FAT,6.0,6.0,3,3
ale30.xml,CHI,MOT,8.357894736842105,6.895287958115183,918,1654
ale30.xml,CHI,OPE,9.0,7.8,7,12
ale30.xml,OPE,CHI,7.666666666666667,10.333333333333334,11,9
ale30.xml,MOT,CHI,7.445054945054945,8.150537634408602,1382,715
ale30.xml,OPE,MOT,6.333333333333333,7.2,11,13
ale30.xml,MOT,OPE,4.0,NA,6,2
ale30.xml,FAT,CHI,8.666666666666666,9.285714285714286,16,31
ale30.xml,MOT,FAT,7.25,6.0,20,8
ale30.xml,CHI,FAT,9.2,9.666666666666666,14,9
ale30.xml,FAT,MOT,NA,7.0,1,8
ale31.xml,MOT,CHI,7.2976190476190474,7.872727272727273,1492,503
ale31.xml,MOT,ADU,7.190476190476191,6.882352941176471,239,67
ale31.xml,CHI,ADU,7.636363636363637,8.357142857142858,39,49
ale31.xml,ADU,MOT,8.266666666666667,7.527777777777778,53,115
ale31.xml,CHI,MOT,7.14,7.359550561797753,443,1512
ale31.xml,ADU,CHI,6.75,7.777777777777778,58,36
ale31.xml,OPE,MOT,8.0,3.5,8,8
ale31.xml,OPE,CHI,NA,11.0,3,6
ale31.xml,ADU,OPE,NA,NA,1,1
ale31.xml,CHI,OPE,NA,6.0,3,5
ale32.xml,MOT,CHI,7.184466019417476,7.822784810126582,2178,882
ale32.xml,OPE,CHI,6.142857142857143,7.3076923076923075,26,58
ale32.xml,OPE,MOT,8.0,7.319148936170213,31,157
ale32.xml,CHI,OPE,7.428571428571429,7.6,54,37
ale32.xml,CHI,MOT,7.943396226415095,6.849557522123894,290,610
ale32.xml,MOT,OPE,7.127272727272727,6.578947368421052,170,66
ale32.xml,MOT,GRN,6.945652173913044,7.028985507246377,563,386
ale32.xml,GRN,CHI,7.85,7.681818181818182,94,154
ale32.xml,GRN,MOT,7.054054054054054,6.612068965517241,459,736
ale32.xml,CHI,GRN,7.363636363636363,6.310344827586207,45,93
ale32.xml,OPE,GRN,8.25,5.285714285714286,9,25
ale32.xml,GRN,OPE,5.545454545454546,3.8,32,20
ale33.xml,MOT,CHI,7.413680781758957,7.958333333333333,3680,1386
ale33.xml,FAT,CHI,0.0,7.25,3,7
ale33.xml,MOT,FAT,6.3,8.0,22,20
ale33.xml,MOT,OPE,8.2,NA,8,1
ale34.xml,CHI,MOT,7.303030303030303,6.961038961038961,847,1496
ale34.xml,UNI,MOT,NA,7.0,2,10
ale34.xml,GRA,CHI,6.6875,7.619047619047619,293,96
ale34.xml,MOT,CHI,7.466292134831461,8.155555555555555,1094,388
ale34.xml,MOT,UNI,7.116279069767442,NA,122,5
ale34.xml,MOT,GRA,7.135135135135135,7.235294117647059,121,106
ale34.xml,CHI,UNI,6.666666666666667,7.0,19,3
ale34.xml,CHI,GRA,8.157894736842104,7.137931034482759,87,254
ale34.xml,CHI,ENV,8.0,NA,13,5
ale34.xml,CHI,OPE,6.5,7.0,5,18
ale34.xml,ENV,CHI,7.0,8.333333333333334,5,5
ale34.xml,GRA,MOT,6.972222222222222,7.4,92,52
ale34.xml,OPE,ENV,9.5,NA,9,1
ale34.xml,MOT,ENV,8.5,NA,3,1
ale34.xml,ENV,MOT,NA,4.333333333333333,1,11
ale34.xml,ENV,GRA,NA,7.25,2,7
ale34.xml,GRA,ENV,6.230769230769231,6.916666666666667,73,39
ale35.xml,CHI,OPE,6.0,6.8,4,11
ale35.xml,MOT,CHI,6.951612903225806,7.852941176470588,575,217
ale35.xml,MOT,GRA,6.6571428571428575,7.121951219512195,134,140
ale35.xml,MOT,ENV,6.876923076923077,7.0,297,79
ale35.xml,GRA,MOT,7.378378378378378,7.016666666666667,131,241
ale35.xml,ENV,CHI,6.666666666666667,7.0,202,253
ale35.xml,ENV,MOT,5.857142857142857,7.15,86,429
ale35.xml,CHI,MOT,7.483870967741935,7.25,412,797
ale35.xml,CHI,ENV,7.666666666666667,7.045454545454546,229,144
ale35.xml,ENV,GRA,6.0,6.416666666666667,11,37
ale35.xml,OPE,MOT,7.0,6.25,16,6
ale35.xml,CHI,GRA,7.5,8.125,24,63
ale35.xml,GRA,CHI,6.2727272727272725,8.5,121,33
ale35.xml,GRA,ENV,6.6,6.5,16,13
ale35.xml,OPE,GRA,NA,6.75,1,7
ale35.xml,ENV,TOY,NA,7.0,1,2
ale35.xml,OPE,CHI,NA,8.0,1,2
ale36.xml,CHI,MOT,8.1,7.107142857142857,98,224
ale36.xml,CHI,OPE,8.428571428571429,7.153846153846154,27,31
ale36.xml,OPE,CHI,8.733333333333333,5.75,45,28
ale36.xml,MOT,CHI,7.643790849673203,7.644628099173554,3675,1505
ale36.xml,MOT,OPE,6.916666666666667,7.6,33,33
ale36.xml,OPE,MOT,7.428571428571429,7.444444444444445,21,21
ale36.xml,MOT,ENV,7.5,6.0,3,18
ale36.xml,MOT,FAT,NA,NA,1,2
ale36.xml,FAT,MOT,NA,2.5,2,4
ale37.xml,GRA,MOT,7.230769230769231,8.578947368421053,47,58
ale37.xml,GRA,CHI,6.5,7.769230769230769,48,44
ale37.xml,MOT,GRA,6.419354838709677,7.095238095238095,107,73
ale37.xml,CHI,GRA,8.066666666666666,8.0,54,67
ale37.xml,MOT,CHI,7.358620689655172,8.11111111111111,1540,1118
ale37.xml,CHI,MOT,7.7368421052631575,7.213333333333333,557,944
ale37.xml,MOT,OPE,8.25,8.0,6,7
ale37.xml,OPE,MOT,6.4,6.2,11,14
ale38.xml,CHI,MOT,7.3578947368421055,7.06043956043956,1416,2372
ale38.xml,CHI,OPE,8.0,9.0,12,8
ale38.xml,OPE,MOT,6.0,9.0,4,4
ale38.xml,OPE,CHI,NA,NA,3,4
ale38.xml,CHI,FAT,9.25,9.166666666666666,17,24
ale38.xml,MOT,CHI,6.943396226415095,7.793103448275862,185,102
ale38.xml,FAT,CHI,8.0,9.75,40,31
ale38.xml,FAT,MOT,7.111111111111111,6.555555555555555,20,21
ale38.xml,MOT,FAT,7.6,6.666666666666667,57,17
ale38.xml,CHI,ADU,6.5,6.166666666666667,20,16
ale38.xml,OPE,ADU,6.0,5.0,4,5
ale38.xml,MOT,ADU,3.5,6.666666666666667,11,14
ale38.xml,ADU,CHI,4.6,8.0,13,6
ale38.xml,GRA,CHI,5.2,8.0,11,4
ale38.xml,GRA,MOT,7.5,7.583333333333333,24,47
ale38.xml,MOT,GRA,7.575,6.975609756097561,119,137
ale38.xml,CHI,GRA,NA,9.25,4,14
ale39.xml,MOT,OPE,6.4,7.0,12,3
ale39.xml,MOT,CHI,7.195121951219512,7.65934065934066,1273,613
ale39.xml,GRA,MOT,7.135135135135135,6.945945945945946,127,115
ale39.xml,GRA,CHI,8.333333333333334,7.6,77,127
ale39.xml,MOT,GRA,7.857142857142857,7.0,89,53
ale39.xml,CHI,GRA,7.5588235294117645,8.052631578947368,131,155
ale39.xml,CHI,MOT,7.6835443037974684,6.977941176470588,502,946
ale39.xml,OPE,CHI,9.0,9.0,12,19
ale39.xml,OPE,MOT,8.0,10.0,5,3
ale39.xml,OPE,GRA,8.0,9.666666666666666,5,8
ale39.xml,CHI,OPE,8.857142857142858,6.625,18,21
ale39.xml,TOY,CHI,6.676470588235294,7.888888888888889,167,65
ale39.xml,MOT,TOY,6.555555555555555,6.551724137931035,211,254
ale39.xml,TOY,MOT,6.586956521739131,7.038461538461538,405,268
ale39.xml,CHI,TOY,7.25,7.0,34,85
ale40.xml,CHI,MOT,7.7727272727272725,6.7164179104477615,177,400
ale40.xml,OPE,CHI,6.4,NA,14,2
ale40.xml,MOT,CHI,7.656462585034014,8.547169811320755,3123,1638
ale40.xml,MOT,OPE,6.5,6.5,4,4
ale40.xml,OPE,MOT,7.75,NA,12,1
ale40.xml,CHI,OPE,8.0,NA,4,1
ale40.xml,ENV,CHI,7.5,5.888888888888889,98,53
ale40.xml,ENV,MOT,5.0,6.0,21,20
ale40.xml,CHI,ENV,7.5,7.0,22,61
ale40.xml,MOT,ENV,7.0588235294117645,6.92,52,113
ale41.xml,GRA,CHI,5.818181818181818,8.4,53,32
ale41.xml,GRA,OPE,8.4,NA,22,1
ale41.xml,CHI,GRA,8.428571428571429,6.840909090909091,98,205
ale41.xml,CHI,MOT,7.0,NA,4,3
ale41.xml,MOT,CHI,7.863481228668942,7.761363636363637,2851,1157
ale42.xml,MOT,CHI,6.8076923076923075,7.0625,95,76
ale42.xml,MOT,OPE,6.75,NA,8,1
ale42.xml,CHI,MOT,7.822222222222222,7.424242424242424,2229,2924
ale42.xml,OPE,MOT,10.0,7.4,6,12
ale43.xml,MOT,CHI,7.424124513618677,8.557692307692308,2824,1206
ale43.xml,OPE,CHI,7.0,10.0,4,6
ale43.xml,OPE,MOT,6.666666666666667,6.0,6,5
ale43.xml,CHI,MOT,8.166666666666666,6.774193548387097,65,91
ale43.xml,CHI,OPE,7.75,9.75,11,10
ale43.xml,MOT,OPE,6.5,NA,14,2
ale43.xml,MOT,ENV,5.4,7.0,21,11
ale44.xml,MOT,CHI,7.302083333333333,7.841463414634147,1758,1565
ale44.xml,GRA,CHI,6.909090909090909,9.0,51,28
ale44.xml,GRA,MOT,6.925925925925926,8.176470588235293,81,52
ale44.xml,CHI,MOT,7.231884057971015,6.964285714285714,579,1317
ale44.xml,MOT,GRA,6.24,6.363636363636363,73,67
ale44.xml,OPE,MOT,0.0,7.2,4,13
ale44.xml,CHI,GRA,7.363636363636363,6.785714285714286,34,56
ale45.xml,CHI,MOT,7.514018691588785,6.945812807881773,1463,2682
ale45.xml,CHI,GRA,5.333333333333333,8.090909090909092,19,55
ale45.xml,OPE,CHI,NA,8.428571428571429,1,8
ale45.xml,GRA,CHI,5.666666666666667,7.333333333333333,29,34
ale45.xml,MOT,CHI,6.732758620689655,7.080645161290323,714,461
ale45.xml,MOT,GRA,6.583333333333333,7.0,32,15
ale45.xml,MOT,ADU,6.96969696969697,6.15,87,70
ale45.xml,ADU,CHI,6.0,8.0,28,10
ale45.xml,GRA,MOT,8.071428571428571,6.3076923076923075,35,26
ale45.xml,ADU,MOT,7.363636363636363,7.0,37,31
ale45.xml,CHI,ADU,7.9411764705882355,6.888888888888889,54,29
ale45.xml,GRA,ADU,8.3,7.25,38,46
ale45.xml,ADU,GRA,6.5,8.0,11,19
ale45.xml,ADU,OPE,9.0,NA,2,1
ale46.xml,CHI,TOY,NA,7.0,1,2
ale46.xml,MOT,CHI,7.4326923076923075,7.632183908045977,1643,715
ale46.xml,MOT,TOY,7.65625,6.166666666666667,122,31
ale46.xml,CHI,MOT,7.649484536082475,7.310344827586207,780,1289
ale46.xml,GRA,MOT,5.428571428571429,7.714285714285714,79,120
ale46.xml,TOY,MOT,6.2,NA,7,5
