DocId,Speaker,Replier,Hyp Avg S,Hyp Avg R,Sparsity S-R,Sparsity R-S
ale46.xml,TOY,CHI,NA,5.0,2,6
ale46.xml,GRA,CHI,6.588235294117647,8.384615384615385,66,48
ale46.xml,MOT,GRA,6.888888888888889,6.935483870967742,233,116
ale46.xml,CHI,GRA,6.5,6.714285714285714,13,22
ale46.xml,CHI,ADU,6.666666666666667,NA,6,4
ale46.xml,MOT,ADU,6.75,7.0,36,6
ale46.xml,ADU,MOT,6.5,6.7272727272727275,7,51
ale46.xml,GRA,ADU,9.0,6.2,7,12
ale46.xml,CHI,OPE,7.0,7.0,6,7
ale46.xml,MOT,OPE,6.7368421052631575,5.6,49,18
ale46.xml,ADU,CHI,8.25,8.4,13,15
ale46.xml,OPE,MOT,0.0,7.352941176470588,6,38
ale46.xml,OPE,CHI,NA,NA,2,2
ale46.xml,ADU,OPE,NA,NA,1,1
ale46.xml,TOY,ADU,NA,8.0,2,6
ale47.xml,MOT,CHI,6.851851851851852,9.058823529411764,244,106
ale47.xml,FAT,CHI,11.5,NA,2,1
ale47.xml,MOT,FAT,7.166666666666667,7.5,12,5
ale47.xml,CHI,MOT,7.63013698630137,7.332298136645963,1461,3262
ale47.xml,ADU,MOT,6.5,6.75,29,94
ale47.xml,OPE,MOT,7.0,6.5,7,14
ale47.xml,CHI,OPE,NA,NA,1,1
ale48.xml,CHI,MOT,7.714285714285714,7.076923076923077,618,929
ale48.xml,GRA,MOT,NA,7.0,1,3
ale48.xml,CHI,TOY,7.5,6.0,6,10
ale48.xml,MOT,CHI,7.412121212121212,7.438356164383562,1387,676
ale48.xml,ADU,MOT,5.444444444444445,5.9,20,22
ale48.xml,CHI,ADU,9.333333333333334,6.0,6,4
ale48.xml,CHI,OPE,4.0,6.5,4,4
ale48.xml,CHI,GRA,7.5,4.0,10,11
ale48.xml,OPE,CHI,NA,8.833333333333334,4,12
ale48.xml,ADU,CHI,8.8,NA,9,1
ale48.xml,MOT,ADU,0.0,7.0,2,3
ale48.xml,MOT,GRA,7.083333333333333,8.8,33,13
ale49.xml,MOT,CHI,7.488636363636363,7.96875,3113,1771
ale50.xml,CHI,MOT,7.142857142857143,6.666666666666667,23,21
ale50.xml,GRA,CHI,6.6,7.0,28,28
ale50.xml,MOT,CHI,7.190476190476191,7.802919708029197,2887,1600
ale50.xml,MOT,GRA,8.5,7.666666666666667,5,9
ale50.xml,MOT,TOY,6.777777777777778,6.0,19,6
ale50.xml,TOY,MOT,4.0,9.0,11,8
ale50.xml,GRA,TOY,4.0,7.2,3,9
ale50.xml,GRA,MOT,7.0,8.666666666666666,11,14
ale50.xml,TOY,CHI,NA,4.0,1,4
ale51.xml,CHI,MOT,7.653061224489796,7.4928057553956835,1989,3173
ale52.xml,MOT,CHI,7.4033613445378155,7.761006289308176,3201,2667
ale52.xml,OPE,CHI,NA,7.333333333333333,4,8
ale52.xml,MOT,OPE,6.466666666666667,4.0,37,7
ale52.xml,FAT,CHI,8.352941176470589,7.357142857142857,45,50
ale52.xml,MOT,FAT,7.666666666666667,8.041666666666666,105,72
ale52.xml,CHI,MOT,8.733333333333333,6.985074626865671,201,314
ale52.xml,CHI,FAT,9.5,6.6,16,27
ale52.xml,MOT,TOY,5.6,7.5,19,8
ale52.xml,CHI,TOY,9.666666666666666,8.666666666666666,10,18
ale52.xml,CHI,OPE,14.0,NA,2,4
eth01.xml,MOT,CHI,7.371794871794871,NA,540,2
eth02.xml,MOT,CHI,7.493392070484582,10.2,3684,93
eth03.xml,MOT,CHI,7.430327868852459,8.4,3530,152
eth03.xml,MOT,OPE,6.4,5.428571428571429,12,19
eth04.xml,MOT,CHI,7.404651162790698,8.277777777777779,2971,363
eth05.xml,MOT,CHI,7.602941176470588,8.0,1411,138
eth05.xml,TOY,CHI,9.333333333333334,NA,4,1
eth05.xml,MOT,TOY,8.533333333333333,7.0,33,4
eth05.xml,CHI,MOT,8.583333333333334,7.623287671232877,207,1336
eth05.xml,TOY,MOT,3.0,7.315789473684211,5,60
eth06.xml,MOT,CHI,7.5141242937853105,8.764705882352942,1822,527
eth06.xml,MOT,TOY,8.2,7.75,103,25
eth06.xml,CHI,MOT,9.25,8.104761904761904,171,849
eth06.xml,OPE,CHI,7.5,NA,4,1
eth07.xml,CHI,MOT,7.666666666666667,7.60573476702509,372,3311
eth07.xml,OPE,MOT,7.0,5.75,5,7
eth08.xml,CHI,MOT,9.066666666666666,7.575091575091575,685,3847
eth08.xml,OPE,MOT,8.0,5.0,3,2
eth09.xml,CHI,MOT,7.821428571428571,7.569105691056911,627,3064
eth10.xml,MOT,CHI,7.388888888888889,8.162162162162161,956,272
eth10.xml,MOT,OPE,6.56,6.7,69,60
eth10.xml,CHI,OPE,8.0,5.7,14,24
eth10.xml,OPE,MOT,NA,7.0,3,7
eth10.xml,CHI,MOT,8.070422535211268,7.298932384341637,680,3141
eth10.xml,OPE,CHI,7.125,8.0,27,9
eth10.xml,MOT,TOY,6.0,NA,3,2
eth11.xml,CHI,MOT,8.089887640449438,7.5136186770428015,978,2667
eth11.xml,OPE,MOT,6.3,7.4,22,82
eth11.xml,CHI,OPE,12.0,7.5,2,5
eth11.xml,MOT,OPE,NA,6.0,1,4
eth11.xml,OPE,CHI,8.0,NA,18,3
eth11.xml,MOT,CHI,6.0,6.0,8,3
eth12.xml,CHI,MOT,8.180555555555555,7.595505617977528,871,3036
eth12.xml,OPE,MOT,6.0,7.615384615384615,19,31
eth12.xml,CHI,OPE,NA,9.666666666666666,1,5
eth12.xml,MOT,OPE,5.5,10.0,8,6
eth13.xml,MOT,CHI,7.867256637168142,8.838709677419354,2814,569
eth13.xml,MOT,OPE,12.0,8.0,10,3
eth14.xml,MOT,CHI,8.0,NA,7,6
eth14.xml,OPE,CHI,6.5,8.0,25,13
eth14.xml,MOT,OPE,6.2,0.0,13,3
eth14.xml,CHI,MOT,7.7795275590551185,7.505263157894737,1186,3549
eth15.xml,MOT,CHI,7.914529914529915,7.578947368421052,840,354
eth15.xml,MOT,TOY,8.214285714285714,9.666666666666666,38,8
eth15.xml,CHI,MOT,7.9245283018867925,7.580357142857143,751,1845
eth15.xml,TOY,MOT,6.0,7.4,6,32
eth15.xml,TOY,CHI,NA,8.666666666666666,1,3
eth16.xml,CHI,MOT,8.496688741721854,7.592920353982301,1567,3159
eth16.xml,CHI,FAT,6.0,6.625,13,37
eth16.xml,FAT,CHI,6.25,6.0,8,4
eth16.xml,MOT,FAT,6.0,9.0,15,13
eth16.xml,FAT,MOT,8.846153846153847,7.0,30,15
eth16.xml,MOT,CHI,6.416666666666667,9.0,30,13
eth17.xml,MOT,CHI,7.696666666666666,8.32258064516129,2556,1053
eth18.xml,CHI,MOT,8.488372093023257,7.595092024539877,380,1240
eth18.xml,OPE,CHI,9.0,9.0,2,3
eth18.xml,MOT,CHI,7.762711864406779,7.9523809523809526,2282,558
eth19.xml,MOT,CHI,7.566091954022989,7.744,3279,1010
eth20.xml,CHI,MOT,7.666666666666667,6.2272727272727275,35,63
eth20.xml,TOY,CHI,9.5,9.0,5,2
eth20.xml,MOT,CHI,7.4981412639405205,7.96969696969697,2476,1231
eth21.xml,MOT,CHI,7.474226804123711,7.858823529411764,3424,820
eth22.xml,CHI,MOT,7.670731707317073,7.583870967741936,587,2025
eth23.xml,MOT,OPE,6.625,3.7142857142857144,19,13
eth23.xml,MOT,CHI,4.0,NA,3,1
eth23.xml,CHI,MOT,7.92,7.024096385542169,170,433
eth23.xml,CHI,OPE,5.0,8.090909090909092,6,34
eth23.xml,OPE,MOT,6.0,4.0,2,2
eth24.xml,CHI,MOT,7.6752136752136755,7.548148148148148,1300,3989
eth25.xml,MOT,CHI,7.443213296398892,7.784172661870503,3299,1526
eth26.xml,MOT,CHI,7.433460076045628,7.397590361445783,1934,578
eth26.xml,MOT,OPE,NA,4.666666666666667,4,9
eth26.xml,MOT,TOY,7.368421052631579,7.0625,160,156
eth26.xml,TOY,CHI,7.647058823529412,8.2,72,17
eth26.xml,CHI,MOT,7.397590361445783,7.662447257383966,776,2077
eth26.xml,TOY,MOT,7.351351351351352,7.675,168,141
eth26.xml,CHI,TOY,7.8,7.428571428571429,13,13
eth27.xml,CHI,MOT,7.523809523809524,7.182758620689655,810,2727
eth28.xml,MOT,CHI,7.102439024390244,7.615384615384615,1321,302
eth28.xml,OPE,MOT,NA,NA,1,2
eth28.xml,CHI,MOT,7.195121951219512,7.32129963898917,962,2448
eth28.xml,OPE,CHI,NA,NA,3,1
eth28.xml,MOT,OPE,6.75,7.142857142857143,17,18
eth28.xml,CHI,OPE,8.0,6.0,5,8
eth29.xml,MOT,CHI,7.364197530864198,8.285714285714286,1327,348
eth29.xml,OPE,MOT,0.0,6.5,4,9
eth29.xml,CHI,MOT,6.636363636363637,7.214285714285714,51,139
eth30.xml,MOT,CHI,7.260586319218241,7.46078431372549,3528,1138
eth31.xml,MOT,CHI,7.0673076923076925,7.358974358974359,3368,1610
eth32.xml,CHI,MOT,7.256756756756757,7.157894736842105,771,2041
eth33.xml,MOT,CHI,7.3243967828418235,6.931818181818182,3675,1172
eth34.xml,CHI,MOT,6.891304347826087,7.233333333333333,1065,3740
eth34.xml,OPE,CHI,NA,7.0,1,2
eth34.xml,OPE,MOT,6.333333333333333,6.8,8,17
eth35.xml,MOT,OPE,7.090909090909091,NA,17,2
eth35.xml,MOT,CHI,7.162921348314606,7.135593220338983,1425,643
eth35.xml,MOT,TO1,7.235294117647059,9.25,62,43
eth35.xml,TO1,MOT,10.0,6.0,3,2
eth35.xml,CHI,MOT,6.8545454545454545,6.761904761904762,938,2338
eth35.xml,TO2,MOT,6.333333333333333,6.0,16,8
eth35.xml,TO2,CHI,6.4,7.375,34,26
eth35.xml,MOT,TO2,8.136363636363637,6.666666666666667,68,41
eth35.xml,CHI,TO2,10.0,NA,5,1
eth36.xml,MOT,CHI,7.304812834224599,7.155737704918033,3779,1311
eth37.xml,MOT,CHI,7.4574898785425106,6.633802816901408,1965,601
eth37.xml,MOT,TOY,6.2,7.111111111111111,15,13
eth37.xml,CHI,MOT,7.134146341463414,6.925,819,2090
eth38.xml,MOT,CHI,7.225,7.024793388429752,4479,1388
eth39.xml,MOT,OPE,7.409090909090909,NA,41,2
eth39.xml,MOT,CHI,7.190804597701149,7.0,4770,954
eth40.xml,MOT,CHI,7.163934426229508,7.3884297520661155,3383,1601
eth40.xml,OPE,MOT,NA,6.571428571428571,3,17
eth40.xml,CHI,MOT,7.285714285714286,7.352941176470588,40,61
eth41.xml,MOT,CHI,7.310526315789474,7.4523809523809526,3760,1087
eth42.xml,CHI,MOT,NA,8.0,2,9
eth42.xml,OPE,MOT,NA,8.0,1,3
eth42.xml,OPE,CHI,NA,7.5,1,8
eth42.xml,MOT,CHI,7.28,7.106870229007634,3973,1358
eth43.xml,MOT,CHI,7.242268041237113,7.410071942446043,4054,1426
eth44.xml,MOT,CHI,7.459302325581396,7.232142857142857,3752,1477
eth45.xml,MOT,CHI,7.541019955654102,7.14792899408284,4464,2258
eth46.xml,CHI,MOT,7.582677165354331,7.378016085790884,1864,3910
eth46.xml,FAT,MOT,NA,NA,2,1
eth46.xml,FAT,CHI,10.5,NA,6,1
eth46.xml,MOT,CHI,8.333333333333334,8.333333333333334,9,8
eth47.xml,CHI,MOT,7.489655172413793,7.293800539083558,1655,3774
eth47.xml,CHI,OPE,NA,NA,1,4
eth47.xml,MOT,CHI,7.179775280898877,7.666666666666667,434,211
eth47.xml,TO1,MOT,5.0,5.666666666666667,15,18
eth47.xml,TO2,CHI,NA,7.0,1,4
eth47.xml,TO2,MOT,NA,7.842105263157895,1,33
eth47.xml,TO3,MOT,NA,7.666666666666667,2,20
eth48.xml,MOT,CHI,7.597014925373134,7.522012578616352,3573,2378
eth49.xml,MOT,CHI,7.519174041297935,7.451851851851852,3844,1932
eth50.xml,MOT,CHI,7.303664921465969,7.350746268656716,4243,1668
lil01.xml,MOT,CHI,8.26,8.0,3819,167
lil02.xml,MOT,CHI,7.97153024911032,10.5,2489,204
lil02.xml,MOT,TOY,7.170212765957447,7.666666666666667,185,24
lil02.xml,TOY,MOT,6.933333333333334,6.571428571428571,51,51
lil02.xml,CHI,MOT,6.666666666666667,8.095959595959595,158,1603
lil03.xml,MOT,CHI,8.091482649842272,8.0,3231,288
lil03.xml,MOT,TOY,7.967741935483871,6.708333333333333,90,95
lil03.xml,CHI,TOY,NA,6.25,2,11
lil04.xml,CHI,MOT,7.5,7.835886214442013,213,4026
lil04.xml,TOY,MOT,7.166666666666667,7.1875,118,226
lil04.xml,CHI,TOY,NA,7.0,2,6
lil04.xml,MOT,TOY,9.0,7.0,6,2
lil05.xml,MOT,CHI,7.567474048442906,6.6,2154,300
lil05.xml,MOT,OPE,7.059701492537314,7.315789473684211,267,81
lil05.xml,CHI,MOT,8.0,7.838709677419355,311,1670
lil05.xml,OPE,MOT,7.333333333333333,7.551020408163265,82,194
lil05.xml,CHI,OPE,NA,6.857142857142857,9,23
lil05.xml,OPE,CHI,7.285714285714286,8.0,33,15
lil05.xml,TOY,OPE,9.0,NA,4,1
lil05.xml,TOY,MOT,7.882352941176471,7.521739130434782,55,78
lil05.xml,MOT,TOY,6.771428571428571,6.642857142857143,135,92
lil05.xml,OPE,TOY,7.0,7.0,10,6
lil05.xml,TOY,CHI,6.333333333333333,NA,4,1
lil05.xml,CHI,TOY,NA,7.0,1,2
lil06.xml,OPE,MOT,6.88,7.423076923076923,91,178
lil06.xml,CHI,MOT,7.5,7.41340782122905,397,1457
lil06.xml,OPE,CHI,4.333333333333333,NA,18,6
lil06.xml,MOT,CHI,7.756302521008403,8.0,1734,299
lil06.xml,MOT,OPE,6.575342465753424,5.894736842105263,333,64
lil06.xml,CHI,OPE,8.0,7.5,62,21
lil06.xml,TOY,MOT,6.571428571428571,6.571428571428571,28,53
lil06.xml,TOY,OPE,5.0,NA,5,2
lil06.xml,MOT,TOY,6.580645161290323,7.666666666666667,83,7
lil06.xml,CHI,TOY,8.0,NA,7,2
lil06.xml,TOY,CHI,NA,8.0,1,3
lil07.xml,MOT,CHI,7.7460732984293195,7.5,4358,1031
lil08.xml,MOT,CHI,7.67741935483871,7.5,4034,596
lil09.xml,MOT,CHI,7.823389021479714,10.4,3836,568
lil10.xml,MOT,CHI,7.615909090909091,9.142857142857142,4155,696
lil10.xml,MOT,TOY,6.0,6.875,9,24
lil11.xml,MOT,CHI,7.873853211009174,10.166666666666666,4481,692
lil11.xml,MOT,ENV,5.0,NA,2,1
lil11.xml,OPE,CHI,7.666666666666667,NA,6,1
lil12.xml,CHI,MOT,9.428571428571429,7.743243243243243,912,3969
lil12.xml,ENV,MOT,NA,7.181818181818182,1,38
lil12.xml,ENV,CHI,NA,NA,1,1
lil12.xml,MOT,CHI,6.534883720930233,8.0,200,51
lil12.xml,MOT,ENV,6.333333333333333,NA,4,1
lil13.xml,MOT,CHI,7.602972399150743,8.944444444444445,5293,878
lil14.xml,MOT,CHI,7.552631578947368,12.2,3764,549
lil14.xml,MOT,OPE,7.5,7.695652173913044,274,94
lil14.xml,CHI,OPE,7.5,NA,9,7
lil14.xml,OPE,CHI,6.333333333333333,NA,13,8
lil14.xml,OPE,MOT,7.076923076923077,6.8108108108108105,42,328
lil14.xml,CHI,MOT,8.0,7.385496183206107,266,1712
lil14.xml,MOT,TOY,6.583333333333333,6.285714285714286,37,28
lil15.xml,MOT,OPE,6.592592592592593,6.352941176470588,249,61
lil15.xml,MOT,CHI,8.032327586206897,8.9,4911,887
lil15.xml,OPE,MOT,6.125,7.465116279069767,46,178
lil15.xml,CHI,MOT,9.0,8.119047619047619,84,445
lil15.xml,CHI,OPE,7.0,0.0,5,5
lil15.xml,OPE,CHI,7.833333333333333,7.5,11,8
lil16.xml,FAT,CHI,7.6,10.75,286,66
lil16.xml,MOT,FAT,7.658536585365853,7.756756756756757,239,172
lil16.xml,CHI,MOT,9.4,7.285714285714286,289,905
lil16.xml,FAT,MOT,7.695652173913044,8.542857142857143,158,132
lil16.xml,CHI,FAT,7.0,6.90625,39,142
lil16.xml,MOT,CHI,7.491071428571429,10.428571428571429,1746,493
lil16.xml,MOT,OPE,7.2625,6.588235294117647,320,157
lil16.xml,CHI,OPE,7.5,6.0,18,28
lil16.xml,OPE,MOT,6.966666666666667,6.857142857142857,104,147
lil16.xml,OPE,CHI,7.6923076923076925,8.0,54,58
lil17.xml,CHI,MOT,9.208333333333334,7.969773299748111,1132,3712
lil17.xml,OP1,MOT,6.694444444444445,7.6923076923076925,157,298
lil17.xml,OP1,CHI,7.5,8.8,55,20
lil17.xml,MOT,OP1,8.363636363636363,8.083333333333334,48,82
lil17.xml,CHI,OP1,NA,4.666666666666667,6,11
lil17.xml,MOT,CHI,7.186046511627907,NA,168,23
lil17.xml,MOT,ENV,6.333333333333333,NA,4,1
lil18.xml,MOT,CHI,7.83256880733945,9.297872340425531,4080,807
lil18.xml,MOT,OPE,7.018867924528302,7.117647058823529,217,158
lil18.xml,CHI,OPE,8.0,7.583333333333333,8,29
lil18.xml,OPE,MOT,7.022222222222222,6.872340425531915,214,231
lil18.xml,CHI,MOT,7.0,7.774647887323944,89,358
lil18.xml,OPE,CHI,6.888888888888889,8.0,84,19
lil18.xml,ENV,CHI,NA,NA,1,1
lil19.xml,CHI,MOT,9.777777777777779,7.610294117647059,280,1071
lil19.xml,FAT,MOT,7.235294117647059,6.9523809523809526,80,161
lil19.xml,CHI,FAT,8.2,7.8,16,16
lil19.xml,MOT,CHI,7.86144578313253,9.222222222222221,2685,555
lil19.xml,MOT,FAT,7.090909090909091,9.25,74,18
lil19.xml,FAT,CHI,10.25,7.5,12,7
lil19.xml,OPE,CHI,8.0,9.142857142857142,104,40
lil19.xml,CHI,OPE,9.75,7.7,27,40
lil19.xml,OPE,MOT,7.392156862745098,6.884615384615385,308,307
lil19.xml,MOT,OPE,7.152777777777778,7.0476190476190474,364,343
lil19.xml,TOY,MOT,7.0,9.5,4,7
lil20.xml,CHI,MOT,9.479166666666666,7.481675392670157,793,3223
lil20.xml,OPE,MOT,6.483870967741935,6.735632183908046,121,376
lil20.xml,OPE,CHI,6.333333333333333,7.545454545454546,34,33
lil20.xml,MOT,OPE,7.271844660194175,6.333333333333333,426,164
lil20.xml,MOT,CHI,7.442105263157894,7.958333333333333,1608,382
lil20.xml,CHI,OPE,7.333333333333333,6.125,20,40
lil21.xml,CHI,MOT,8.906976744186046,7.6396761133603235,483,1896
lil21.xml,OPE,MOT,7.225,7.5479452054794525,194,298
lil21.xml,OPE,CHI,6.823529411764706,8.0,76,63
lil21.xml,MOT,CHI,7.599264705882353,8.54,2360,687
lil21.xml,MOT,OPE,7.045454545454546,7.204545454545454,614,226
lil21.xml,CHI,OPE,9.222222222222221,7.416666666666667,67,102
lil22.xml,MOT,OPE,6.571428571428571,6.894736842105263,125,74
lil22.xml,CHI,OPE,5.8,6.3,13,32
lil22.xml,MOT,CHI,7.614678899082569,8.6,1569,372
lil22.xml,OPE,MOT,6.142857142857143,7.416666666666667,76,140
lil22.xml,CHI,MOT,8.620689655172415,7.570967741935484,670,2621
lil22.xml,OPE,CHI,6.714285714285714,8.0,53,29
lil22.xml,FAT,MOT,6.9714285714285715,7.316831683168317,174,498
lil22.xml,CHI,FAT,8.307692307692308,7.137931034482759,62,88
lil22.xml,FAT,OPE,7.5,7.933333333333334,19,57
lil22.xml,FAT,CHI,7.896551724137931,8.666666666666666,111,81
lil22.xml,MOT,FAT,7.453333333333333,7.5636363636363635,302,202
lil22.xml,OPE,FAT,9.142857142857142,9.285714285714286,30,23
lil23.xml,MOT,CHI,7.615189873417721,8.86111111111111,2977,725
lil23.xml,MOT,OPE,7.447619047619048,6.125,438,32
lil23.xml,CHI,OPE,8.11111111111111,8.125,36,20
lil23.xml,CHI,MOT,8.727272727272727,7.478114478114478,257,1881
lil23.xml,OPE,CHI,4.2,NA,14,4
lil23.xml,OPE,MOT,7.909090909090909,7.758928571428571,90,509
lil24.xml,CHI,MOT,8.36986301369863,8.125,786,3291
lil24.xml,OPE,MOT,7.619047619047619,7.283783783783784,101,292
lil24.xml,OPE,CHI,6.555555555555555,7.857142857142857,39,49
lil24.xml,MOT,CHI,7.522222222222222,8.215686274509803,1345,458
lil24.xml,MOT,OPE,7.097560975609756,6.928571428571429,172,107
lil24.xml,CHI,OPE,8.6,9.285714285714286,18,36
lil24.xml,AD1,MOT,NA,5.5,1,3
lil25.xml,CHI,OPE,7.8,7.428571428571429,43,36
lil25.xml,MOT,CHI,7.019900497512438,6.709677419354839,1667,402
lil25.xml,MOT,OPE,7.034883720930233,6.9,438,110
lil25.xml,OPE,MOT,7.5625,7.633928571428571,65,423
lil25.xml,CHI,MOT,7.864406779661017,7.421505376344086,490,3908
lil25.xml,OPE,CHI,7.0,9.333333333333334,11,7
lil26.xml,MOT,CHI,7.7272727272727275,7.742424242424242,1415,487
lil26.xml,OPE,MOT,6.315789473684211,7.597222222222222,81,315
lil26.xml,CHI,MOT,8.409090909090908,7.847938144329897,803,3214
lil26.xml,CHI,OPE,7.0476190476190474,7.823529411764706,117,88
lil26.xml,OPE,CHI,6.842105263157895,7.083333333333333,79,68
lil26.xml,MOT,OPE,6.957746478873239,7.15,292,97
lil27.xml,MOT,OPE,7.0843373493975905,5.791666666666667,340,96
lil27.xml,MOT,CHI,7.9189873417721515,8.652631578947368,3297,924
lil27.xml,CHI,MOT,6.935483870967742,7.342372881355932,271,1769
lil27.xml,ENV,CHI,NA,NA,1,2
lil27.xml,MOT,ENV,7.9411764705882355,NA,30,3
lil27.xml,CHI,OPE,8.25,6.333333333333333,16,27
lil27.xml,OPE,CHI,7.428571428571429,7.0,45,26
lil27.xml,OPE,MOT,8.166666666666666,6.7272727272727275,17,32
lil27.xml,MOT,FAT,NA,5.5,2,6
lil27.xml,FRI,MOT,8.0,7.0,5,9
lil27.xml,CHI,FRI,NA,9.25,6,6
lil27.xml,FRI,CHI,NA,NA,1,2
lil28.xml,CHI,MOT,8.634920634920634,7.457875457875458,644,2157
lil28.xml,OPE,MOT,7.2,7.26,73,232
lil28.xml,OPE,CHI,5.5,9.0,18,18
lil28.xml,MOT,CHI,7.7392638036809815,7.791666666666667,1896,349
lil28.xml,CHI,OPE,7.9,6.9523809523809526,42,53
lil28.xml,MOT,OPE,6.844444444444444,6.75,182,50
lil29.xml,MOT,CHI,7.2425249169435215,7.82,1952,493
lil29.xml,MOT,OPE,7.5396825396825395,7.076923076923077,233,111
lil29.xml,CHI,OPE,8.4,6.714285714285714,25,59
lil29.xml,CHI,MOT,7.5,7.829545454545454,423,1875
lil29.xml,OPE,CHI,6.7727272727272725,9.0,77,35
lil29.xml,OPE,MOT,6.285714285714286,7.954545454545454,22,64
lil30.xml,MOT,CHI,7.388,7.74375,5114,1462
lil31.xml,MOT,CHI,6.98804780876494,7.533333333333333,2074,616
lil31.xml,MOT,OPE,7.333333333333333,7.48,317,80
lil31.xml,OPE,CHI,7.782608695652174,8.571428571428571,85,45
lil31.xml,CHI,MOT,7.67741935483871,7.174129353233831,393,1429
lil31.xml,OPE,MOT,7.366666666666666,7.2727272727272725,118,209
lil31.xml,CHI,OPE,6.25,7.333333333333333,18,10
lil32.xml,MOT,CHI,7.478827361563518,8.053763440860216,6879,1187
lil32.xml,MOT,OPE,7.444444444444445,NA,42,4
lil32.xml,MOT,FAT,7.333333333333333,8.0,7,3
lil32.xml,FAT,OPE,7.25,3.5,5,5
lil33.xml,MOT,CHI,7.008658008658009,6.871428571428571,1933,539
lil33.xml,OPE,CHI,7.666666666666667,6.125,20,26
lil33.xml,MOT,OPE,6.72,6.631578947368421,125,70
lil33.xml,CHI,MOT,7.19672131147541,5.986301369863014,601,1515
lil33.xml,OPE,MOT,8.090909090909092,8.025,40,150
lil33.xml,CHI,OPE,7.125,6.666666666666667,35,37
lil34.xml,MOT,OPE,6.866666666666666,8.11111111111111,39,32
lil34.xml,MOT,CHI,7.0,7.484848484848484,415,197
lil34.xml,OPE,MOT,7.153846153846154,7.0,44,130
lil34.xml,CHI,MOT,7.575757575757576,7.075376884422111,1086,3168
lil34.xml,OPE,CHI,6.083333333333333,7.1,62,53
lil34.xml,TOY,MOT,9.0,8.545454545454545,14,30
lil34.xml,CHI,OPE,7.363636363636363,7.0,33,14
lil35.xml,CHI,MOT,7.754237288135593,7.625282167042889,1232,4171
lil36.xml,CHI,MOT,7.672727272727273,7.0452830188679245,607,2582
lil36.xml,OPE,MOT,6.3,7.794117647058823,29,129
lil36.xml,CHI,OPE,8.0,7.0,15,26
lil36.xml,MOT,CHI,7.357575757575757,7.796610169491525,1075,493
lil36.xml,MOT,OPE,6.566666666666666,6.666666666666667,220,77
lil36.xml,OPE,CHI,NA,8.714285714285714,4,12
lil37.xml,CHI,MOT,7.592592592592593,7.406666666666666,996,2201
lil37.xml,OPE,CHI,7.333333333333333,8.411764705882353,29,77
lil37.xml,MOT,OPE,7.057971014492754,6.222222222222222,303,45
lil37.xml,MOT,CHI,7.2690582959641254,8.47887323943662,1704,538
lil37.xml,CHI,OPE,7.2,8.466666666666667,52,41
lil37.xml,OPE,MOT,7.2,6.566666666666666,90,107
lil38.xml,MOT,OPE,6.695652173913044,NA,77,1
lil38.xml,MOT,CHI,7.341772151898734,8.377551020408163,4430,1231
lil39.xml,MOT,CHI,7.362282878411911,8.11,3357,817
lil39.xml,MOT,OPE,6.5625,6.5,289,39
lil39.xml,CHI,MOT,7.256410256410256,6.834239130434782,683,2567
lil39.xml,OPE,MOT,6.928571428571429,6.807017543859649,70,199
lil39.xml,CHI,OPE,9.090909090909092,7.6,66,40
lil39.xml,OPE,CHI,6.8,8.266666666666667,29,60
lil40.xml,MOT,OPE,6.814814814814815,5.444444444444445,110,33
lil40.xml,MOT,CHI,7.4293948126801155,7.626506024096385,2671,881
lil40.xml,OPE,MOT,5.416666666666667,7.066666666666666,27,35
lil40.xml,CHI,MOT,7.548387096774194,6.833333333333333,278,483
lil40.xml,CHI,OPE,7.368421052631579,6.184210526315789,59,155
lil40.xml,OPE,VIS,NA,7.75,1,10
lil40.xml,VIS,OPE,NA,5.333333333333333,3,4
lil40.xml,CHI,VIS,6.0,7.714285714285714,15,27
lil40.xml,MOT,VIS,4.333333333333333,6.888888888888889,8,24
lil40.xml,VIS,CHI,5.625,6.545454545454546,23,37
lil40.xml,OPE,CHI,NA,7.5,2,12
lil40.xml,VIS,MOT,7.666666666666667,5.0,10,9
lil42.xml,MOT,CHI,7.398119122257054,8.121212121212121,3340,1555
lil43.xml,OPE,CHI,7.6,NA,10,14
lil43.xml,FAT,CHI,7.338983050847458,7.78125,310,198
lil43.xml,FAT,OPE,NA,9.0,2,4
lil43.xml,OPE,FAT,8.0,NA,3,2
lil43.xml,ENV,FAT,7.615384615384615,8.043478260869565,135,66
lil43.xml,CHI,ENV,8.0,8.244444444444444,32,146
lil43.xml,FAT,ENV,8.428571428571429,7.615384615384615,27,68
lil43.xml,CHI,FAT,7.8,6.986486486486487,325,466
lil43.xml,ENV,CHI,6.9523809523809526,10.0,63,21
lil43.xml,CHI,MOT,7.940298507462686,7.45679012345679,511,1082
lil43.xml,FAT,MOT,6.5,6.111111111111111,8,19
lil43.xml,MOT,CHI,7.294117647058823,7.868421052631579,770,270
lil43.xml,MOT,OPE,6.642857142857143,6.545454545454546,53,41
lil43.xml,OPE,ENV,7.0,7.666666666666667,3,7
lil43.xml,MOT,ENV,8.0,4.0,34,10
lil43.xml,CHI,OPE,6.0,4.0,10,6
lil44.xml,MOT,CHI,7.6592844974446335,7.7272727272727275,5837,1523
lil45.xml,CHI,MOT,7.719298245614035,7.222222222222222,522,1587
lil45.xml,OPE,CHI,7.315789473684211,9.0,54,34
