docId,id,language,name,role,sex
13-354.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
13-354.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
13-354.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
13-354.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
13-354.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
13-354.xml,VERRI,eng,DONALD_B_VERRILLI_JR,Attorney,male
12-99.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
12-99.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
12-99.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
12-99.xml,DREEB,eng,MICHAEL_R_DREEBEN,Attorney,male
12-99.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
12-99.xml,KAGA,eng,ELENA_KAGAN,Justice,female
12-99.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
12-99.xml,MCCRA,eng,RICHARD_G_MCCRACKEN,Attorney,male
12-99.xml,MESSE,eng,WILLIAM_L_MESSENGER,Attorney,male
12-99.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
12-99.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
12-99.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
12-99.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
12-99.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
12-99.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
12-79.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
12-79.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
12-79.xml,CLEME,eng,PAUL_D_CLEMENT,Attorney,male
12-79.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
12-79.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
12-79.xml,GOLDE,eng,ELAINE_J_GOLDENBERG,Attorney,female
12-79.xml,GOLDS,eng,THOMAS_C_GOLDSTEIN,Attorney,male
12-79.xml,KAGA,eng,ELENA_KAGAN,Justice,female
12-79.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
12-79.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
12-79.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
12-79.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
12-79.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
12-79.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
12-79.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
12-10882.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
12-10882.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
12-10882.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
12-10882.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
12-10882.xml,KAGA,eng,ELENA_KAGAN,Justice,female
12-10882.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
12-10882.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
12-10882.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
12-10882.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
12-10882.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
12-10882.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
12-10882.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
12-10882.xml,WAXMA,eng,SETH_P_WAXMAN,Attorney,male
12-10882.xml,WINSO,eng,ALLEN_WINSOR,Attorney,male
12-930.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
12-930.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
12-930.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
12-930.xml,FLEMI,eng,MARK_C_FLEMING,Attorney,male
12-930.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
12-930.xml,GOLDE,eng,ELAINE_J_GOLDENBERG,Attorney,female
12-930.xml,KAGA,eng,ELENA_KAGAN,Justice,female
12-930.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
12-930.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
12-930.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
12-930.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
12-930.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
12-930.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
12-930.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
12-536.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
12-536.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
12-536.xml,BURCH,eng,BOBBY_R_BURCHFIELD,Attorney,male
12-536.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
12-536.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
12-536.xml,KAGA,eng,ELENA_KAGAN,Justice,female
12-536.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
12-536.xml,MURPH,eng,ERIN_E_MURPHY,Attorney,female
12-536.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
12-536.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
12-536.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
12-536.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
12-536.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
12-536.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
12-536.xml,VERRI,eng,DONALD_B_VERRILLI_JR,Attorney,male
12-729.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
12-729.xml,ANDER,eng,GINGER_D_ANDERS,Attorney,female
12-729.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
12-729.xml,CARRO,eng,CATHERINE_MA_CARROLL,Attorney,female
12-729.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
12-729.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
12-729.xml,KAGA,eng,ELENA_KAGAN,Justice,female
12-729.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
12-729.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
12-729.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
12-729.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
12-729.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
12-729.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
12-729.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
12-729.xml,WESSL,eng,MATTHEW_WH_WESSLER,Attorney,male
12-1200.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
12-1200.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
12-1200.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
12-1200.xml,GANNO,eng,CURTIS_E_GANNON,Attorney,male
12-1200.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
12-1200.xml,HALLW,eng,DOUGLAS_HALLWARD-DRIEMEIER,Attorney,male
12-1200.xml,KAGA,eng,ELENA_KAGAN,Justice,female
12-1200.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
12-1200.xml,POTTO,eng,JOHN_POTTOW,Attorney,male
12-1200.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
12-1200.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
12-1200.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
12-1200.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
12-1200.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
12-1200.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
12-609.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
12-609.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
12-609.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
12-609.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
12-609.xml,KAGA,eng,ELENA_KAGAN,Justice,female
12-609.xml,KATYA,eng,NEAL_KATYAL,Attorney,male
12-609.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
12-609.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
12-609.xml,SAHAR,eng,NICOLE_A_SAHARSKY,Attorney,female
12-609.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
12-609.xml,SCHMI,eng,DEREK_SCHMIDT,Attorney,male
12-609.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
12-609.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
12-609.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
12-609.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
12-1182.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
12-1182.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
12-1182.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
12-1182.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
12-1182.xml,KAGA,eng,ELENA_KAGAN,Justice,female
12-1182.xml,KEISL,eng,PETER_KEISLER,Attorney,male
12-1182.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
12-1182.xml,MITCH,eng,JONATHAN_F_MITCHELL,Attorney,male
12-1182.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
12-1182.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
12-1182.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
12-1182.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
12-1182.xml,STEWA,eng,MALCOLM_L_STEWART,Attorney,male
12-1182.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
12-1182.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
13-316.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
13-316.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
13-316.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
13-316.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
13-316.xml,KAGA,eng,ELENA_KAGAN,Justice,female
13-316.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
13-316.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
13-316.xml,RUSSE,eng,KEVIN_K_RUSSELL,Attorney,male
13-316.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
13-316.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
13-316.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
13-316.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
13-316.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
13-316.xml,YANG,eng,ANTHONY_A_YANG,Attorney,male
12-515.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
12-515.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
12-515.xml,BURSC,eng,JOHN_J_BURSCH,Attorney,male
12-515.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
12-515.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
12-515.xml,KAGA,eng,ELENA_KAGAN,Justice,female
12-515.xml,KATYA,eng,NEAL_KUMAR_KATYAL,Attorney,male
12-515.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
12-515.xml,KNEED,eng,EDWIN_S_KNEEDLER,Attorney,male
12-515.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
12-515.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
12-515.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
12-515.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
12-515.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
12-515.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
12-1146.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
12-1146.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
12-1146.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
12-1146.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
12-1146.xml,KAGA,eng,ELENA_KAGAN,Justice,female
12-1146.xml,KEISL,eng,MR_PETER_KEISLER,Attorney,male
12-1146.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
12-1146.xml,MITCH,eng,MR_JONATHAN_F_MITCHELL,Attorney,male
12-1146.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
12-1146.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
12-1146.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
12-1146.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
12-1146.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
12-1146.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
12-1146.xml,VERRI,eng,DONALD_B_VERRILLI_JR,Attorney,male
12-1493.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
12-1493.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
12-1493.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
12-1493.xml,DIETZ,eng,RICHARD_D_DIETZ,Attorney,male
12-1493.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
12-1493.xml,KAGA,eng,ELENA_KAGAN,Justice,female
12-1493.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
12-1493.xml,PALMO,eng,JOSEPH_R_PALMORE,Attorney,male
12-1493.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
12-1493.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
12-1493.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
12-1493.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
12-1493.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
12-1493.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
13-298.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
13-298.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
13-298.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
13-298.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
13-298.xml,KAGA,eng,ELENA_KAGAN,Justice,female
13-298.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
13-298.xml,PERRY,eng,MARK_A_PERRY,Attorney,male
13-298.xml,PHILL,eng,CARTER_G_PHILLIPS,Attorney,male
13-298.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
13-298.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
13-298.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
13-298.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
13-298.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
13-298.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
13-298.xml,VERRI,eng,DONALD_B_VERRILLI_JR,Attorney,male
12-138.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
12-138.xml,ANDER,eng,GINGER_D_ANDERS,Attorney,female
12-138.xml,BLACK,eng,JONATHAN_I_BLACKMAN,Attorney,male
12-138.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
12-138.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
12-138.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
12-138.xml,GOLDS,eng,THOMAS_GOLDSTEIN,Attorney,male
12-138.xml,KAGA,eng,ELENA_KAGAN,Justice,female
12-138.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
12-138.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
12-138.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
12-138.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
12-138.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
12-138.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
12-138.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
13-317.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
13-317.xml,BOIES,eng,DAVID_BOIES,Attorney,male
13-317.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
13-317.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
13-317.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
13-317.xml,KAGA,eng,ELENA_KAGAN,Justice,female
13-317.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
13-317.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
13-317.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
13-317.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
13-317.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
13-317.xml,STEWA,eng,MALCOLM_L_STEWART,Attorney,male
13-317.xml,STREE,eng,AARON_M_STREETT,Attorney,male
13-317.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
13-317.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
12-462.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
12-462.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
12-462.xml,CLEME,eng,PAUL_D_CLEMENT,Attorney,male
12-462.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
12-462.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
12-462.xml,KAGA,eng,ELENA_KAGAN,Justice,female
12-462.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
12-462.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
12-462.xml,ROSEN,eng,ADINA_H_ROSENBAUM,Attorney,female
12-462.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
12-462.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
12-462.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
12-462.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
12-462.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
12-462.xml,YELIN,eng,LEWIS_S_YELIN,Attorney,male
12-820.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
12-820.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
12-820.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
12-820.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
12-820.xml,KAGA,eng,ELENA_KAGAN,Justice,female
12-820.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
12-820.xml,MOSKO,eng,LAUREN_A_MOSKOWITZ,Attorney,female
12-820.xml,OCONN,eng,ANN_O'CONNELL,Attorney,female
12-820.xml,REGAN,eng,SHAWN_P_REGAN,Attorney,male
12-820.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
12-820.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
12-820.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
12-820.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
12-820.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
12-820.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
12-815.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
12-815.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
12-815.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
12-815.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
12-815.xml,KAGA,eng,ELENA_KAGAN,Justice,female
12-815.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
12-815.xml,LYNCH,eng,DAVID_J_LYNCH,Attorney,male
12-815.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
12-815.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
12-815.xml,SIMEO,eng,TIMOTHY_J_SIMEONE,Attorney,male
12-815.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
12-815.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
12-815.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
12-815.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
12-1173.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
12-1173.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
12-1173.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
12-1173.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
12-1173.xml,KAGA,eng,ELENA_KAGAN,Justice,female
12-1173.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
12-1173.xml,LECHN,eng,STEVEN_J_LECHNER,Attorney,male
12-1173.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
12-1173.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
12-1173.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
12-1173.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
12-1173.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
12-1173.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
12-1173.xml,YANG,eng,ANTHONY_A_YANG,Attorney,male
11-681.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
11-681.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
11-681.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
11-681.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
11-681.xml,KAGA,eng,ELENA_KAGAN,Justice,female
11-681.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
11-681.xml,MESSE,eng,WILLIAM_L_MESSENGER,Attorney,male
11-681.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
11-681.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
11-681.xml,SMITH,eng,PAUL_M_SMITH,Attorney,male
11-681.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
11-681.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
11-681.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
11-681.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
11-681.xml,VERRI,eng,DONALD_B_VERRILLI_JR,Attorney,male
12-929.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
12-929.xml,ALLEN,eng,WILLIAM_R_ALLENSWORTH,Attorney,male
12-929.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
12-929.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
12-929.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
12-929.xml,HASTI,eng,WILLIAM_S_HASTINGS,Attorney,male
12-929.xml,KAGA,eng,ELENA_KAGAN,Justice,female
12-929.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
12-929.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
12-929.xml,SCAL,eng,ANTONIN_SCALIA,Justice,male
12-929.xml,SOTO,eng,SONIA_M_SOTOMAYOR,Justice,female
12-929.xml,STEV,eng,JOHN_PAUL_STEVENS,Justice,male
12-929.xml,THOM,eng,CLARENCE_THOMAS,Justice,male
12-929.xml,UNKN,eng,Unidentified_Justice,Unidentified,male
12-751.xml,ALIT,eng,SAMUEL_A_ALITO_JR,Justice,male
12-751.xml,BREY,eng,STEPHEN_G_BREYER,Justice,male
12-751.xml,CONN,eng,SANDRA_DAY_O'CONNOR,Justice,female
12-751.xml,GINS,eng,RUTH_BADER_GINSBURG,Justice,female
12-751.xml,KAGA,eng,ELENA_KAGAN,Justice,female
12-751.xml,KENN,eng,ANTHONY_M_KENNEDY,Justice,male
12-751.xml,KNEED,eng,EDWIN_S_KNEEDLER,Attorney,male
12-751.xml,LONG,eng,ROBERT_A_LONG_JR,Attorney,male
12-751.xml,MANN,eng,RONALD_MANN,Attorney,male
12-751.xml,ROBE,eng,JOHN_G_ROBERTS,Justice,male
