DocId,Speaker,Replier,S Word,S BLC,S Path Similarity,S Frequency,R word,R BLC,R Path Similarity,R Frequency,Sparsity S-R,Sparsity R-S
ale01.xml,CHI,MOT,NA,NA,NA,NA,night,measure,0.07142857142857142,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,push,boost,0.16666666666666666,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,mountain,mountain,1.0,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,bread,toast,0.5,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,name,signature,0.5,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,playing,presentation,0.1,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,book,textbook,0.5,4,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,engine,rocket,0.125,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,junk,rubbish,-0.5,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,hill,hill,1.0,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,sea,sea,1.0,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,hooray,approval,0.07692307692307693,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,bye,concession,0.0625,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,bird,turkey,0.25,3,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,boy,organism,-0.25,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,snow,snow,1.0,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,walk,roll,0.08333333333333333,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,wanna,NA,NA,3,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,everyone,NA,NA,3,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,loud,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,hung,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,watch,hunter,0.07142857142857142,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,tuck,substance,0.16666666666666666,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,skip,walk,-0.3333333333333333,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,ooh,NA,NA,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,warm,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,library,library,1.0,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,teeth,collection,-0.3333333333333333,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,please,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,quack,doctor,-0.5,5,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,fold,fold,1.0,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,kiss,kiss,1.0,3,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,ladder,ladder,1.0,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,school,academy,0.3333333333333333,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,trash,substance,-0.25,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,blueberry,shrub,-0.5,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,orange,produce,-0.25,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,relax,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,grumpy,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,gate,wicket,0.09090909090909091,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,boo,utterance,-0.3333333333333333,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,apple,produce,-0.3333333333333333,3,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,gum,sweet,0.07142857142857142,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,cookie,kiss,0.07142857142857142,3,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,something,NA,NA,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,pop,pop,1.0,4,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,lap,thigh,-0.5,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,division,division,1.0,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,ball,marble,0.07692307692307693,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,lemme,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,sand,sand,1.0,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,carrying,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,splash,noise,-0.5,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,check,kite,0.5,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,peekaboo,game,-0.3333333333333333,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,giraffe,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,one,mate,0.058823529411764705,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,come,substance,-0.25,7,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,jam,sweet,0.0625,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,mustard,herb,-0.3333333333333333,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,smell,scent,0.5,5,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,thank,NA,NA,7,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,dip,depression,0.1,3,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,that's,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,tell,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,tubby,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,letter,excuse,0.08333333333333333,3,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,way,attribute,0.1,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,prairie,tract,-0.3333333333333333,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,music,solo,0.1111111111111111,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,knot,knot,1.0,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,yeah,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,hop,jump,0.1111111111111111,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,rope,cable,0.08333333333333333,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,daddy,parent,-0.3333333333333333,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,breath,blow,0.06666666666666667,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,oh,NA,NA,13,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,use,exploitation,0.5,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,help,insistence,0.09090909090909091,5,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,aw,NA,NA,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,field,tract,-0.5,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,kitty,speculation,0.07692307692307693,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,trampoline,equipment,-0.25,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,side,location,-0.3333333333333333,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,sheep,ram,0.05,3,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,juice,juice,1.0,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,job,gig,0.05263157894736842,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,whoa,NA,NA,5,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,hood,criminal,-0.5,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,snuffle,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,ready,attribute,0.09090909090909091,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,frog,frog,1.0,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,sidewalk,walk,0.05555555555555555,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,top,crown,0.09090909090909091,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,throw,pass,0.16666666666666666,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,dawn,dawn,1.0,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,whoop,utterance,-0.3333333333333333,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,today,attribute,0.09090909090909091,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,pink,rose,0.05555555555555555,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,sneaker,shoe,-0.5,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,MOT,wit,-0.5,13,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,sit,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,happy,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,bridge,bridge,1.0,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,pillow,cushion,0.125,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,look,appearance,-0.3333333333333333,15,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,aboard,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,beak,passage,0.05555555555555555,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,fix,difficulty,0.07142857142857142,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,blue,blue,1.0,3,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,love,worship,0.09090909090909091,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,fill,measure,0.07142857142857142,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,huh,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,honey,honey,1.0,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,rocky,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,rocket,rocket,1.0,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,noise,bang,0.14285714285714285,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,toothbrush,brush,0.07692307692307693,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,hi,greeting,-0.5,3,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,want,want,1.0,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,face,face,1.0,3,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,cold,cold,1.0,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,pool,excavation,0.06666666666666667,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,puddle,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,wee,time,0.09090909090909091,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,read,publication,-0.5,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,tip,tip,1.0,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,nose,organ,-0.25,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,summer,summer,1.0,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,tea,liquid,-0.3333333333333333,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,egg,egg,1.0,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,matter,curiosity,-0.25,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,let,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,drooling,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,sing,NA,NA,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,block,slab,0.5,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,truck,truck,1.0,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,em,NA,NA,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,mail,correspondence,0.3333333333333333,4,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,monkey,drill,0.06666666666666667,2,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,wet,condition,-0.3333333333333333,1,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,fruit,banana,0.08333333333333333,1,259,1575
ale01.xml,TOY,CHI,road,avenue,0.058823529411764705,2,NA,NA,NA,NA,23,1
ale01.xml,TOY,MOT,yeah,NA,NA,1,NA,NA,NA,NA,119,229
ale01.xml,TOY,MOT,nose,organ,-0.25,1,NA,NA,NA,NA,119,229
ale01.xml,TOY,MOT,ride,ride,1.0,1,NA,NA,NA,NA,119,229
ale01.xml,TOY,MOT,tickle,perception,0.1,4,NA,NA,NA,NA,119,229
ale01.xml,TOY,MOT,cookie,kiss,0.07142857142857142,1,NA,NA,NA,NA,119,229
ale01.xml,TOY,MOT,music,solo,0.1111111111111111,1,NA,NA,NA,NA,119,229
ale01.xml,TOY,MOT,woo,NA,NA,1,NA,NA,NA,NA,119,229
ale01.xml,TOY,MOT,road,avenue,0.058823529411764705,4,NA,NA,NA,NA,119,229
ale01.xml,TOY,MOT,go,go,1.0,3,NA,NA,NA,NA,119,229
ale01.xml,TOY,MOT,wait,pause,-0.5,2,NA,NA,NA,NA,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,wanna,NA,NA,1,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,hair,bang,0.0625,1,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,monster,dragon,0.3333333333333333,1,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,toy,kite,0.0625,1,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,haircut,hair,-0.3333333333333333,1,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,shake,whole,0.07142857142857142,5,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,jack,measure,0.07142857142857142,1,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,show,parade,0.125,1,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,teddy,whole,0.07142857142857142,1,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,red,red,1.0,1,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,farm,workplace,-0.5,1,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,duck,duck,1.0,1,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,whoop,utterance,-0.3333333333333333,1,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,bang,bang,1.0,1,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,night,measure,0.07142857142857142,5,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,look,appearance,-0.3333333333333333,4,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,car,compact,0.14285714285714285,1,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,build,attribute,0.09090909090909091,3,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,turn,curve,-0.5,2,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,lion,lion,1.0,3,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,book,textbook,0.5,2,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,poor,group,-0.3333333333333333,2,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,box,coffin,0.5,1,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,phone,extension,0.06666666666666667,1,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,train,train,1.0,1,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,ooh,NA,NA,1,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,tower,tower,1.0,1,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,MOT,wit,-0.5,1,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,come,substance,-0.25,1,119,229
ale01.xml,TOY,MOT,NA,NA,NA,NA,drum,drum,1.0,1,119,229
ale02.xml,MOT,OPE,ya,NA,NA,1,NA,NA,NA,NA,20,11
ale02.xml,MOT,OPE,see,seat,0.16666666666666666,1,NA,NA,NA,NA,20,11
ale02.xml,MOT,OPE,bye,concession,0.0625,5,NA,NA,NA,NA,20,11
ale02.xml,MOT,CHI,anymore,NA,NA,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,back,back,1.0,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,see,seat,0.16666666666666666,2,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,say,being,-0.25,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,bird,turkey,0.25,4,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,wait,pause,-0.5,5,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,over,over,1.0,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,one,mate,0.058823529411764705,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,hold,lock,0.05555555555555555,2,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,try,fitting,0.1111111111111111,3,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,okay,sanction,-0.5,15,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,go,go,1.0,10,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,family,organization,-0.3333333333333333,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,cleaning,shower,0.058823529411764705,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,book,textbook,0.5,2,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,string,cord,-0.5,2,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,wow,wit,-0.3333333333333333,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,get,stroke,-0.25,8,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,you're,NA,NA,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,minute,measure,0.07692307692307693,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,nice,NA,NA,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,boy,organism,-0.25,8,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,blow,knock,0.1,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,uncle,uncle,1.0,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,step,precaution,0.5,3,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,yard,yard,1.0,4,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,monkey,drill,0.06666666666666667,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,friend,girlfriend,0.5,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,day,maturity,0.14285714285714285,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,wee,time,0.09090909090909091,6,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,trash,substance,-0.25,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,whoop,utterance,-0.3333333333333333,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,gate,wicket,0.09090909090909091,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,bye,concession,0.0625,2,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,work,marathon,0.3333333333333333,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,artist,conductor,0.3333333333333333,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,lemme,NA,NA,4,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,ha,angle,-0.3333333333333333,2,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,out,sacrifice,0.2,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,come,substance,-0.25,3,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,dirt,dirt,1.0,2,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,excuse,justification,0.07692307692307693,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,water,liquid,0.14285714285714285,2,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,tree,pine,0.25,5,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,look,appearance,-0.3333333333333333,9,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,ball,marble,0.07692307692307693,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,gonna,NA,NA,2,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,wind,breeze,0.5,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,way,attribute,0.1,24,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,drink,draft,0.07692307692307693,2,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,yeah,NA,NA,3,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,bless,NA,NA,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,oh,NA,NA,10,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,stay,stay,1.0,4,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,wanna,NA,NA,2,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,help,insistence,0.09090909090909091,2,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,birdie,score,0.07142857142857142,5,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,side,location,-0.3333333333333333,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,head,head,1.0,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,construction,creation,-0.3333333333333333,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,lift,lift,1.0,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,face,face,1.0,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,shovel,tool,-0.3333333333333333,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,tweet,sound,0.09090909090909091,5,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,carpentry,occupation,-0.3333333333333333,1,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,car,compact,0.14285714285714285,2,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,swing,attribute,0.09090909090909091,3,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,let,NA,NA,2,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,throw,pass,0.16666666666666666,4,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,elephant,mammal,-0.25,2,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,MOT,wit,-0.5,8,NA,NA,NA,NA,1250,297
ale02.xml,MOT,CHI,em,NA,NA,1,NA,NA,NA,NA,1250,297
