DocId,Speaker,Replier,S Word,S Frequency,S Dist From Basic Level,S Word Branch Length,S Word Path Ratio,R Word,R Frequency,R Dist From Basic Level,R Word Branch Length,R Word Path Ratio,Sparsity S-R,Sparsity R-S
ale01.xml,OPE,MOT,NA,NA,NA,NA,NA,television,1,-0.65,10,0.9,11,52
ale01.xml,OPE,MOT,NA,NA,NA,NA,NA,can,1,-0.625,8,0.875,11,52
ale01.xml,OPE,CHI,kitchen,1,-0.55,10,0.8,NA,NA,NA,NA,NA,8,1
ale01.xml,ENV,CHI,beginning,1,-0.25,10,0.5,NA,NA,NA,NA,NA,7,1
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,pile,1,-0.32142857142857145,7,0.5714285714285714,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,sandwich,1,-0.55,10,0.8,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,monkey,1,-0.5,16,0.75,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,pie,1,-0.45,10,0.7,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,end,1,-0.4166666666666667,9,0.6666666666666666,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,engine,1,-0.35,15,0.6,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,rope,1,-0.5,8,0.75,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,exercise,1,-0.4423076923076923,13,0.6923076923076923,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,mountain,1,-0.4642857142857143,7,0.7142857142857143,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,boy,1,-0.39285714285714285,14,0.6428571428571429,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,while,1,-0.6071428571428571,7,0.8571428571428571,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,side,1,-0.5833333333333334,6,0.8333333333333334,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,bread,1,-0.4642857142857143,14,0.7142857142857143,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,dolphin,1,-0.6875,16,0.9375,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,way,1,-0.32142857142857145,7,0.5714285714285714,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,sheep,1,-0.6323529411764706,17,0.8823529411764706,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,name,1,-0.375,8,0.625,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,orange,1,-0.6323529411764706,17,0.8823529411764706,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,bird,1,-0.3125,16,0.5625,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,bridge,1,-0.5,8,0.75,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,juice,1,-0.6071428571428571,7,0.8571428571428571,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,field,1,-0.5277777777777778,9,0.7777777777777778,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,mine,1,-0.6071428571428571,7,0.8571428571428571,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,ladder,1,-0.55,10,0.8,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,letter,1,-0.5735294117647058,17,0.8235294117647058,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,book,1,-0.39285714285714285,14,0.6428571428571429,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,noise,1,-0.5,8,0.75,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,school,1,-0.45,10,0.7,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,top,1,-0.4642857142857143,7,0.7142857142857143,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,gate,1,-0.65,10,0.9,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,tip,1,-0.625,8,0.875,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,light,1,-0.5192307692307693,13,0.7692307692307693,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,fruit,1,-0.36538461538461536,13,0.6153846153846154,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,matter,1,-0.6590909090909091,11,0.9090909090909091,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,frog,1,-0.5192307692307693,13,0.7692307692307693,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,right,1,-0.4166666666666667,12,0.6666666666666666,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,block,1,-0.3055555555555556,9,0.5555555555555556,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,button,1,-0.65,10,0.9,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,breath,1,-0.375,8,0.625,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,tea,1,-0.55,15,0.8,259,1575
ale01.xml,CHI,MOT,NA,NA,NA,NA,NA,animal,1,-0.08333333333333333,18,0.3333333333333333,259,1575
