DocId,Speaker,Replier,S-Pathsim Avg,R-Pathsim Avg,Sparsity S-R,Sparsity R-S
ale09.xml,FAT,CHI,0.5277777777777778,0.5416666666666666,23,9
ale09.xml,TOY,MOT,0.07345238095238095,0.14166666666666666,41,9
ale09.xml,TOY,CHI,0.08333333333333333,NA,6,5
ale09.xml,MOT,TOY,0.42777777777777776,0.08333333333333333,7,2
ale10.xml,CHI,MOT,0.06851851851851852,0.3629744488750145,334,1241
ale10.xml,OPE,CHI,0.08333333333333333,NA,6,5
ale10.xml,MOT,CHI,0.3827727899040981,0.07083333333333333,1392,475
ale10.xml,MOT,ENV,0.09067460317460317,0.14387254901960783,20,26
ale10.xml,CHI,ENV,NA,0.26416870166870166,4,73
ale10.xml,TO1,MOT,NA,0.3984126984126984,9,44
ale10.xml,CHI,TO1,NA,NA,4,3
ale10.xml,MOT,TO2,0.42777777777777776,0.4708333333333333,53,89
ale10.xml,TO2,MOT,NA,1.0,2,4
ale10.xml,TO2,CHI,0.08333333333333333,NA,7,7
ale10.xml,CHI,TO2,NA,0.3819444444444444,2,27
ale10.xml,MOT,TO1,0.08333333333333333,NA,11,6
ale11.xml,MOT,CHI,0.3686119511737429,0.18285549965600276,2257,833
ale11.xml,UNC,MOT,0.11666666666666665,0.42430555555555555,26,75
ale11.xml,OPE,MOT,NA,0.7083333333333334,8,16
ale11.xml,CHI,MOT,0.075,0.39617672632378514,196,521
ale11.xml,UNC,CHI,0.10555555555555556,0.075,24,18
ale11.xml,MOT,UNC,0.24583333333333332,0.3867521367521367,51,33
ale11.xml,UNC,OPE,NA,0.08333333333333333,6,10
ale11.xml,ENV,CHI,0.43530433006535946,NA,40,4
ale11.xml,UNI,CHI,NA,NA,1,2
ale11.xml,GRA,MOT,0.7384259259259259,0.46428878568971443,78,170
ale11.xml,CHI,GRA,NA,0.5277777777777778,23,18
ale11.xml,MOT,GRA,0.7000000000000001,0.42777777777777776,46,36
ale11.xml,UNC,GRA,0.39444444444444443,0.5416666666666666,17,18
ale11.xml,GRA,CHI,0.3833333333333333,0.08333333333333333,43,30
ale11.xml,GRA,UNC,1.0,0.7708333333333333,13,24
ale11.xml,CHI,UNC,0.07777777777777778,0.3013888888888889,26,25
ale11.xml,OPE,CHI,NA,NA,1,1
ale11.xml,MOT,OPE,0.10972222222222222,1.0,19,11
ale11.xml,MOT,TO1,NA,NA,3,3
ale11.xml,TO1,CHI,NA,NA,3,1
ale11.xml,TO2,CHI,0.39141414141414144,0.08333333333333333,25,8
ale11.xml,MOT,TO2,NA,0.5454545454545454,1,10
ale11.xml,TO2,MOT,NA,NA,6,13
ale11.xml,TO3,CHI,0.26095238095238094,0.08333333333333333,56,16
ale11.xml,TO3,GRA,NA,NA,9,1
ale11.xml,TO1,MOT,NA,0.5294117647058824,3,22
ale11.xml,CHI,TO1,NA,NA,1,3
ale12.xml,CHI,MOT,0.11363636363636363,0.3697096137404581,407,1621
ale12.xml,OPE,MOT,NA,0.75,1,10
ale12.xml,GRA,MOT,0.27444444444444444,0.5393995098039215,91,218
ale12.xml,CHI,GRA,NA,0.40722824217406256,34,78
ale12.xml,MOT,GRA,0.4266540616246497,0.342193680502504,209,175
ale12.xml,ADU,GRA,0.5416666666666666,NA,4,1
ale12.xml,MOT,CHI,0.3805915946244959,0.08295454545454545,1125,373
ale12.xml,GRA,CHI,0.6631944444444444,0.06944444444444445,52,45
ale12.xml,UNI,MOT,NA,0.06666666666666667,1,15
ale12.xml,GRA,UNI,0.16269841269841268,NA,15,1
ale12.xml,UNI,GRA,1.0,0.41919191919191917,22,18
ale12.xml,UNI,CHI,0.6458333333333333,NA,44,4
ale12.xml,FAT,MOT,0.3125,0.6944444444444443,37,51
ale12.xml,CHI,FAT,NA,0.5833333333333333,18,24
ale12.xml,TOY,CHI,0.05555555555555555,NA,3,1
ale12.xml,MOT,FAT,0.3867521367521367,0.2710714285714285,64,53
ale12.xml,FAT,CHI,0.625,0.08333333333333333,16,12
ale12.xml,GRA,FAT,NA,0.16666666666666666,9,2
ale13.xml,MOT,OPE,0.5854166666666667,0.4833333333333333,71,49
ale13.xml,CHI,MOT,0.4697128851540616,0.5034006670445698,782,1637
ale13.xml,CHI,OPE,0.08333333333333333,1.0,2,4
ale13.xml,CHI,TO1,NA,0.6969696969696969,2,21
ale13.xml,MOT,CHI,0.41516401297361044,0.29583333333333334,1198,493
ale13.xml,TO1,CHI,0.6348484848484848,0.08333333333333333,37,26
ale13.xml,MOT,TO2,NA,0.08333333333333333,1,5
ale13.xml,MOT,TO1,NA,0.5435606060606061,9,40
ale13.xml,TO1,MOT,0.6041666666666667,0.622337962962963,24,64
ale13.xml,FAT,CHI,1.0,0.08333333333333333,23,11
ale13.xml,MOT,FAT,0.5505821078431372,0.688888888888889,90,53
ale13.xml,FAT,MOT,0.6944444444444443,0.5613122171945701,29,137
ale13.xml,CHI,FAT,0.075,0.35256410256410253,58,53
ale14.xml,TOY,MOT,0.6348484848484848,0.4682539682539682,35,41
ale14.xml,CHI,MOT,0.6631944444444444,0.3795480226370818,696,2814
ale14.xml,TOY,CHI,0.3074494949494949,NA,31,10
ale14.xml,MOT,CHI,0.4088965128438812,0.07738095238095238,201,47
ale14.xml,MOT,TOY,0.07142857142857142,NA,18,6
ale14.xml,OPE,MOT,NA,0.3554271708683473,2,31
ale14.xml,CHI,TOY,NA,0.5384615384615384,4,9
ale14.xml,ENV,MOT,NA,1.0,8,7
ale14.xml,CHI,GRA,0.08333333333333333,0.6907407407407408,18,75
ale14.xml,GRA,CHI,0.5583333333333335,0.08333333333333333,61,12
ale14.xml,GRA,MOT,0.5443121693121693,0.5185185185185185,57,72
ale14.xml,MOT,GRA,0.5772058823529411,0.6378205128205128,63,60
ale15.xml,MOT,CHI,0.37914893791865634,0.08058223289315726,1023,187
ale15.xml,GRA,CHI,0.4996034466622701,0.32916666666666666,391,146
ale15.xml,GRA,MOT,0.49816041801335914,0.4992596730093752,209,335
ale15.xml,CHI,GRA,0.6969696969696969,0.44126984126984126,89,147
ale15.xml,CHI,MOT,0.44333333333333336,0.45135592078316533,165,540
ale15.xml,GRA,ADU,0.5266666666666666,1.0,36,23
ale15.xml,MOT,GRA,0.37551989333336083,0.42986250505600354,419,310
ale15.xml,ADU,GRA,0.08333333333333333,0.08333333333333333,7,10
ale15.xml,ADU,CHI,0.343560606060606,0.08333333333333333,20,12
ale15.xml,ADU,MOT,NA,NA,2,4
ale15.xml,MOT,ADU,0.4776190476190477,NA,47,15
ale15.xml,CHI,ADU,NA,0.25,4,25
ale15.xml,MOT,ENV,NA,1.0,11,25
ale15.xml,CHI,ENV,NA,0.12037037037037035,6,15
ale15.xml,ENV,MOT,0.3959096459096459,0.08333333333333333,36,11
ale15.xml,ENV,CHI,0.1111111111111111,NA,16,1
ale16.xml,MOT,GRA,0.4050606771969001,0.5011363636363636,406,160
ale16.xml,MOT,CHI,0.3923041546474527,0.3352272727272727,1129,200
ale16.xml,GRA,CHI,0.5129699248120301,0.33035714285714285,261,88
ale16.xml,GRA,ADU,0.375,0.5416666666666666,37,8
ale16.xml,MOT,ADU,0.5333333333333333,0.08333333333333333,46,36
ale16.xml,GRA,MOT,0.553009219882285,0.3216175198115342,229,367
ale16.xml,CHI,GRA,0.5416666666666666,0.46942355889724313,29,71
ale16.xml,CHI,MOT,0.24439988116458708,0.37947842947601074,216,1072
ale16.xml,ADU,GRA,0.20833333333333331,0.380718954248366,53,57
ale16.xml,ADU,CHI,0.08333333333333333,0.16666666666666666,8,4
ale16.xml,ADU,MOT,0.08333333333333333,0.3644764957264957,36,73
ale16.xml,CHI,ADU,0.16666666666666666,0.05555555555555555,5,8
ale16.xml,TOY,GRA,NA,0.08333333333333333,6,9
ale16.xml,TOY,MOT,0.08333333333333333,0.19714635854341736,27,173
ale16.xml,MOT,TOY,0.3629201680672269,NA,88,13
ale16.xml,TOY,CHI,NA,0.09090909090909091,8,16
ale16.xml,CHI,TOY,0.09090909090909091,0.08333333333333333,7,7
ale16.xml,GRA,TOY,NA,NA,2,2
ale17.xml,MOT,CHI,0.3857344899259676,0.38456558061821217,1327,277
ale17.xml,OPE,MOT,0.5416666666666666,0.5750000000000001,11,38
ale17.xml,CHI,MOT,0.3357993197278911,0.334772212544078,286,1591
ale17.xml,OPE,CHI,NA,NA,3,2
ale17.xml,MOT,OPE,NA,0.08333333333333333,1,4
ale17.xml,CHI,OPE,0.08333333333333333,0.06666666666666667,9,12
ale17.xml,MOT,GRA,0.4772045855379189,0.5308302808302808,152,142
ale17.xml,MOT,FAT,0.7000000000000001,1.0,32,23
ale17.xml,CHI,GRA,NA,NA,10,22
ale17.xml,GRA,MOT,0.07738095238095238,0.5257936507936508,69,117
ale17.xml,FAT,MOT,0.7142857142857143,0.5291666666666666,44,44
ale17.xml,GRA,CHI,0.3812067562067562,NA,36,5
ale17.xml,FAT,CHI,NA,NA,1,1
ale17.xml,CHI,FAT,NA,NA,1,6
ale17.xml,FAT,GRA,0.75,0.2536111111111111,37,56
ale17.xml,GRA,FAT,NA,NA,4,13
ale18.xml,CHI,OPE,1.0,NA,6,3
ale18.xml,MOT,CHI,0.44841698024657584,0.39444444444444443,1511,256
ale18.xml,MOT,OPE,0.5416666666666666,NA,23,3
ale18.xml,MOT,GRA,0.2370748299319728,0.5555555555555556,84,74
ale18.xml,OPE,MOT,0.05555555555555555,0.2788671023965142,17,24
ale18.xml,CHI,MOT,0.3530462184873949,0.3430894696631332,393,1590
ale18.xml,OPE,CHI,NA,NA,2,2
ale18.xml,CHI,GRA,NA,0.3617826617826618,23,56
ale18.xml,GRA,CHI,0.41111111111111115,1.0,51,43
ale18.xml,GRA,MOT,1.0,0.5313585434173669,60,117
ale19.xml,MOT,CHI,0.42002073542647606,0.07199754901960784,1304,176
ale19.xml,MOT,GRA,0.5179102218069829,0.3846388406437426,315,181
ale19.xml,GRA,MOT,0.7050925925925927,0.4413404304029304,152,289
ale19.xml,GRA,CHI,0.41663629126864415,0.4166666666666667,166,48
ale19.xml,CHI,MOT,0.5364583333333333,0.38682877061728593,194,914
ale19.xml,CHI,GRA,0.0625,0.5277777777777778,15,19
ale19.xml,CHI,FAT,1.0,NA,2,1
ale19.xml,FAT,GRA,0.53125,1.0,9,7
ale19.xml,FAT,MOT,NA,NA,4,6
ale19.xml,GRA,OPE,1.0,NA,10,6
ale20.xml,MOT,CHI,0.42017799057367183,0.55625,3184,532
ale20.xml,MOT,OPE,0.6296703296703298,1.0,48,2
ale21.xml,MOT,CHI,NA,0.08333333333333333,20,17
ale21.xml,MOT,OPE,0.7777777777777777,1.0,9,3
ale21.xml,OPE,MOT,NA,1.0,2,3
ale21.xml,CHI,MOT,0.5371778157903477,0.3672860927562465,830,2425
ale22.xml,MOT,CHI,0.4389960082255871,0.5712279339888449,2907,1104
ale23.xml,MOT,GRA,1.0,NA,17,5
ale23.xml,MOT,CHI,0.3942762801054435,0.3819444444444444,1832,469
ale23.xml,FAT,CHI,NA,NA,8,12
ale23.xml,FAT,MOT,NA,0.075,9,5
ale23.xml,OPE,MOT,1.0,NA,6,9
ale23.xml,CHI,MOT,0.2985948667966212,0.4076639030835911,425,1134
ale24.xml,MOT,OPE,0.14166666666666666,1.0,9,2
ale24.xml,CHI,MOT,0.23942737659242402,0.3474355529855259,1925,2811
ale24.xml,OPE,MOT,NA,1.0,2,4
ale24.xml,ADU,MOT,NA,1.0,4,7
ale25.xml,MOT,CHI,0.3566283842234967,0.36533041516701653,3332,1180
ale25.xml,MOT,OPE,1.0,NA,17,5
ale26.xml,CHI,MOT,0.28408884820622826,0.351114215091782,688,1108
ale26.xml,OPE,MOT,1.0,0.5397058823529411,10,53
ale26.xml,CHI,OPE,NA,NA,5,1
ale26.xml,MOT,OPE,NA,NA,1,1
ale26.xml,CHI,GRA,0.3819444444444444,0.40238095238095234,30,70
ale26.xml,MOT,CHI,0.3530352303153251,0.4109679562478424,1888,904
ale26.xml,GRA,CHI,0.40404040404040403,0.06458333333333333,54,39
ale26.xml,MOT,GRA,0.18229166666666666,0.5333333333333333,39,26
ale26.xml,GRA,MOT,0.3634038800705468,0.3833333333333333,116,69
ale26.xml,OPE,GRA,0.5416666666666666,NA,4,3
ale27.xml,MOT,CHI,0.42743735396683336,0.2865577958004346,1972,1063
ale27.xml,OPE,MOT,0.5263157894736842,0.6901923076923077,36,145
ale27.xml,CHI,MOT,0.3093428113370547,0.4423837923699189,516,857
ale27.xml,OPE,CHI,0.2583333333333333,0.08333333333333333,46,33
ale27.xml,MOT,OPE,1.0,0.3819444444444444,41,40
ale27.xml,CHI,OPE,0.22060185185185185,0.569047619047619,90,95
ale28.xml,CHI,MOT,0.2406196873302137,0.32821374812053233,275,610
ale28.xml,CHI,OPE,0.08333333333333333,NA,3,1
ale28.xml,MOT,CHI,0.39747908935853354,0.4219631484493812,1930,1104
ale28.xml,OPE,MOT,NA,NA,6,12
ale28.xml,OPE,CHI,NA,0.26095238095238094,9,23
ale28.xml,MOT,OPE,0.6,NA,25,18
ale28.xml,CHI,ENV,0.08333333333333333,0.4380693319838057,2,65
ale28.xml,MOT,ENV,NA,NA,7,5
ale29.xml,CHI,MOT,0.32361107698440006,0.4302501434467379,301,476
ale29.xml,CHI,OPE,0.3819444444444444,0.06712962962962962,14,20
ale29.xml,MOT,CHI,0.36222970704394886,0.30391574949497413,2509,1543
ale29.xml,MOT,OPE,NA,1.0,2,3
ale29.xml,OPE,MOT,1.0,0.5416666666666666,4,16
ale29.xml,OPE,CHI,1.0,0.20833333333333331,8,14
ale29.xml,FAT,CHI,NA,0.2577777777777778,12,21
ale29.xml,MOT,FAT,0.7916666666666666,0.6348484848484849,126,116
ale29.xml,FAT,MOT,0.1113888888888889,0.4482435966810967,42,125
ale29.xml,CHI,FAT,0.4444444444444445,0.7083333333333334,40,37
ale29.xml,OPE,FAT,NA,NA,3,3
ale30.xml,CHI,MOT,0.2805990055707306,0.43251281588295587,918,1654
ale30.xml,CHI,OPE,0.10416666666666667,0.20833333333333331,7,12
ale30.xml,OPE,CHI,0.07291666666666666,0.125,11,9
ale30.xml,MOT,CHI,0.4032062636014998,0.2796508092870321,1382,715
ale30.xml,OPE,MOT,0.5416666666666666,0.1,11,13
ale30.xml,MOT,OPE,NA,NA,6,2
ale30.xml,FAT,CHI,1.0,0.06655425328025948,16,31
ale30.xml,MOT,FAT,0.2,NA,20,8
ale30.xml,CHI,FAT,0.08333333333333333,0.08333333333333333,14,9
ale30.xml,FAT,MOT,NA,0.5333333333333333,1,8
ale31.xml,MOT,CHI,0.4669019185463831,0.47768276113864344,1492,503
ale31.xml,MOT,ADU,0.5011005538579067,0.5568181818181818,239,67
ale31.xml,CHI,ADU,0.11871794871794872,0.3032219973009446,39,49
ale31.xml,ADU,MOT,0.328125,0.36684435447593344,53,115
ale31.xml,CHI,MOT,0.4038234592082447,0.3925981910563141,443,1512
ale31.xml,ADU,CHI,0.28316239316239317,0.08333333333333333,58,36
ale31.xml,OPE,MOT,NA,1.0,8,8
ale31.xml,OPE,CHI,NA,0.16666666666666666,3,6
ale31.xml,ADU,OPE,NA,NA,1,1
ale31.xml,CHI,OPE,NA,0.16666666666666666,3,5
ale32.xml,MOT,CHI,0.36517559741354544,0.330392979278981,2178,882
ale32.xml,OPE,CHI,0.3888888888888889,0.2392857142857143,26,58
ale32.xml,OPE,MOT,0.7333333333333334,0.4059371184371184,31,157
ale32.xml,CHI,OPE,0.5611111111111112,0.08888888888888889,54,37
ale32.xml,CHI,MOT,0.34497208605664476,0.37889582533124727,290,610
ale32.xml,MOT,OPE,0.41189219986240105,0.45208333333333334,170,66
ale32.xml,MOT,GRN,0.4650595886502749,0.41321789844142787,563,386
ale32.xml,GRN,CHI,0.5329520697167756,0.4035453925159807,94,154
ale32.xml,GRN,MOT,0.46693230625583565,0.46707588497361224,459,736
ale32.xml,CHI,GRN,0.21276844070961717,0.3012517507002801,45,93
ale32.xml,OPE,GRN,0.08333333333333333,0.5416666666666666,9,25
ale32.xml,GRN,OPE,0.75,0.7708333333333334,32,20
ale33.xml,MOT,CHI,0.3354067065327276,0.3487668911610394,3680,1386
ale33.xml,FAT,CHI,1.0,0.07291666666666666,3,7
ale33.xml,MOT,FAT,0.6944444444444443,0.07242063492063493,22,20
ale33.xml,MOT,OPE,0.5416666666666666,NA,8,1
ale34.xml,CHI,MOT,0.46542600373482723,0.49546050937857655,847,1496
ale34.xml,UNI,MOT,NA,NA,2,10
ale34.xml,GRA,CHI,0.5935017351069982,0.6657738095238095,293,96
ale34.xml,MOT,CHI,0.36916953108268086,0.42877258936815726,1094,388
ale34.xml,MOT,UNI,0.3448051948051948,NA,122,5
ale34.xml,MOT,GRA,0.32711466165413533,0.5888227513227513,121,106
ale34.xml,CHI,UNI,0.6944444444444443,0.08333333333333333,19,3
ale34.xml,CHI,GRA,0.2650949268596327,0.4545458927037874,87,254
ale34.xml,CHI,ENV,0.08333333333333333,NA,13,5
ale34.xml,CHI,OPE,NA,0.058823529411764705,5,18
ale34.xml,ENV,CHI,0.08333333333333333,0.0625,5,5
ale34.xml,GRA,MOT,0.4540488922841865,0.5989583333333333,92,52
ale34.xml,OPE,ENV,1.0,NA,9,1
ale34.xml,MOT,ENV,1.0,NA,3,1
ale34.xml,ENV,MOT,NA,1.0,1,11
ale34.xml,ENV,GRA,NA,1.0,2,7
ale34.xml,GRA,ENV,0.6944444444444443,0.704861111111111,73,39
ale35.xml,CHI,OPE,1.0,0.6851851851851851,4,11
ale35.xml,MOT,CHI,0.40892325588849665,0.49518904706404704,575,217
ale35.xml,MOT,GRA,0.37577136915372206,0.5044173759247289,134,140
ale35.xml,MOT,ENV,0.554717115243431,0.11562499999999999,297,79
ale35.xml,GRA,MOT,0.5764820147173088,0.49376203431930976,131,241
ale35.xml,ENV,CHI,0.2862518200753495,0.37530219706021833,202,253
ale35.xml,ENV,MOT,0.5416666666666666,0.3728276904553994,86,429
ale35.xml,CHI,MOT,0.34753140300799157,0.3698927037339003,412,797
ale35.xml,CHI,ENV,0.3556503028561852,0.31635854341736697,229,144
ale35.xml,ENV,GRA,0.2916666666666667,0.380718954248366,11,37
ale35.xml,OPE,MOT,0.39814814814814814,0.3796296296296296,16,6
ale35.xml,CHI,GRA,0.08333333333333333,0.4113095238095238,24,63
ale35.xml,GRA,CHI,0.6918803418803418,0.09166666666666667,121,33
ale35.xml,GRA,ENV,1.0,0.09166666666666667,16,13
ale35.xml,OPE,GRA,NA,0.08333333333333333,1,7
ale35.xml,ENV,TOY,NA,0.08333333333333333,1,2
ale35.xml,OPE,CHI,NA,NA,1,2
ale36.xml,CHI,MOT,0.40138888888888885,0.5775173862648508,98,224
ale36.xml,CHI,OPE,0.12380952380952381,0.2676190476190476,27,31
ale36.xml,OPE,CHI,0.1138392857142857,0.3819444444444444,45,28
ale36.xml,MOT,CHI,0.3737031318129673,0.45149690059696884,3675,1505
ale36.xml,MOT,OPE,0.6666666666666666,0.6944444444444443,33,33
ale36.xml,OPE,MOT,0.39814814814814814,1.0,21,21
ale36.xml,MOT,ENV,0.07692307692307693,0.3173202614379085,3,18
ale36.xml,MOT,FAT,NA,NA,1,2
ale36.xml,FAT,MOT,NA,1.0,2,4
ale37.xml,GRA,MOT,0.2690977443609022,0.4511904761904762,47,58
ale37.xml,GRA,CHI,0.36428571428571427,0.07715201465201466,48,44
ale37.xml,MOT,GRA,0.340758547008547,0.5414606227106228,107,73
ale37.xml,CHI,GRA,0.5395299145299146,0.31093559218559214,54,67
ale37.xml,MOT,CHI,0.36587935991197684,0.4087739996215229,1540,1118
ale37.xml,CHI,MOT,0.29595941717790464,0.3031306280833285,557,944
ale37.xml,MOT,OPE,0.08333333333333333,0.16666666666666666,6,7
ale37.xml,OPE,MOT,NA,0.5714285714285714,11,14
ale38.xml,CHI,MOT,0.5107143777958257,0.43732830641026,1416,2372
ale38.xml,CHI,OPE,NA,NA,12,8
ale38.xml,OPE,MOT,NA,NA,4,4
ale38.xml,OPE,CHI,NA,NA,3,4
ale38.xml,CHI,FAT,0.07291666666666666,0.22008547008547008,17,24
ale38.xml,MOT,CHI,0.46322762613203805,0.5356570512820513,185,102
ale38.xml,FAT,CHI,0.6944444444444443,1.0,40,31
ale38.xml,FAT,MOT,0.7708333333333334,0.1,20,21
ale38.xml,MOT,FAT,0.5443223443223444,NA,57,17
ale38.xml,CHI,ADU,0.3867521367521367,1.0,20,16
ale38.xml,OPE,ADU,NA,0.3333333333333333,4,5
ale38.xml,MOT,ADU,0.5416666666666666,0.07692307692307693,11,14
ale38.xml,ADU,CHI,0.3819444444444444,0.0625,13,6
ale38.xml,GRA,CHI,0.3914141414141414,NA,11,4
ale38.xml,GRA,MOT,0.07142857142857142,0.09454365079365078,24,47
ale38.xml,MOT,GRA,0.25222516814212315,0.18467887154861942,119,137
ale38.xml,CHI,GRA,NA,NA,4,14
ale39.xml,MOT,OPE,0.39444444444444443,0.08333333333333333,12,3
ale39.xml,MOT,CHI,0.3358295743024665,0.43494079168521355,1273,613
ale39.xml,GRA,MOT,0.5555555555555555,0.4910714285714286,127,115
ale39.xml,GRA,CHI,0.30410923141186297,0.27383458646616543,77,127
ale39.xml,MOT,GRA,0.3103835978835979,0.5347222222222222,89,53
ale39.xml,CHI,GRA,0.5520833333333334,0.5471678414955725,131,155
ale39.xml,CHI,MOT,0.4231936806385335,0.47595817169768767,502,946
ale39.xml,OPE,CHI,0.0625,0.0625,12,19
ale39.xml,OPE,MOT,NA,NA,5,3
ale39.xml,OPE,GRA,NA,NA,5,8
ale39.xml,CHI,OPE,0.07738095238095238,0.3849206349206349,18,21
ale39.xml,TOY,CHI,0.402065527065527,0.07107843137254902,167,65
ale39.xml,MOT,TOY,0.6304945054945055,0.4267290249433106,211,254
ale39.xml,TOY,MOT,0.3830115962468902,0.4686776556776557,405,268
ale39.xml,CHI,TOY,0.5416666666666666,0.4367965367965368,34,85
ale40.xml,CHI,MOT,0.4263236763236764,0.6153663721899015,177,400
ale40.xml,OPE,CHI,NA,NA,14,2
ale40.xml,MOT,CHI,0.35241800304949866,0.31310511910965716,3123,1638
ale40.xml,MOT,OPE,NA,0.07738095238095238,4,4
ale40.xml,OPE,MOT,0.075,NA,12,1
ale40.xml,CHI,OPE,NA,NA,4,1
ale40.xml,ENV,CHI,0.3729864253393665,0.26760683760683757,98,53
ale40.xml,ENV,MOT,0.08333333333333333,NA,21,20
ale40.xml,CHI,ENV,NA,0.45427350427350427,22,61
ale40.xml,MOT,ENV,0.75,0.5639423076923077,52,113
ale41.xml,GRA,CHI,0.3833333333333333,0.08333333333333333,53,32
ale41.xml,GRA,OPE,NA,NA,22,1
ale41.xml,CHI,GRA,0.1365079365079365,0.5383699326559233,98,205
ale41.xml,CHI,MOT,0.08333333333333333,NA,4,3
ale41.xml,MOT,CHI,0.3453988503462818,0.32937651345400953,2851,1157
ale42.xml,MOT,CHI,0.3268772893772893,0.5400641025641025,95,76
ale42.xml,MOT,OPE,0.48333333333333334,NA,8,1
ale42.xml,CHI,MOT,0.3812338626028259,0.35301648326870455,2229,2924
ale42.xml,OPE,MOT,0.08333333333333333,1.0,6,12
ale43.xml,MOT,CHI,0.3978160709692792,0.2663248488068735,2824,1206
